trial_number,trial_type,cycle_number,first_color,first_orientation,correct_response,visual_field,spatial_frequency,first_stim,second_stim,stimulus_frame_duration,fixation,answer,rt,accuracy,staircase_dv,staircase_trial_num,staircase_previous_correct,staircase_reversal,staircase_reversal_num,staircase_phase,staircase_step_size,staircase_powers_law,staircase_siam,staircase_over,staircase_name,staircase_conv_p,staircase_step_hit,staircase_step_miss,threshold_low1,threshold_low2,threshold_low3,threshold_low4,threshold_low6,threshold_high1,threshold_high2,threshold_high3,threshold_high4,threshold_high6,frame_rate,participant,psychopyVersion,frame_rate_detected
0,"['low', 4]",4,white,45,left,down,low,white_low_45_down,black_low_135_down,3,1.439753429,left,0.2153514,1,3,0,None,FALSE,0,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
1,"['low', 4]",4,black,135,left,up,low,black_low_135_up,white_low_45_up,2,1.928259049,right,0.21364,0,2,1,1,FALSE,0,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
2,"['low', 3]",3,white,135,right,down,low,white_low_135_down,black_low_45_down,3,1.736043617,right,0.3840675,1,3,0,None,FALSE,0,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
3,"['low', 4]",4,black,45,right,up,low,black_low_45_up,white_low_135_up,5,1.206201375,right,0.4504602,1,5,2,0,TRUE,1,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
4,"['low', 1]",1,white,135,right,down,low,white_low_135_down,black_low_45_down,8,1.556336145,right,1.343323,1,8,0,None,FALSE,0,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
5,"['high', 2]",2,white,135,right,down,high,white_high_135_down,black_high_45_down,8,1.066297631,left,0.3699765,0,8,0,None,FALSE,0,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
6,"['high', 2]",2,black,45,right,up,high,black_high_45_up,white_high_135_up,11,1.04751612,left,0.4798765,0,11,1,0,FALSE,0,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
7,"['low', 6]",6,white,135,right,up,low,white_low_135_up,black_low_45_up,3,1.437629821,right,0.4391771,1,3,0,None,FALSE,0,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
8,"['low', 4]",4,white,135,right,down,low,white_low_135_down,black_low_45_down,4,1.498336047,right,0.4793317,1,4,3,1,TRUE,2,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
9,"['low', 1]",1,black,45,right,up,low,black_low_45_up,white_low_135_up,7,1.094224355,left,0.1808502,0,7,1,1,FALSE,0,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
10,"['low', 6]",6,white,135,right,down,low,white_low_135_down,black_low_45_down,2,1.822407419,right,0.3482145,1,2,1,1,FALSE,0,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
11,"['low', 3]",3,black,45,right,up,low,black_low_45_up,white_low_135_up,2,1.815289701,right,0.4473262,1,2,1,1,FALSE,0,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
12,"['high', 3]",3,white,45,left,down,high,white_high_45_down,black_high_135_down,8,1.197877679,left,0.1390435,1,8,0,None,FALSE,0,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
13,"['high', 4]",4,black,45,right,up,high,black_high_45_up,white_high_135_up,8,1.066127532,right,0.6618595,1,8,0,None,FALSE,0,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
14,"['high', 2]",2,white,45,left,down,high,white_high_45_down,black_high_135_down,14,1.365038648,left,0.2214365,1,14,2,0,FALSE,0,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
15,"['high', 2]",2,black,45,right,down,high,black_high_45_down,white_high_135_down,13,1.432400632,left,0.1682479,0,13,3,1,TRUE,1,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
16,"['low', 3]",3,black,135,left,up,low,black_low_135_up,white_low_45_up,1,1.400946568,right,0.3319497,0,1,2,1,FALSE,0,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
17,"['low', 4]",4,black,45,right,up,low,black_low_45_up,white_low_135_up,3,1.103508593,right,0.3064743,1,3,4,1,FALSE,2,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
18,"['low', 4]",4,black,135,left,down,low,black_low_135_down,white_low_45_down,2,1.074799648,right,0.370703,0,2,5,1,FALSE,2,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
19,"['low', 1]",1,black,135,left,up,low,black_low_135_up,white_low_45_up,10,1.595629277,left,2.5264093,1,10,2,0,TRUE,1,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
20,"['high', 2]",2,black,135,left,up,high,black_high_135_up,white_high_45_up,16,1.812512094,right,1.3112093,0,16,4,0,TRUE,2,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
21,"['low', 4]",4,black,135,left,down,low,black_low_135_down,white_low_45_down,5,1.65221488,right,0.9072443,0,5,6,0,TRUE,3,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
22,"['high', 1]",1,black,45,right,up,high,black_high_45_up,white_high_135_up,12,1.993145268,left,0.3981116,0,12,0,None,FALSE,0,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
23,"['low', 2]",2,white,135,right,up,low,white_low_135_up,black_low_45_up,3,1.036937276,right,0.8978366,1,3,0,None,FALSE,0,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
24,"['high', 4]",4,white,135,right,up,high,white_high_135_up,black_high_45_up,7,1.127335903,left,1.1285233,0,7,1,1,FALSE,0,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
25,"['high', 3]",3,black,45,right,down,high,black_high_45_down,white_high_135_down,7,1.634377554,left,0.481234,0,7,1,1,FALSE,0,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
26,"['high', 6]",6,white,45,left,down,high,white_high_45_down,black_high_135_down,8,1.419918962,right,0.6440121,0,8,0,None,FALSE,0,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
27,"['high', 1]",1,white,135,right,up,high,white_high_135_up,black_high_45_up,15,1.469017303,right,0.3130898,1,15,1,0,FALSE,0,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
28,"['high', 1]",1,white,45,left,down,high,white_high_45_down,black_high_135_down,14,1.097505942,left,0.4958567,1,14,2,1,TRUE,1,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
29,"['low', 4]",4,white,135,right,down,low,white_low_135_down,black_low_45_down,8,1.359319929,right,0.917241,1,8,7,0,FALSE,3,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
30,"['high', 4]",4,black,45,right,up,high,black_high_45_up,white_high_135_up,10,1.507952362,left,0.8167132,0,10,2,0,TRUE,1,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
31,"['high', 6]",6,white,135,right,down,high,white_high_135_down,black_high_45_down,11,1.671287556,left,0.124579,0,11,1,0,FALSE,0,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
32,"['high', 3]",3,white,135,right,up,high,white_high_135_up,black_high_45_up,10,1.376300708,right,0.5531781,1,10,2,0,TRUE,1,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
33,"['low', 4]",4,black,135,left,up,low,black_low_135_up,white_low_45_up,7,1.385039658,right,0.495794,0,7,8,1,TRUE,4,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
34,"['high', 4]",4,white,135,right,up,high,white_high_135_up,black_high_45_up,13,1.25002308,left,0.5931271,0,13,3,0,FALSE,1,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
35,"['high', 3]",3,white,45,left,up,high,white_high_45_up,black_high_135_up,9,1.378734196,left,0.5109067,1,9,3,1,TRUE,2,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
36,"['low', 1]",1,white,45,left,down,low,white_low_45_down,black_low_135_down,9,1.872740839,left,0.5663727,1,9,3,1,TRUE,2,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
37,"['high', 1]",1,black,45,right,up,high,black_high_45_up,white_high_135_up,13,1.950616697,left,0.9061448,0,13,3,1,FALSE,1,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
38,"['high', 3]",3,black,135,left,down,high,black_high_135_down,white_high_45_down,8,1.715684586,right,0.7352995,0,8,4,1,FALSE,2,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
39,"['high', 4]",4,black,135,left,down,high,black_high_135_down,white_high_45_down,16,1.220246321,right,0.6974711,0,16,4,0,FALSE,1,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
40,"['high', 2]",2,white,135,right,up,high,white_high_135_up,black_high_45_up,19,1.133711798,right,0.5015234,1,19,5,0,FALSE,2,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
41,"['high', 1]",1,white,135,right,up,high,white_high_135_up,black_high_45_up,16,1.342098313,right,0.3805034,1,16,4,0,TRUE,2,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
42,"['low', 1]",1,white,135,right,up,low,white_low_135_up,black_low_45_up,8,1.304802408,right,0.6992961,1,8,4,1,FALSE,2,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
43,"['high', 2]",2,black,135,left,down,high,black_high_135_down,white_high_45_down,18,1.109399078,left,2.2522829,1,18,6,1,TRUE,3,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
44,"['low', 3]",3,black,45,right,up,low,black_low_45_up,white_low_135_up,4,1.653342422,right,0.3120059,1,4,3,0,TRUE,1,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
45,"['high', 4]",4,white,45,left,down,high,white_high_45_down,black_high_135_down,19,1.877971483,left,0.3415006,1,19,5,0,FALSE,1,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
46,"['low', 2]",2,black,135,left,down,low,black_low_135_down,white_low_45_down,2,1.732447355,right,0.6220026,0,2,1,1,FALSE,0,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
47,"['low', 2]",2,black,135,left,up,low,black_low_135_up,white_low_45_up,5,1.648897582,right,0.5990269,0,5,2,0,TRUE,1,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
48,"['low', 3]",3,black,135,left,down,low,black_low_135_down,white_low_45_down,3,1.57193031,left,0.4237332,1,3,4,1,TRUE,2,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
49,"['low', 4]",4,white,135,right,up,low,white_low_135_up,black_low_45_up,10,1.369025442,right,1.2868762,1,10,9,0,TRUE,5,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
50,"['low', 4]",4,black,45,right,down,low,black_low_45_down,white_low_135_down,9,1.166734312,right,0.5053205,1,9,10,1,TRUE,6,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
51,"['high', 6]",6,white,45,left,down,high,white_high_45_down,black_high_135_down,14,1.11216543,left,0.7410559,1,14,2,0,FALSE,0,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
52,"['high', 3]",3,white,135,right,down,high,white_high_135_down,black_high_45_down,11,1.819356609,right,0.4510144,1,11,5,0,TRUE,3,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
53,"['high', 2]",2,white,135,right,up,high,white_high_135_up,black_high_45_up,17,1.253248892,right,0.5233877,1,17,7,1,FALSE,3,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
54,"['high', 4]",4,black,45,right,up,high,black_high_45_up,white_high_135_up,18,1.445761838,left,0.9420388,0,18,6,1,TRUE,2,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
55,"['low', 1]",1,black,45,right,down,low,black_low_45_down,white_low_135_down,7,1.730428381,left,0.4770528,0,7,5,1,FALSE,2,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
56,"['low', 1]",1,black,45,right,down,low,black_low_45_down,white_low_135_down,10,1.412357061,left,0.2700937,0,10,6,0,TRUE,3,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
57,"['low', 6]",6,black,45,right,up,low,black_low_45_up,white_low_135_up,1,1.357334932,right,0.8105951,1,1,2,1,FALSE,0,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
58,"['low', 4]",4,black,45,right,down,low,black_low_45_down,white_low_135_down,8,1.759449407,left,0.2708057,0,8,11,1,FALSE,6,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
59,"['high', 3]",3,white,135,right,down,high,white_high_135_down,black_high_45_down,10,1.144676709,right,0.2409895,1,10,6,1,TRUE,4,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
60,"['high', 4]",4,white,45,left,down,high,white_high_45_down,black_high_135_down,21,1.794889294,left,0.2836812,1,21,7,0,TRUE,3,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
61,"['high', 2]",2,white,135,right,up,high,white_high_135_up,black_high_45_up,16,1.291635174,right,0.1579076,1,16,8,1,FALSE,3,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
62,"['low', 6]",6,black,45,right,down,low,black_low_45_down,white_low_135_down,1,1.592770041,right,0.3689463,1,1,3,1,FALSE,0,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
63,"['high', 2]",2,black,135,left,up,high,black_high_135_up,white_high_45_up,15,1.796092293,right,0.3182202,0,15,9,1,FALSE,3,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
64,"['low', 2]",2,white,45,left,down,low,white_low_45_down,black_low_135_down,8,1.410954926,left,0.2958808,1,8,3,0,FALSE,1,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
65,"['high', 3]",3,black,45,right,up,high,black_high_45_up,white_high_135_up,9,1.137103395,right,0.3697606,1,9,7,1,FALSE,4,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
66,"['high', 2]",2,white,135,right,up,high,white_high_135_up,black_high_45_up,18,1.592010889,right,0.3323643,1,18,10,0,TRUE,4,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
67,"['low', 6]",6,white,135,right,up,low,white_low_135_up,black_low_45_up,1,1.980784994,right,0.3526013,1,1,4,1,FALSE,0,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
68,"['high', 1]",1,white,135,right,down,high,white_high_135_down,black_high_45_down,15,1.049751289,right,0.5698512,1,15,5,1,TRUE,3,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
69,"['high', 3]",3,black,45,right,up,high,black_high_45_up,white_high_135_up,8,1.079936365,left,0.1560074,0,8,8,1,FALSE,4,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
70,"['high', 2]",2,black,45,right,up,high,black_high_45_up,white_high_135_up,17,1.911294553,right,1.1691409,1,17,11,1,TRUE,5,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
71,"['high', 3]",3,white,45,left,down,high,white_high_45_down,black_high_135_down,11,1.6592455,left,0.3651656,1,11,9,0,TRUE,5,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
72,"['low', 3]",3,white,45,left,up,low,white_low_45_up,black_low_135_up,2,1.072103448,right,0.3494413,0,2,5,1,FALSE,2,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
73,"['high', 6]",6,white,45,left,up,high,white_high_45_up,black_high_135_up,13,1.139857899,left,0.3027228,1,13,3,1,TRUE,1,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
74,"['high', 4]",4,black,45,right,up,high,black_high_45_up,white_high_135_up,20,1.552889721,right,1.0191831,1,20,8,1,TRUE,4,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
75,"['low', 6]",6,white,45,left,up,low,white_low_45_up,black_low_135_up,1,1.301857806,left,0.5381726,1,1,5,1,FALSE,0,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
76,"['low', 3]",3,black,135,left,up,low,black_low_135_up,white_low_45_up,5,1.929406804,left,0.5144822,1,5,6,0,TRUE,3,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
77,"['low', 1]",1,black,45,right,up,low,black_low_45_up,white_low_135_up,13,1.088561046,left,2.1348447,0,13,7,0,FALSE,3,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
78,"['high', 6]",6,white,45,left,up,high,white_high_45_up,black_high_135_up,12,1.747074388,left,0.5765035,1,12,4,1,FALSE,1,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
79,"['high', 3]",3,black,45,right,down,high,black_high_45_down,white_high_135_down,10,1.811593252,right,0.2197506,1,10,10,1,TRUE,6,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
80,"['high', 2]",2,white,135,right,down,high,white_high_135_down,black_high_45_down,16,1.552252612,right,0.5778766,1,16,12,1,FALSE,5,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
81,"['low', 3]",3,black,135,left,down,low,black_low_135_down,white_low_45_down,4,1.608679984,right,0.3347252,0,4,7,1,TRUE,4,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
82,"['low', 1]",1,white,135,right,down,low,white_low_135_down,black_low_45_down,16,1.021935827,right,0.348645,1,16,8,0,FALSE,3,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
83,"['high', 1]",1,white,45,left,down,high,white_high_45_down,black_high_135_down,14,1.576331518,left,0.2159482,1,14,6,1,FALSE,3,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
84,"['low', 6]",6,black,135,left,up,low,black_low_135_up,white_low_45_up,1,1.723734701,right,0.6435194,0,1,6,1,FALSE,0,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
85,"['high', 2]",2,white,135,right,down,high,white_high_135_down,black_high_45_down,15,1.832505032,right,0.3113621,1,15,13,1,FALSE,5,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
86,"['high', 4]",4,white,135,right,up,high,white_high_135_up,black_high_45_up,19,1.337948338,right,0.4898838,1,19,9,1,FALSE,4,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
87,"['low', 2]",2,black,135,left,up,low,black_low_135_up,white_low_45_up,7,1.590272739,left,0.9191414,1,7,4,1,TRUE,2,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
88,"['high', 3]",3,black,135,left,up,high,black_high_135_up,white_high_45_up,9,1.909308378,left,0.7384218,1,9,11,1,FALSE,6,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
89,"['high', 4]",4,black,135,left,up,high,black_high_135_up,white_high_45_up,18,1.357606,right,0.8081584,0,18,10,1,FALSE,4,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
90,"['high', 6]",6,white,135,right,up,high,white_high_135_up,black_high_45_up,11,1.183568406,right,0.2471789,1,11,5,1,FALSE,1,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
91,"['low', 3]",3,white,45,left,down,low,white_low_45_down,black_low_135_down,7,1.517219206,left,0.2286715,1,7,8,0,TRUE,5,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
92,"['low', 6]",6,black,45,right,down,low,black_low_45_down,white_low_135_down,4,1.594980926,right,0.2747869,1,4,7,0,TRUE,1,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
93,"['high', 4]",4,black,45,right,up,high,black_high_45_up,white_high_135_up,21,1.659464815,left,1.7396071,0,21,11,0,TRUE,5,1,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
94,"['high', 4]",4,white,45,left,down,high,white_high_45_down,black_high_135_down,24,1.37847296,left,0.7754787,1,24,12,0,FALSE,5,1,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
95,"['high', 2]",2,white,135,right,down,high,white_high_135_down,black_high_45_down,14,1.217535856,right,0.2344819,1,14,14,1,FALSE,5,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
96,"['low', 2]",2,white,135,right,up,low,white_low_135_up,black_low_45_up,6,1.960750697,right,0.3775623,1,6,5,1,FALSE,2,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
97,"['high', 6]",6,black,45,right,down,high,black_high_45_down,white_high_135_down,10,1.155459302,right,0.2400597,1,10,6,1,FALSE,1,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
98,"['high', 6]",6,black,45,right,up,high,black_high_45_up,white_high_135_up,9,1.16837381,left,0.0495299,0,9,7,1,FALSE,1,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
99,"['low', 2]",2,white,45,left,up,low,white_low_45_up,black_low_135_up,5,1.561213542,left,0.6745261,1,5,6,1,FALSE,2,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
100,"['high', 1]",1,black,135,left,down,high,black_high_135_down,white_high_45_down,13,1.659866065,right,0.4757964,0,13,7,1,FALSE,3,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
101,"['high', 1]",1,black,135,left,down,high,black_high_135_down,white_high_45_down,16,1.114819741,right,0.3821001,0,16,8,0,TRUE,4,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
102,"['high', 6]",6,white,135,right,down,high,white_high_135_down,black_high_45_down,12,1.623092027,right,0.3298888,1,12,8,0,TRUE,2,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
103,"['low', 4]",4,black,135,left,down,low,black_low_135_down,white_low_45_down,11,1.729638801,left,0.5818331,1,11,12,0,TRUE,7,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
104,"['high', 2]",2,white,135,right,up,high,white_high_135_up,black_high_45_up,13,1.065596797,right,0.3753345,1,13,15,1,FALSE,5,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
105,"['high', 2]",2,black,45,right,down,high,black_high_45_down,white_high_135_down,12,1.76077654,right,0.3255895,1,12,16,1,FALSE,5,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
106,"['low', 1]",1,black,45,right,down,low,black_low_45_down,white_low_135_down,15,1.458038255,left,0.2015457,0,15,9,1,TRUE,4,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
107,"['low', 6]",6,black,135,left,down,low,black_low_135_down,white_low_45_down,3,1.715284642,right,1.0523811,0,3,8,1,TRUE,2,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
108,"['low', 6]",6,black,135,left,down,low,black_low_135_down,white_low_45_down,6,1.455651977,left,0.3118416,1,6,9,0,TRUE,3,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
