trial_number,trial_type,cycle_number,first_color,first_orientation,correct_response,visual_field,spatial_frequency,first_stim,second_stim,stimulus_frame_duration,fixation,answer,rt,accuracy,staircase_dv,staircase_trial_num,staircase_previous_correct,staircase_reversal,staircase_reversal_num,staircase_phase,staircase_step_size,staircase_powers_law,staircase_siam,staircase_over,staircase_name,staircase_conv_p,staircase_step_hit,staircase_step_miss,threshold_low1,threshold_low2,threshold_low3,threshold_low4,threshold_low6,threshold_high1,threshold_high2,threshold_high3,threshold_high4,threshold_high6,frame_rate,participant,psychopyVersion,frame_rate_detected
246,"['low', 3]",3,black,45,right,down,low,black_low_45_down,white_low_135_down,4,1.014538097,right,0.907222,1,4,23,0,TRUE,9,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
247,"['low', 1]",1,black,135,left,down,low,black_low_135_down,white_low_45_down,21,1.12647706,left,1.8853416,1,21,19,1,FALSE,10,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
248,"['low', 3]",3,white,135,right,up,low,white_low_135_up,black_low_45_up,3,1.324533232,right,0.4139591,1,3,24,1,TRUE,10,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
249,"['high', 2]",2,black,45,right,down,high,black_high_45_down,white_high_135_down,12,1.668824245,left,0.6038445,0,12,32,0,TRUE,10,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
250,"['low', 2]",2,black,45,right,down,low,black_low_45_down,white_low_135_down,6,1.306511683,left,0.4440109,0,6,24,1,FALSE,8,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
251,"['low', 6]",6,black,45,right,down,low,black_low_45_down,white_low_135_down,3,1.924766079,left,0.6367897,0,3,28,1,TRUE,10,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
252,"['low', 2]",2,black,45,right,down,low,black_low_45_down,white_low_135_down,9,1.832818697,left,0.2984843,0,9,25,0,TRUE,9,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
253,"['high', 1]",1,black,45,right,up,high,black_high_45_up,white_high_135_up,23,1.236923914,right,1.0243235,1,23,25,1,TRUE,9,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
254,"['low', 3]",3,white,135,right,down,low,white_low_135_down,black_low_45_down,2,1.66234937,right,0.3536034,1,2,25,1,FALSE,10,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
255,"['high', 4]",4,black,45,right,down,high,black_high_45_down,white_high_135_down,21,1.350508403,right,0.4078179,1,21,23,1,FALSE,10,1,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
256,"['low', 1]",1,black,45,right,up,low,black_low_45_up,white_low_135_up,20,1.231735254,left,0.5228356,0,20,20,1,FALSE,10,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
257,"['high', 1]",1,white,45,left,down,high,white_high_45_down,black_high_135_down,22,1.716147962,left,0.4409585,1,22,26,1,FALSE,9,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
258,"['low', 1]",1,black,135,left,down,low,black_low_135_down,white_low_45_down,23,1.353964995,right,1.0801931,0,23,21,0,TRUE,11,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
259,"['high', 6]",6,black,45,right,down,high,black_high_45_down,white_high_135_down,11,1.76014358,right,0.3909792,1,11,21,1,FALSE,5,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
260,"['low', 2]",2,black,45,right,down,low,black_low_45_down,white_low_135_down,12,1.505174761,right,0.5360381,1,12,26,0,FALSE,9,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
261,"['high', 3]",3,white,135,right,up,high,white_high_135_up,black_high_45_up,14,1.777827453,right,0.3537502,1,14,22,1,FALSE,12,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
262,"['high', 4]",4,black,45,right,up,high,black_high_45_up,white_high_135_up,20,1.042566825,right,0.2843526,1,20,24,1,FALSE,10,1,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
263,"['low', 4]",4,black,45,right,down,low,black_low_45_down,white_low_135_down,4,1.79920685,left,0.8229651,0,4,29,1,TRUE,12,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
264,"['high', 1]",1,black,45,right,down,high,black_high_45_down,white_high_135_down,21,1.210561395,left,0.5709548,0,21,27,1,FALSE,9,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
265,"['high', 1]",1,black,135,left,down,high,black_high_135_down,white_high_45_down,24,1.875839003,left,0.4607996,1,24,28,0,TRUE,10,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
266,"['low', 6]",6,black,135,left,down,low,black_low_135_down,white_low_45_down,6,1.22981865,left,0.2969709,1,6,29,0,TRUE,11,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
267,"['high', 4]",4,white,135,right,up,high,white_high_135_up,black_high_45_up,19,1.737602549,right,0.4791892,1,19,25,1,FALSE,10,1,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
268,"['low', 3]",3,white,135,right,up,low,white_low_135_up,black_low_45_up,1,1.814270218,right,0.3939141,1,1,26,1,FALSE,10,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
269,"['high', 4]",4,black,45,right,up,high,black_high_45_up,white_high_135_up,18,1.587309453,right,0.3930679,1,18,26,1,FALSE,10,1,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
270,"['high', 3]",3,black,135,left,down,high,black_high_135_down,white_high_45_down,13,1.303847749,right,0.9029488,0,13,23,1,FALSE,12,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
271,"['low', 6]",6,black,135,left,up,low,black_low_135_up,white_low_45_up,5,1.352612881,left,0.5400831,1,5,30,1,TRUE,12,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
272,"['high', 1]",1,black,45,right,up,high,black_high_45_up,white_high_135_up,23,1.343828515,right,0.6145818,1,23,29,1,TRUE,11,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
273,"['high', 2]",2,white,45,left,up,high,white_high_45_up,black_high_135_up,15,1.708435369,right,0.5954695,0,15,33,0,FALSE,10,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
274,"['high', 3]",3,black,135,left,down,high,black_high_135_down,white_high_45_down,16,1.113344899,left,0.3502198,1,16,24,0,TRUE,13,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
275,"['high', 6]",6,white,45,left,up,high,white_high_45_up,black_high_135_up,10,1.060902482,left,0.1717606,1,10,22,1,FALSE,5,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
276,"['high', 3]",3,black,45,right,down,high,black_high_45_down,white_high_135_down,15,1.437884359,right,0.2724832,1,15,25,1,TRUE,14,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
277,"['low', 6]",6,black,45,right,down,low,black_low_45_down,white_low_135_down,4,1.512708597,left,0.2791916,0,4,31,1,FALSE,12,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
278,"['low', 3]",3,black,45,right,up,low,black_low_45_up,white_low_135_up,1,1.417206427,right,0.2392509,1,1,27,1,FALSE,10,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
279,"['low', 1]",1,black,135,left,up,low,black_low_135_up,white_low_45_up,26,1.885367374,left,0.6170234,1,26,22,0,FALSE,11,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
280,"['low', 2]",2,white,135,right,down,low,white_low_135_down,black_low_45_down,11,1.476513324,right,0.296859,1,11,27,1,TRUE,10,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
281,"['high', 1]",1,white,135,right,up,high,white_high_135_up,black_high_45_up,22,1.623805688,right,0.3885305,1,22,30,1,FALSE,11,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
282,"['high', 2]",2,black,45,right,down,high,black_high_45_down,white_high_135_down,18,1.648118758,right,0.5747036,1,18,34,0,FALSE,10,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
283,"['low', 2]",2,black,45,right,up,low,black_low_45_up,white_low_135_up,10,1.878325806,right,0.355536,1,10,28,1,FALSE,10,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
284,"['low', 4]",4,black,135,left,up,low,black_low_135_up,white_low_45_up,7,1.857049957,left,0.2647275,1,7,30,0,TRUE,13,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
285,"['low', 1]",1,black,45,right,up,low,black_low_45_up,white_low_135_up,25,1.502577086,right,0.3751825,1,25,23,1,TRUE,12,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
286,"['low', 1]",1,black,45,right,down,low,black_low_45_down,white_low_135_down,24,1.197948203,right,1.3544406,1,24,24,1,FALSE,12,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
287,"['low', 6]",6,black,135,left,up,low,black_low_135_up,white_low_45_up,7,1.199951062,left,0.2114527,1,7,32,0,TRUE,13,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
288,"['high', 2]",2,black,45,right,up,high,black_high_45_up,white_high_135_up,17,1.675080434,right,0.2914042,1,17,35,1,TRUE,11,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
289,"['low', 3]",3,black,135,left,down,low,black_low_135_down,white_low_45_down,1,1.220633023,right,0.4560143,0,1,28,1,FALSE,10,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
290,"['low', 2]",2,white,45,left,up,low,white_low_45_up,black_low_135_up,9,1.082084763,left,0.3221336,1,9,29,1,FALSE,10,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
291,"['high', 2]",2,white,45,left,down,high,white_high_45_down,black_high_135_down,16,1.499072556,left,0.3676632,1,16,36,1,FALSE,11,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
292,"['high', 2]",2,white,135,right,up,high,white_high_135_up,black_high_45_up,15,1.139201177,right,0.3662773,1,15,37,1,FALSE,11,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
293,"['low', 2]",2,black,135,left,up,low,black_low_135_up,white_low_45_up,8,1.572208641,left,0.3960448,1,8,30,1,FALSE,10,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
294,"['high', 1]",1,black,45,right,down,high,black_high_45_down,white_high_135_down,21,1.555348131,left,0.3493253,0,21,31,1,FALSE,11,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
295,"['low', 3]",3,white,135,right,up,low,white_low_135_up,black_low_45_up,4,1.550737972,right,0.3785743,1,4,29,0,TRUE,11,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
296,"['low', 1]",1,black,45,right,down,low,black_low_45_down,white_low_135_down,23,1.511374861,right,0.5400606,1,23,25,1,FALSE,12,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
297,"['low', 6]",6,white,45,left,up,low,white_low_45_up,black_low_135_up,6,1.678801241,left,0.2671708,1,6,33,1,TRUE,14,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
298,"['low', 1]",1,white,45,left,up,low,white_low_45_up,black_low_135_up,22,1.236288538,left,0.4417447,1,22,26,1,FALSE,12,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
299,"['high', 3]",3,white,135,right,down,high,white_high_135_down,black_high_45_down,14,1.840745223,right,0.4200422,1,14,26,1,FALSE,14,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
300,"['high', 1]",1,black,135,left,down,high,black_high_135_down,white_high_45_down,24,1.426246416,left,0.6113034,1,24,32,0,TRUE,12,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
301,"['low', 4]",4,black,45,right,up,low,black_low_45_up,white_low_135_up,6,1.330626896,right,0.3184964,1,6,31,1,TRUE,14,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
302,"['low', 6]",6,white,45,left,up,low,white_low_45_up,black_low_135_up,5,1.915706446,left,0.1907599,1,5,34,1,FALSE,14,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
303,"['high', 2]",2,black,45,right,up,high,black_high_45_up,white_high_135_up,14,1.307941919,right,0.3457371,1,14,38,1,FALSE,11,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
304,"['low', 2]",2,white,135,right,up,low,white_low_135_up,black_low_45_up,7,1.11370045,right,0.2780778,1,7,31,1,FALSE,10,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
305,"['high', 3]",3,black,45,right,up,high,black_high_45_up,white_high_135_up,13,1.656252293,left,0.4693917,0,13,27,1,FALSE,14,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
306,"['high', 3]",3,white,45,left,up,high,white_high_45_up,black_high_135_up,16,1.309889081,left,0.2335305,1,16,28,0,TRUE,15,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
307,"['high', 1]",1,black,135,left,down,high,black_high_135_down,white_high_45_down,23,1.20333013,right,0.4674667,0,23,33,1,TRUE,13,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
308,"['high', 2]",2,black,45,right,down,high,black_high_45_down,white_high_135_down,13,1.09153443,left,0.3062901,0,13,39,1,FALSE,11,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
309,"['high', 2]",2,white,45,left,up,high,white_high_45_up,black_high_135_up,16,1.884011963,left,0.3348328,1,16,40,0,TRUE,12,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
310,"['high', 6]",6,white,45,left,down,high,white_high_45_down,black_high_135_down,9,1.014659812,left,0.3190526,1,9,23,1,FALSE,5,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
311,"['low', 3]",3,white,45,left,up,low,white_low_45_up,black_low_135_up,3,1.463762716,left,0.4937421,1,3,30,1,TRUE,12,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
312,"['low', 1]",1,black,45,right,up,low,black_low_45_up,white_low_135_up,21,1.502325463,right,0.933717,1,21,27,1,FALSE,12,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
313,"['high', 4]",4,black,45,right,down,high,black_high_45_down,white_high_135_down,17,1.502614664,right,0.3527501,1,17,27,1,FALSE,10,1,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
314,"['low', 2]",2,black,135,left,up,low,black_low_135_up,white_low_45_up,6,1.885515459,left,0.4985638,1,6,32,1,FALSE,10,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
315,"['low', 3]",3,white,135,right,up,low,white_low_135_up,black_low_45_up,2,1.552962031,right,0.2376711,1,2,31,1,FALSE,12,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
316,"['high', 2]",2,white,45,left,down,high,white_high_45_down,black_high_135_down,15,1.419357006,left,0.2663698,1,15,41,1,TRUE,13,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
317,"['high', 1]",1,black,45,right,up,high,black_high_45_up,white_high_135_up,26,1.70443136,left,0.5617684,0,26,34,0,TRUE,14,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
318,"['low', 1]",1,black,135,left,up,low,black_low_135_up,white_low_45_up,20,1.767204183,left,0.4455704,1,20,28,1,FALSE,12,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
319,"['low', 6]",6,white,135,right,up,low,white_low_135_up,black_low_45_up,4,1.477351045,right,0.3179309,1,4,35,1,FALSE,14,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
320,"['high', 6]",6,black,135,left,up,high,black_high_135_up,white_high_45_up,8,1.406070291,right,0.2866596,0,8,24,1,FALSE,5,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
321,"['low', 1]",1,white,45,left,down,low,white_low_45_down,black_low_135_down,19,1.850912592,left,0.0833849,1,19,29,1,FALSE,12,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
322,"['high', 3]",3,white,135,right,up,high,white_high_135_up,black_high_45_up,15,1.52952497,right,0.425691,1,15,29,1,TRUE,16,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
323,"['low', 6]",6,white,45,left,down,low,white_low_45_down,black_low_135_down,3,1.718697278,left,0.3434923,1,3,36,1,FALSE,14,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
324,"['low', 6]",6,black,45,right,up,low,black_low_45_up,white_low_135_up,2,1.83621983,right,0.2352305,1,2,37,1,FALSE,14,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
325,"['high', 2]",2,black,45,right,down,high,black_high_45_down,white_high_135_down,14,1.868418549,left,0.2923181,0,14,42,1,FALSE,13,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
326,"['low', 3]",3,white,135,right,up,low,white_low_135_up,black_low_45_up,1,1.456262633,right,0.1266563,1,1,32,1,FALSE,12,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
327,"['high', 1]",1,white,45,left,up,high,white_high_45_up,black_high_135_up,29,1.872093136,left,0.4281813,1,29,35,0,FALSE,14,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
328,"['high', 4]",4,white,135,right,down,high,white_high_135_down,black_high_45_down,16,1.327565764,right,0.3421957,1,16,28,1,FALSE,10,1,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
329,"['low', 4]",4,white,135,right,up,low,white_low_135_up,black_low_45_up,5,1.828818776,right,0.2753577,1,5,32,1,FALSE,14,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
330,"['low', 3]",3,white,135,right,up,low,white_low_135_up,black_low_45_up,1,1.050433244,right,0.1964673,1,1,33,1,FALSE,12,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
331,"['low', 4]",4,white,135,right,down,low,white_low_135_down,black_low_45_down,4,1.757795965,right,0.273997,1,4,33,1,FALSE,14,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
332,"['low', 2]",2,black,45,right,up,low,black_low_45_up,white_low_135_up,5,1.059734719,left,0.2316611,0,5,33,1,FALSE,10,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
333,"['high', 6]",6,white,135,right,up,high,white_high_135_up,black_high_45_up,11,1.216738615,right,0.0062595,1,11,25,0,TRUE,6,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
334,"['high', 2]",2,white,135,right,up,high,white_high_135_up,black_high_45_up,17,1.415432578,right,0.3171337,1,17,43,0,TRUE,14,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
335,"['low', 1]",1,black,135,left,up,low,black_low_135_up,white_low_45_up,18,1.147091636,left,0.5627625,1,18,30,1,FALSE,12,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
336,"['high', 4]",4,white,135,right,down,high,white_high_135_down,black_high_45_down,15,1.550682123,right,0.3313419,1,15,29,1,FALSE,10,1,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
337,"['high', 3]",3,black,45,right,down,high,black_high_45_down,white_high_135_down,14,1.837798792,left,0.3178863,0,14,30,1,FALSE,16,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
338,"['high', 1]",1,white,135,right,up,high,white_high_135_up,black_high_45_up,28,1.709035574,right,0.6539824,1,28,36,1,TRUE,15,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
339,"['low', 6]",6,black,45,right,up,low,black_low_45_up,white_low_135_up,1,1.881340757,right,0.4214005,1,1,38,1,FALSE,14,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
340,"['high', 3]",3,white,45,left,down,high,white_high_45_down,black_high_135_down,17,1.638148829,left,0.4640959,1,17,31,0,TRUE,17,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
341,"['low', 6]",6,white,135,right,down,low,white_low_135_down,black_low_45_down,1,1.822556334,right,0.3880453,1,1,39,1,FALSE,14,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
342,"['low', 2]",2,black,135,left,down,low,black_low_135_down,white_low_45_down,8,1.73961774,left,0.5725851,1,8,34,0,TRUE,11,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
343,"['high', 4]",4,black,45,right,up,high,black_high_45_up,white_high_135_up,14,1.7195123,right,0.3436637,1,14,30,1,FALSE,10,1,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
344,"['low', 6]",6,black,135,left,up,low,black_low_135_up,white_low_45_up,1,1.82086652,left,0.4090207,1,1,40,1,FALSE,14,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
345,"['low', 3]",3,white,135,right,up,low,white_low_135_up,black_low_45_up,1,1.154471088,right,0.6917173,1,1,34,1,FALSE,12,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
346,"['low', 3]",3,white,135,right,down,low,white_low_135_down,black_low_45_down,1,1.234273533,right,0.2903804,1,1,35,1,FALSE,12,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
347,"['high', 3]",3,black,45,right,down,high,black_high_45_down,white_high_135_down,16,1.568140209,left,0.380871,0,16,32,1,TRUE,18,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
348,"['high', 3]",3,black,135,left,up,high,black_high_135_up,white_high_45_up,19,1.279369563,left,0.6053865,1,19,33,0,TRUE,19,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
349,"['low', 6]",6,black,135,left,down,low,black_low_135_down,white_low_45_down,1,1.253068035,left,0.7163884,1,1,41,1,FALSE,14,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
350,"['low', 4]",4,white,135,right,down,low,white_low_135_down,black_low_45_down,3,1.586750812,right,0.4876472,1,3,34,1,FALSE,14,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
351,"['low', 2]",2,black,135,left,down,low,black_low_135_down,white_low_45_down,7,1.670863708,right,0.3555062,0,7,35,1,TRUE,12,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
352,"['low', 4]",4,white,135,right,down,low,white_low_135_down,black_low_45_down,2,1.464320047,right,0.1895128,1,2,35,1,FALSE,14,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
353,"['high', 3]",3,white,45,left,up,high,white_high_45_up,black_high_135_up,18,1.320545214,left,0.284897,1,18,34,1,TRUE,20,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
354,"['low', 1]",1,white,135,right,down,low,white_low_135_down,black_low_45_down,17,1.2460561,right,0.1452215,1,17,31,1,FALSE,12,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,11,3.2.2021,164.9568885
