trial_number,trial_type,cycle_number,first_color,first_orientation,correct_response,visual_field,spatial_frequency,first_stim,second_stim,stimulus_frame_duration,fixation,answer,rt,accuracy,staircase_dv,staircase_trial_num,staircase_previous_correct,staircase_reversal,staircase_reversal_num,staircase_phase,staircase_step_size,staircase_powers_law,staircase_siam,staircase_over,staircase_name,staircase_conv_p,staircase_step_hit,staircase_step_miss,threshold_low1,threshold_low2,threshold_low3,threshold_low4,threshold_low6,threshold_high1,threshold_high2,threshold_high3,threshold_high4,threshold_high6,frame_rate,participant,psychopyVersion,frame_rate_detected
58,"['low', 2]",2,white,45,left,down,low,white_low_45_down,black_low_135_down,1,1.554435651,left,0.272185,1,1,6,1,FALSE,2,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
59,"['low', 6]",6,black,45,right,up,low,black_low_45_up,white_low_135_up,3,1.467819646,right,0.6377249,1,3,4,1,FALSE,1,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
60,"['low', 3]",3,white,135,right,down,low,white_low_135_down,black_low_45_down,11,1.923777313,right,0.2812744,1,11,4,1,TRUE,1,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
61,"['low', 6]",6,black,135,left,down,low,black_low_135_down,white_low_45_down,2,1.345950578,left,0.2566995,1,2,5,1,FALSE,1,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
62,"['low', 6]",6,white,45,left,up,low,white_low_45_up,black_low_135_up,1,1.709825835,right,0.2387302,0,1,6,1,FALSE,1,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
63,"['low', 4]",4,white,135,right,up,low,white_low_135_up,black_low_45_up,5,1.4253486,right,1.0986679,1,5,2,0,TRUE,1,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
64,"['low', 2]",2,black,45,right,up,low,black_low_45_up,white_low_135_up,1,1.889217544,right,0.2120295,1,1,7,1,FALSE,2,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
65,"['high', 2]",2,white,45,left,up,high,white_high_45_up,black_high_135_up,12,1.390972098,right,0.3066359,0,12,8,1,FALSE,3,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
66,"['low', 4]",4,white,45,left,up,low,white_low_45_up,black_low_135_up,4,1.393552785,left,0.1076698,1,4,3,1,TRUE,2,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
67,"['high', 3]",3,black,135,left,down,high,black_high_135_down,white_high_45_down,5,1.19564346,left,0.2293416,1,5,7,0,TRUE,1,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
68,"['low', 1]",1,black,45,right,down,low,black_low_45_down,white_low_135_down,10,1.688095717,left,0.0069895,0,10,6,1,FALSE,4,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
69,"['low', 2]",2,black,45,right,down,low,black_low_45_down,white_low_135_down,1,1.40626349,left,0.3829091,0,1,8,1,FALSE,2,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
70,"['low', 2]",2,black,45,right,up,low,black_low_45_up,white_low_135_up,4,1.677923066,right,0.0807776,1,4,9,0,TRUE,3,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
71,"['low', 6]",6,black,135,left,down,low,black_low_135_down,white_low_45_down,4,1.351147637,left,0.5365188,1,4,7,0,TRUE,2,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
72,"['high', 3]",3,black,135,left,up,high,black_high_135_up,white_high_45_up,4,1.823049001,right,0.3227911,0,4,8,1,TRUE,2,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
73,"['low', 3]",3,white,135,right,down,low,white_low_135_down,black_low_45_down,10,1.699861176,right,0.9216358,1,10,5,1,FALSE,1,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
74,"['high', 1]",1,white,45,left,up,high,white_high_45_up,black_high_135_up,11,1.297351389,left,0.3642463,1,11,5,1,FALSE,1,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
75,"['low', 2]",2,black,135,left,up,low,black_low_135_up,white_low_45_up,3,1.397054541,right,0.6655291,0,3,10,1,TRUE,4,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
76,"['low', 2]",2,black,135,left,up,low,black_low_135_up,white_low_45_up,6,1.539903439,left,0.3765981,1,6,11,0,TRUE,5,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
77,"['high', 6]",6,white,45,left,down,high,white_high_45_down,black_high_135_down,4,1.318285702,left,0.3383539,1,4,8,0,TRUE,1,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
78,"['high', 1]",1,white,45,left,down,high,white_high_45_down,black_high_135_down,10,1.564516806,left,0.3937311,1,10,6,1,FALSE,1,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
79,"['low', 3]",3,black,45,right,down,low,black_low_45_down,white_low_135_down,9,1.696184427,left,0.3060612,0,9,6,1,FALSE,1,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
80,"['low', 1]",1,black,45,right,down,low,black_low_45_down,white_low_135_down,13,1.991852781,left,0.3229288,0,13,7,0,TRUE,5,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
81,"['high', 2]",2,black,45,right,up,high,black_high_45_up,white_high_135_up,15,1.233911897,left,0.2625007,0,15,9,0,TRUE,4,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
82,"['high', 2]",2,black,45,right,up,high,black_high_45_up,white_high_135_up,18,1.932224721,right,0.4609345,1,18,10,0,FALSE,4,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
83,"['high', 4]",4,black,135,left,down,high,black_high_135_down,white_high_45_down,8,1.225066627,left,0.2650609,1,8,8,1,FALSE,3,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
84,"['low', 3]",3,white,45,left,down,low,white_low_45_down,black_low_135_down,12,1.236493084,left,0.6015938,1,12,7,0,TRUE,2,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
85,"['high', 4]",4,black,135,left,down,high,black_high_135_down,white_high_45_down,7,1.872493063,left,0.2570242,1,7,9,1,FALSE,3,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
86,"['low', 4]",4,white,45,left,down,low,white_low_45_down,black_low_135_down,3,1.469725995,left,0.2254027,1,3,4,1,FALSE,2,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
87,"['low', 4]",4,white,135,right,down,low,white_low_135_down,black_low_45_down,2,1.063830529,left,0.1926655,0,2,5,1,FALSE,2,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
88,"['high', 4]",4,black,45,right,down,high,black_high_45_down,white_high_135_down,6,1.075118214,right,0.2270461,1,6,10,1,FALSE,3,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
89,"['low', 2]",2,black,45,right,up,low,black_low_45_up,white_low_135_up,5,1.774545582,left,0.2715354,0,5,12,1,TRUE,6,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
90,"['low', 3]",3,black,45,right,down,low,black_low_45_down,white_low_135_down,11,1.674409254,right,0.2376502,1,11,8,1,TRUE,3,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
91,"['low', 4]",4,white,45,left,up,low,white_low_45_up,black_low_135_up,5,1.619241968,left,0.1887154,1,5,6,0,TRUE,3,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
92,"['low', 6]",6,black,135,left,up,low,black_low_135_up,white_low_45_up,3,1.388406592,left,0.0778885,1,3,8,1,TRUE,3,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
93,"['high', 1]",1,black,45,right,down,high,black_high_45_down,white_high_135_down,9,1.058278196,left,0.2722109,0,9,7,1,FALSE,1,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
94,"['low', 2]",2,white,45,left,up,low,white_low_45_up,black_low_135_up,8,1.209867232,left,0.1821204,1,8,13,0,TRUE,7,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
95,"['low', 4]",4,black,135,left,up,low,black_low_135_up,white_low_45_up,4,1.952989252,left,0.371767,1,4,7,1,TRUE,4,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
96,"['high', 4]",4,black,45,right,down,high,black_high_45_down,white_high_135_down,5,1.860314103,left,0.2696654,0,5,11,1,FALSE,3,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
97,"['low', 1]",1,black,45,right,up,low,black_low_45_up,white_low_135_up,16,1.10341548,left,0.2743163,0,16,8,0,FALSE,5,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
98,"['low', 4]",4,white,135,right,down,low,white_low_135_down,black_low_45_down,3,1.654870532,left,0.2597284,0,3,8,1,FALSE,4,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
99,"['low', 6]",6,white,45,left,up,low,white_low_45_up,black_low_135_up,2,1.510872696,left,0.4516403,1,2,9,1,FALSE,3,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
100,"['low', 2]",2,black,135,left,up,low,black_low_135_up,white_low_45_up,7,1.37953725,left,0.2424655,1,7,14,1,TRUE,8,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
101,"['low', 3]",3,white,45,left,up,low,white_low_45_up,black_low_135_up,10,1.569446967,left,0.7059017,1,10,9,1,FALSE,3,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
102,"['high', 1]",1,black,135,left,down,high,black_high_135_down,white_high_45_down,12,1.539998995,left,0.3471365,1,12,8,0,TRUE,2,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
103,"['high', 2]",2,white,135,right,down,high,white_high_135_down,black_high_45_down,17,1.522484387,right,0.2133249,1,17,11,1,TRUE,5,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
104,"['high', 3]",3,white,45,left,up,high,white_high_45_up,black_high_135_up,7,1.780541517,left,0.2724031,1,7,9,0,TRUE,3,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
105,"['low', 6]",6,black,135,left,up,low,black_low_135_up,white_low_45_up,1,1.823109441,left,0.2778775,1,1,10,1,FALSE,3,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
106,"['low', 3]",3,white,45,left,up,low,white_low_45_up,black_low_135_up,9,1.476154185,left,0.19068,1,9,10,1,FALSE,3,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
