trial_number,trial_type,cycle_number,first_color,first_orientation,correct_response,visual_field,spatial_frequency,first_stim,second_stim,stimulus_frame_duration,fixation,answer,rt,accuracy,staircase_dv,staircase_trial_num,staircase_previous_correct,staircase_reversal,staircase_reversal_num,staircase_phase,staircase_step_size,staircase_powers_law,staircase_siam,staircase_over,staircase_name,staircase_conv_p,staircase_step_hit,staircase_step_miss,threshold_low1,threshold_low2,threshold_low3,threshold_low4,threshold_low6,threshold_high1,threshold_high2,threshold_high3,threshold_high4,threshold_high6,frame_rate,participant,psychopyVersion,frame_rate_detected
232,"['low', 6]",6,black,135,left,up,low,black_low_135_up,white_low_45_up,3,1.842273941,left,0.1439868,1,3,21,1,TRUE,5,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
233,"['high', 2]",2,white,135,right,down,high,white_high_135_down,black_high_45_down,15,1.233949072,right,0.3079613,1,15,25,1,FALSE,11,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
234,"['low', 4]",4,white,45,left,down,low,white_low_45_down,black_low_135_down,2,1.240617702,left,0.3726854,1,2,23,1,FALSE,10,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
235,"['low', 4]",4,black,45,right,up,low,black_low_45_up,white_low_135_up,1,1.71039585,right,0.2778857,1,1,24,1,FALSE,10,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
236,"['low', 3]",3,black,45,right,down,low,black_low_45_down,white_low_135_down,2,1.252104764,right,0.2827561,1,2,25,1,FALSE,5,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
237,"['low', 1]",1,black,45,right,down,low,black_low_45_down,white_low_135_down,18,1.051955216,right,0.810831,1,18,22,1,FALSE,10,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
238,"['low', 6]",6,black,135,left,up,low,black_low_135_up,white_low_45_up,2,1.669286942,left,0.2949189,1,2,22,1,FALSE,5,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
239,"['low', 4]",4,black,135,left,up,low,black_low_135_up,white_low_45_up,1,1.510434068,right,0.5173044,0,1,25,1,FALSE,10,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
240,"['low', 6]",6,white,45,left,down,low,white_low_45_down,black_low_135_down,1,1.02972671,left,0.3228117,1,1,23,1,FALSE,5,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
241,"['low', 4]",4,black,45,right,down,low,black_low_45_down,white_low_135_down,4,1.978809237,right,0.3218158,1,4,26,0,TRUE,11,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
242,"['low', 1]",1,white,45,left,up,low,white_low_45_up,black_low_135_up,17,1.578128079,left,0.2320309,1,17,23,1,FALSE,10,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
243,"['high', 6]",6,white,135,right,up,high,white_high_135_up,black_high_45_up,4,1.060497634,right,0.2505268,1,4,21,1,FALSE,6,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
244,"['low', 3]",3,white,135,right,up,low,white_low_135_up,black_low_45_up,1,1.946455181,left,0.4293725,0,1,26,1,FALSE,5,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
245,"['low', 3]",3,white,45,left,down,low,white_low_45_down,black_low_135_down,4,1.437673895,left,0.2993137,1,4,27,0,TRUE,6,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
246,"['low', 1]",1,white,135,right,down,low,white_low_135_down,black_low_45_down,16,1.518096129,right,0.3017252,1,16,24,1,FALSE,10,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
247,"['low', 3]",3,black,45,right,up,low,black_low_45_up,white_low_135_up,3,1.402001764,right,0.2690565,1,3,28,1,TRUE,7,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
248,"['low', 3]",3,black,45,right,up,low,black_low_45_up,white_low_135_up,2,1.410248276,right,0.2421702,1,2,29,1,FALSE,7,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
249,"['high', 4]",4,white,45,left,up,high,white_high_45_up,black_high_135_up,4,1.497088795,left,0.4986389,1,4,20,1,FALSE,7,1,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
250,"['low', 4]",4,black,135,left,down,low,black_low_135_down,white_low_45_down,3,1.180763994,left,0.2902166,1,3,27,1,TRUE,12,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
251,"['high', 6]",6,black,135,left,down,high,black_high_135_down,white_high_45_down,3,1.124165675,left,0.2946554,1,3,22,1,FALSE,6,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
252,"['low', 4]",4,white,45,left,up,low,white_low_45_up,black_low_135_up,2,1.909666289,left,0.235088,1,2,28,1,FALSE,12,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
253,"['high', 6]",6,white,45,left,up,high,white_high_45_up,black_high_135_up,2,1.381185507,right,0.31107,0,2,23,1,FALSE,6,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
254,"['low', 6]",6,white,135,right,down,low,white_low_135_down,black_low_45_down,1,1.128192803,left,0.1993001,0,1,24,1,FALSE,5,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
255,"['low', 2]",2,black,45,right,down,low,black_low_45_down,white_low_135_down,11,1.245670377,left,0.7450423,0,11,26,1,TRUE,12,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
256,"['high', 1]",1,white,45,left,up,high,white_high_45_up,black_high_135_up,8,1.760392577,right,0.1496356,0,8,20,1,FALSE,7,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
257,"['low', 4]",4,black,45,right,up,low,black_low_45_up,white_low_135_up,1,1.233327437,right,0.4112805,1,1,29,1,FALSE,12,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
258,"['low', 6]",6,white,135,right,down,low,white_low_135_down,black_low_45_down,4,1.638841162,right,0.2969772,1,4,25,0,TRUE,6,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
259,"['low', 4]",4,white,45,left,down,low,white_low_45_down,black_low_135_down,1,1.521890387,left,0.2852974,1,1,30,1,FALSE,12,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
260,"['high', 1]",1,white,45,left,down,high,white_high_45_down,black_high_135_down,11,1.877672395,left,0.2697642,1,11,21,0,TRUE,8,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
261,"['high', 6]",6,white,135,right,up,high,white_high_135_up,black_high_45_up,5,1.605001368,right,0.2606006,1,5,24,0,TRUE,7,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
262,"['low', 6]",6,black,135,left,up,low,black_low_135_up,white_low_45_up,3,1.574067123,left,0.2251941,1,3,26,1,TRUE,7,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
263,"['high', 2]",2,white,135,right,up,high,white_high_135_up,black_high_45_up,14,1.271722635,right,0.3597417,1,14,26,1,FALSE,11,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
264,"['low', 4]",4,white,45,left,up,low,white_low_45_up,black_low_135_up,1,1.173253694,left,0.7018086,1,1,31,1,FALSE,12,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
265,"['high', 2]",2,white,45,left,up,high,white_high_45_up,black_high_135_up,13,1.053799992,left,0.3015304,1,13,27,1,FALSE,11,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
266,"['low', 3]",3,black,135,left,up,low,black_low_135_up,white_low_45_up,1,1.16582165,right,0.3191584,0,1,30,1,FALSE,7,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
267,"['low', 2]",2,white,135,right,down,low,white_low_135_down,black_low_45_down,14,1.481975823,right,0.3521667,1,14,27,0,TRUE,13,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
268,"['high', 3]",3,white,135,right,up,high,white_high_135_up,black_high_45_up,3,1.802838306,right,0.2769621,1,3,29,1,FALSE,10,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
269,"['low', 2]",2,black,135,left,down,low,black_low_135_down,white_low_45_down,13,1.448469548,left,0.3094296,1,13,28,1,TRUE,14,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
270,"['high', 6]",6,white,45,left,up,high,white_high_45_up,black_high_135_up,4,1.535842192,left,0.2237734,1,4,25,1,TRUE,8,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
271,"['low', 3]",3,black,45,right,up,low,black_low_45_up,white_low_135_up,4,1.023789884,right,0.2736784,1,4,31,0,TRUE,8,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
272,"['low', 1]",1,white,45,left,down,low,white_low_45_down,black_low_135_down,15,1.9799771,left,0.2743379,1,15,25,1,FALSE,10,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
273,"['low', 6]",6,black,45,right,up,low,black_low_45_up,white_low_135_up,2,1.797195236,right,0.3161784,1,2,27,1,FALSE,7,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
274,"['low', 4]",4,white,135,right,up,low,white_low_135_up,black_low_45_up,1,1.300231805,right,0.3685618,1,1,32,1,FALSE,12,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
275,"['low', 3]",3,black,135,left,up,low,black_low_135_up,white_low_45_up,3,1.647035545,left,0.066202,1,3,32,1,TRUE,9,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
276,"['high', 4]",4,black,45,right,down,high,black_high_45_down,white_high_135_down,3,1.883374091,left,0.1952869,0,3,21,1,FALSE,7,1,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
277,"['low', 6]",6,black,135,left,down,low,black_low_135_down,white_low_45_down,1,1.944432589,left,0.3258289,1,1,28,1,FALSE,7,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
278,"['high', 2]",2,white,45,left,up,high,white_high_45_up,black_high_135_up,12,1.030530121,left,0.3087403,1,12,28,1,FALSE,11,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
279,"['high', 1]",1,black,135,left,up,high,black_high_135_up,white_high_45_up,10,1.85949693,right,0.2591725,0,10,22,1,TRUE,9,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
280,"['high', 3]",3,black,45,right,up,high,black_high_45_up,white_high_135_up,2,1.548278776,left,0.2317422,0,2,30,1,FALSE,10,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
281,"['high', 1]",1,black,45,right,up,high,black_high_45_up,white_high_135_up,13,1.041753187,left,0.3076946,0,13,23,0,TRUE,10,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
282,"['low', 4]",4,white,45,left,up,low,white_low_45_up,black_low_135_up,1,1.918930927,left,0.2106526,1,1,33,1,FALSE,12,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
283,"['low', 1]",1,black,45,right,up,low,black_low_45_up,white_low_135_up,14,1.616053663,right,0.3316003,1,14,26,1,FALSE,10,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
284,"['high', 6]",6,white,135,right,down,high,white_high_135_down,black_high_45_down,3,1.022758365,right,0.3244786,1,3,26,1,FALSE,8,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
285,"['high', 1]",1,black,45,right,down,high,black_high_45_down,white_high_135_down,16,1.891130675,right,0.5285367,1,16,24,0,FALSE,10,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
286,"['high', 3]",3,white,45,left,up,high,white_high_45_up,black_high_135_up,5,1.224638864,left,0.3088873,1,5,31,0,TRUE,11,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
287,"['low', 3]",3,black,135,left,up,low,black_low_135_up,white_low_45_up,2,1.481027595,right,0.3829979,0,2,33,1,FALSE,9,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
288,"['high', 6]",6,white,45,left,up,high,white_high_45_up,black_high_135_up,2,1.963558847,left,0.2899489,1,2,27,1,FALSE,8,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
289,"['low', 1]",1,black,45,right,up,low,black_low_45_up,white_low_135_up,13,1.625086437,right,0.4315068,1,13,27,1,FALSE,10,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
290,"['high', 1]",1,black,135,left,up,high,black_high_135_up,white_high_45_up,15,1.461788108,left,0.326848,1,15,25,1,TRUE,11,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
291,"['high', 2]",2,black,45,right,up,high,black_high_45_up,white_high_135_up,11,1.098779136,right,0.2706031,1,11,29,1,FALSE,11,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
292,"['high', 4]",4,black,45,right,up,high,black_high_45_up,white_high_135_up,6,1.316782575,right,0.2350873,1,6,22,0,TRUE,8,1,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
293,"['high', 3]",3,black,45,right,down,high,black_high_45_down,white_high_135_down,4,1.595368303,left,0.2759048,0,4,32,1,TRUE,12,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
294,"['high', 4]",4,black,45,right,up,high,black_high_45_up,white_high_135_up,5,1.225828939,right,0.2286578,1,5,23,1,TRUE,9,1,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
295,"['low', 1]",1,black,135,left,up,low,black_low_135_up,white_low_45_up,12,1.33647688,right,0.3590422,0,12,28,1,FALSE,10,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
296,"['high', 4]",4,black,45,right,up,high,black_high_45_up,white_high_135_up,4,1.000807667,right,0.2864798,1,4,24,1,FALSE,9,1,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
297,"['low', 3]",3,black,135,left,down,low,black_low_135_down,white_low_45_down,5,1.002236337,left,0.3055907,1,5,34,0,TRUE,10,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
298,"['high', 3]",3,black,45,right,up,high,black_high_45_up,white_high_135_up,7,1.260524607,right,0.2027574,1,7,33,0,TRUE,13,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
299,"['high', 3]",3,white,135,right,down,high,white_high_135_down,black_high_45_down,6,1.548121215,left,0.2292852,0,6,34,1,TRUE,14,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
300,"['high', 2]",2,black,135,left,down,high,black_high_135_down,white_high_45_down,10,1.354099485,left,0.2224759,1,10,30,1,FALSE,11,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
301,"['low', 4]",4,black,135,left,up,low,black_low_135_up,white_low_45_up,1,1.098592815,right,0.3071867,0,1,34,1,FALSE,12,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
302,"['low', 6]",6,white,135,right,up,low,white_low_135_up,black_low_45_up,1,1.295889333,left,0.3302472,0,1,29,1,FALSE,7,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
303,"['low', 6]",6,black,135,left,down,low,black_low_135_down,white_low_45_down,4,1.212152698,left,0.3223556,1,4,30,0,TRUE,8,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
304,"['high', 2]",2,white,135,right,down,high,white_high_135_down,black_high_45_down,9,1.473959426,right,0.2636579,1,9,31,1,FALSE,11,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
305,"['high', 6]",6,black,135,left,down,high,black_high_135_down,white_high_45_down,1,1.238927984,left,0.2576589,1,1,28,1,FALSE,8,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
306,"['high', 6]",6,white,135,right,up,high,white_high_135_up,black_high_45_up,1,1.06897701,left,0.1620827,0,1,29,1,FALSE,8,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
307,"['low', 2]",2,white,135,right,up,low,white_low_135_up,black_low_45_up,12,1.799045518,right,0.3088136,1,12,29,1,FALSE,14,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
308,"['high', 6]",6,white,135,right,up,high,white_high_135_up,black_high_45_up,4,1.467865181,right,0.5361982,1,4,30,0,TRUE,9,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
309,"['low', 2]",2,white,135,right,up,low,white_low_135_up,black_low_45_up,11,1.289536742,right,0.3431208,1,11,30,1,FALSE,14,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
310,"['low', 6]",6,white,135,right,up,low,white_low_135_up,black_low_45_up,3,1.248061243,right,0.3165605,1,3,31,1,TRUE,9,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
311,"['low', 1]",1,black,135,left,down,low,black_low_135_down,white_low_45_down,15,1.846659051,left,0.3906191,1,15,29,0,TRUE,11,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
312,"['high', 1]",1,black,135,left,up,high,black_high_135_up,white_high_45_up,14,1.48702993,right,0.2915508,0,14,26,1,FALSE,11,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
313,"['low', 4]",4,white,135,right,up,low,white_low_135_up,black_low_45_up,4,1.073296628,right,0.3120039,1,4,35,0,TRUE,13,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
314,"['low', 6]",6,black,135,left,up,low,black_low_135_up,white_low_45_up,2,1.240193422,left,0.3493714,1,2,32,1,FALSE,9,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
315,"['high', 4]",4,black,45,right,up,high,black_high_45_up,white_high_135_up,3,1.53882955,right,0.3259863,1,3,25,1,FALSE,9,1,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
316,"['high', 2]",2,white,135,right,down,high,white_high_135_down,black_high_45_down,8,1.662212816,right,0.3048878,1,8,32,1,FALSE,11,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
317,"['low', 3]",3,black,135,left,up,low,black_low_135_up,white_low_45_up,4,1.006291901,left,0.2901905,1,4,35,1,TRUE,11,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
318,"['low', 3]",3,black,45,right,down,low,black_low_45_down,white_low_135_down,3,1.894803984,right,0.245401,1,3,36,1,FALSE,11,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
319,"['high', 1]",1,black,135,left,up,high,black_high_135_up,white_high_45_up,17,1.763860175,left,0.2928552,1,17,27,0,TRUE,12,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
320,"['high', 4]",4,black,45,right,down,high,black_high_45_down,white_high_135_down,2,1.230790882,left,0.2960649,0,2,26,1,FALSE,9,1,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
321,"['high', 1]",1,black,135,left,down,high,black_high_135_down,white_high_45_down,16,1.966288001,left,0.3739662,1,16,28,1,TRUE,13,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
322,"['high', 1]",1,white,45,left,down,high,white_high_45_down,black_high_135_down,15,1.965474927,left,0.2834817,1,15,29,1,FALSE,13,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
323,"['low', 2]",2,black,135,left,up,low,black_low_135_up,white_low_45_up,10,1.247093232,left,0.2300493,1,10,31,1,FALSE,14,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
324,"['high', 2]",2,white,45,left,up,high,white_high_45_up,black_high_135_up,7,1.144992011,left,0.3078415,1,7,33,1,FALSE,11,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
325,"['high', 2]",2,white,135,right,up,high,white_high_135_up,black_high_45_up,6,1.627968164,right,0.2370286,1,6,34,1,FALSE,11,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
326,"['high', 6]",6,white,135,right,up,high,white_high_135_up,black_high_45_up,3,1.789810128,right,0.1734262,1,3,31,1,TRUE,10,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
327,"['low', 1]",1,white,135,right,down,low,white_low_135_down,black_low_45_down,14,1.436546853,left,0.3785832,0,14,30,1,TRUE,12,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
328,"['high', 4]",4,black,135,left,up,high,black_high_135_up,white_high_45_up,5,1.978266658,left,0.2428771,1,5,27,0,TRUE,10,1,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
329,"['low', 6]",6,black,45,right,down,low,black_low_45_down,white_low_135_down,1,1.112539482,left,0.1459758,0,1,33,1,FALSE,9,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
330,"['low', 1]",1,white,45,left,up,low,white_low_45_up,black_low_135_up,17,1.910041976,left,2.0156301,1,17,31,0,TRUE,13,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
331,"['low', 2]",2,white,45,left,down,low,white_low_45_down,black_low_135_down,9,1.31571911,left,0.5346315,1,9,32,1,FALSE,14,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
332,"['low', 4]",4,white,135,right,up,low,white_low_135_up,black_low_45_up,3,1.338176693,right,0.3016854,1,3,36,1,TRUE,14,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
333,"['high', 6]",6,white,45,left,down,high,white_high_45_down,black_high_135_down,2,1.543463633,left,0.3251518,1,2,32,1,FALSE,10,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
334,"['low', 2]",2,black,135,left,up,low,black_low_135_up,white_low_45_up,8,1.551014968,left,0.3023327,1,8,33,1,FALSE,14,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
335,"['low', 2]",2,black,45,right,down,low,black_low_45_down,white_low_135_down,7,1.52040741,right,0.3517819,1,7,34,1,FALSE,14,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
336,"['high', 2]",2,black,45,right,up,high,black_high_45_up,white_high_135_up,5,1.286017955,right,0.4438303,1,5,35,1,FALSE,11,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
337,"['low', 1]",1,white,45,left,up,low,white_low_45_up,black_low_135_up,16,1.371880814,left,0.347798,1,16,32,1,TRUE,14,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
338,"['high', 4]",4,black,135,left,down,high,black_high_135_down,white_high_45_down,4,1.071839356,left,0.2964619,1,4,28,1,TRUE,11,1,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
339,"['low', 1]",1,black,45,right,down,low,black_low_45_down,white_low_135_down,15,1.06999426,right,0.3567413,1,15,33,1,FALSE,14,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
340,"['low', 2]",2,black,135,left,down,low,black_low_135_down,white_low_45_down,6,1.65420226,left,0.3207137,1,6,35,1,FALSE,14,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,10,3.2.2021,164.9713115
