trial_number,trial_type,cycle_number,first_color,first_orientation,correct_response,visual_field,spatial_frequency,first_stim,second_stim,stimulus_frame_duration,answer,rt,accuracy,staircase_dv,staircase_trial_num,staircase_previous_correct,staircase_reversal,staircase_reversal_num,staircase_phase,staircase_step_size,staircase_powers_law,staircase_siam,staircase_over,staircase_name,staircase_conv_p,staircase_step_hit,staircase_step_miss,threshold_low1,threshold_low2,threshold_low3,threshold_low4,threshold_low6,threshold_high1,threshold_high2,threshold_high3,threshold_high4,threshold_high6,frame_rate,participant,psychopyVersion,frame_rate_detected
247,"['low', 6]",6,black,135,left,down,low,black_low_135_down,white_low_45_down,1,left,0.3962774,1,1,21,1,FALSE,4,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
248,"['low', 6]",6,white,135,right,down,low,white_low_135_down,black_low_45_down,1,left,0.3268648,0,1,22,1,FALSE,4,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
249,"['low', 3]",3,white,135,right,up,low,white_low_135_up,black_low_45_up,4,right,0.3297947,1,4,21,0,TRUE,5,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
250,"['low', 4]",4,black,45,right,down,low,black_low_45_down,white_low_135_down,2,right,0.251547,1,2,26,1,FALSE,12,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
251,"['low', 2]",2,black,45,right,down,low,black_low_45_down,white_low_135_down,6,right,0.1641576,1,6,22,1,FALSE,12,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
252,"['high', 4]",4,white,45,left,up,high,white_high_45_up,black_high_135_up,9,left,0.1038151,1,9,27,1,TRUE,14,1,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
253,"['high', 1]",1,black,45,right,up,high,black_high_45_up,white_high_135_up,30,right,0.308833,1,30,22,1,FALSE,11,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
254,"['high', 2]",2,black,45,right,up,high,black_high_45_up,white_high_135_up,17,left,0.2599816,0,17,23,1,FALSE,13,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
255,"['low', 2]",2,white,135,right,up,low,white_low_135_up,black_low_45_up,5,right,0.210464,1,5,23,1,FALSE,12,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
256,"['low', 1]",1,white,135,right,up,low,white_low_135_up,black_low_45_up,18,right,0.1312276,1,18,30,1,TRUE,16,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
257,"['low', 3]",3,white,135,right,down,low,white_low_135_down,black_low_45_down,3,right,0.1986879,1,3,22,1,TRUE,6,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
258,"['low', 1]",1,white,135,right,down,low,white_low_135_down,black_low_45_down,17,right,0.4210087,1,17,31,1,FALSE,16,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
259,"['low', 2]",2,white,135,right,down,low,white_low_135_down,black_low_45_down,4,right,0.0385317,1,4,24,1,FALSE,12,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
260,"['high', 4]",4,white,135,right,up,high,white_high_135_up,black_high_45_up,8,right,0.3835318,1,8,28,1,FALSE,14,1,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
261,"['low', 1]",1,black,135,left,up,low,black_low_135_up,white_low_45_up,16,right,0.7591237,0,16,32,1,FALSE,16,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
262,"['high', 3]",3,black,45,right,up,high,black_high_45_up,white_high_135_up,11,right,0.2442792,1,11,26,1,FALSE,10,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
263,"['high', 1]",1,black,135,left,down,high,black_high_135_down,white_high_45_down,29,left,0.3450044,1,29,23,1,FALSE,11,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
264,"['high', 3]",3,black,135,left,down,high,black_high_135_down,white_high_45_down,10,right,0.5145651,0,10,27,1,FALSE,10,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
265,"['low', 3]",3,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.2999198,1,2,23,1,FALSE,6,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
266,"['low', 3]",3,white,135,right,down,low,white_low_135_down,black_low_45_down,1,right,0.216536,1,1,24,1,FALSE,6,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
267,"['low', 4]",4,black,45,right,up,low,black_low_45_up,white_low_135_up,1,right,0.2991335,1,1,27,1,FALSE,12,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
268,"['low', 3]",3,black,135,left,up,low,black_low_135_up,white_low_45_up,1,left,0.3634507,1,1,25,1,FALSE,6,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
269,"['high', 3]",3,white,45,left,up,high,white_high_45_up,black_high_135_up,13,left,0.2269529,1,13,28,0,TRUE,11,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
270,"['low', 6]",6,black,45,right,up,low,black_low_45_up,white_low_135_up,4,right,0.0127759,1,4,23,0,TRUE,5,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
271,"['low', 1]",1,black,45,right,down,low,black_low_45_down,white_low_135_down,19,right,0.387554,1,19,33,0,TRUE,17,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
272,"['low', 1]",1,black,135,left,down,low,black_low_135_down,white_low_45_down,18,left,0.415958,1,18,34,1,TRUE,18,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
273,"['high', 2]",2,black,135,left,down,high,black_high_135_down,white_high_45_down,20,right,0.9640964,0,20,24,0,TRUE,14,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
274,"['high', 2]",2,white,45,left,up,high,white_high_45_up,black_high_135_up,23,left,0.2082402,1,23,25,0,FALSE,14,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
275,"['low', 3]",3,white,135,right,up,low,white_low_135_up,black_low_45_up,1,left,0.4542072,0,1,26,1,FALSE,6,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
276,"['high', 6]",6,black,135,left,up,high,black_high_135_up,white_high_45_up,11,left,0.3545805,1,11,29,1,FALSE,10,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
277,"['low', 6]",6,white,135,right,up,low,white_low_135_up,black_low_45_up,3,right,0.1220006,1,3,24,1,TRUE,6,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
278,"['low', 2]",2,black,135,left,down,low,black_low_135_down,white_low_45_down,3,left,0.6142713,1,3,25,1,FALSE,12,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
279,"['low', 2]",2,white,135,right,up,low,white_low_135_up,black_low_45_up,2,left,0.4084398,0,2,26,1,FALSE,12,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
280,"['low', 6]",6,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.2393899,1,2,25,1,FALSE,6,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
281,"['low', 3]",3,black,135,left,up,low,black_low_135_up,white_low_45_up,4,left,0.1764517,1,4,27,0,TRUE,7,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
282,"['high', 6]",6,white,135,right,down,high,white_high_135_down,black_high_45_down,10,right,0.6516557,1,10,30,1,FALSE,10,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
283,"['high', 2]",2,white,45,left,down,high,white_high_45_down,black_high_135_down,22,left,0.2521346,1,22,26,1,TRUE,15,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
284,"['high', 3]",3,white,135,right,up,high,white_high_135_up,black_high_45_up,12,right,0.4227319,1,12,29,1,TRUE,12,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
285,"['high', 6]",6,black,45,right,up,high,black_high_45_up,white_high_135_up,9,right,0.2742823,1,9,31,1,FALSE,10,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
286,"['low', 3]",3,black,135,left,up,low,black_low_135_up,white_low_45_up,3,right,0.6168459,0,3,28,1,TRUE,8,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
287,"['high', 2]",2,black,135,left,up,high,black_high_135_up,white_high_45_up,21,left,0.2586958,1,21,27,1,FALSE,15,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
288,"['low', 2]",2,black,135,left,up,low,black_low_135_up,white_low_45_up,5,left,0.816085,1,5,27,0,TRUE,13,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
289,"['low', 6]",6,black,135,left,up,low,black_low_135_up,white_low_45_up,1,left,0.2619302,1,1,26,1,FALSE,6,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
290,"['high', 6]",6,white,45,left,up,high,white_high_45_up,black_high_135_up,8,left,0.0832667,1,8,32,1,FALSE,10,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
291,"['high', 3]",3,black,135,left,up,high,black_high_135_up,white_high_45_up,11,left,0.2004639,1,11,30,1,FALSE,12,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
292,"['high', 4]",4,black,45,right,up,high,black_high_45_up,white_high_135_up,7,left,0.1219645,0,7,29,1,FALSE,14,1,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
293,"['low', 1]",1,black,135,left,down,low,black_low_135_down,white_low_45_down,17,left,0.4214642,1,17,35,1,FALSE,18,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
294,"['high', 4]",4,white,135,right,down,high,white_high_135_down,black_high_45_down,10,right,0.2361841,1,10,30,0,TRUE,15,1,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
295,"['low', 2]",2,white,45,left,up,low,white_low_45_up,black_low_135_up,4,left,0.2663232,1,4,28,1,TRUE,14,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
296,"['high', 2]",2,black,135,left,up,high,black_high_135_up,white_high_45_up,20,right,0.6315125,0,20,28,1,FALSE,15,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
297,"['high', 6]",6,black,45,right,down,high,black_high_45_down,white_high_135_down,7,right,0.1699579,1,7,33,1,FALSE,10,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
298,"['low', 6]",6,white,135,right,up,low,white_low_135_up,black_low_45_up,1,right,0.2400775,1,1,27,1,FALSE,6,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
299,"['low', 2]",2,white,135,right,down,low,white_low_135_down,black_low_45_down,3,right,0.2403817,1,3,29,1,FALSE,14,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
300,"['low', 4]",4,black,45,right,down,low,black_low_45_down,white_low_135_down,1,right,0.3597988,1,1,28,1,FALSE,12,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
301,"['high', 1]",1,black,45,right,up,high,black_high_45_up,white_high_135_up,28,right,0.5244878,1,28,24,1,FALSE,11,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
302,"['low', 3]",3,black,45,right,up,low,black_low_45_up,white_low_135_up,6,right,0.1886181,1,6,29,0,TRUE,9,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
303,"['high', 3]",3,black,135,left,down,high,black_high_135_down,white_high_45_down,10,left,0.2166934,1,10,31,1,FALSE,12,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
304,"['high', 2]",2,white,45,left,up,high,white_high_45_up,black_high_135_up,23,left,0.1188603,1,23,29,0,TRUE,16,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
305,"['low', 3]",3,white,135,right,up,low,white_low_135_up,black_low_45_up,5,right,0.2468919,1,5,30,1,TRUE,10,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
306,"['high', 1]",1,white,45,left,down,high,white_high_45_down,black_high_135_down,27,left,0.1687287,1,27,25,1,FALSE,11,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
307,"['low', 3]",3,white,45,left,down,low,white_low_45_down,black_low_135_down,4,left,0.2090246,1,4,31,1,FALSE,10,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
308,"['high', 1]",1,black,45,right,down,high,black_high_45_down,white_high_135_down,26,right,0.390529,1,26,26,1,FALSE,11,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
309,"['high', 2]",2,black,135,left,up,high,black_high_135_up,white_high_45_up,22,right,0.3315254,0,22,30,1,TRUE,17,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
310,"['high', 6]",6,black,135,left,down,high,black_high_135_down,white_high_45_down,6,left,0.2080468,1,6,34,1,FALSE,10,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
311,"['high', 2]",2,black,45,right,down,high,black_high_45_down,white_high_135_down,25,right,0.3632163,1,25,31,0,TRUE,18,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
312,"['low', 3]",3,white,135,right,up,low,white_low_135_up,black_low_45_up,3,right,0.2259998,1,3,32,1,FALSE,10,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
313,"['low', 1]",1,white,45,left,up,low,white_low_45_up,black_low_135_up,16,left,0.2664165,1,16,36,1,FALSE,18,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
314,"['high', 6]",6,black,45,right,up,high,black_high_45_up,white_high_135_up,5,right,0.0656809,1,5,35,1,FALSE,10,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
315,"['low', 6]",6,white,45,left,up,low,white_low_45_up,black_low_135_up,1,left,0.1857124,1,1,28,1,FALSE,6,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
316,"['high', 6]",6,white,45,left,down,high,white_high_45_down,black_high_135_down,4,right,0.4226972,0,4,36,1,FALSE,10,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
317,"['high', 3]",3,black,45,right,down,high,black_high_45_down,white_high_135_down,9,right,0.1644606,1,9,32,1,FALSE,12,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
318,"['low', 1]",1,white,135,right,down,low,white_low_135_down,black_low_45_down,15,right,0.1154399,1,15,37,1,FALSE,18,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
319,"['low', 6]",6,black,45,right,up,low,black_low_45_up,white_low_135_up,1,right,0.2214466,1,1,29,1,FALSE,6,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
320,"['high', 3]",3,white,45,left,down,high,white_high_45_down,black_high_135_down,8,left,0.1189778,1,8,33,1,FALSE,12,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
321,"['low', 3]",3,black,135,left,down,low,black_low_135_down,white_low_45_down,2,right,0.3970363,0,2,33,1,FALSE,10,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
322,"['high', 6]",6,white,45,left,up,high,white_high_45_up,black_high_135_up,7,left,0.4909328,1,7,37,0,TRUE,11,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
323,"['high', 6]",6,white,135,right,up,high,white_high_135_up,black_high_45_up,6,right,0.2152807,1,6,38,1,TRUE,12,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
324,"['high', 1]",1,black,135,left,up,high,black_high_135_up,white_high_45_up,25,left,0.4836304,1,25,27,1,FALSE,11,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
325,"['low', 2]",2,black,135,left,up,low,black_low_135_up,white_low_45_up,2,right,0.3277823,0,2,30,1,FALSE,14,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
326,"['high', 4]",4,black,45,right,up,high,black_high_45_up,white_high_135_up,9,right,0.1269411,1,9,31,1,TRUE,16,1,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
327,"['high', 3]",3,white,45,left,up,high,white_high_45_up,black_high_135_up,7,left,0.1430589,1,7,34,1,FALSE,12,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
328,"['low', 3]",3,white,45,left,down,low,white_low_45_down,black_low_135_down,5,left,0.1828075,1,5,34,0,TRUE,11,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
329,"['low', 6]",6,white,135,right,up,low,white_low_135_up,black_low_45_up,1,right,0.2541745,1,1,30,1,FALSE,6,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
330,"['low', 1]",1,white,135,right,up,low,white_low_135_up,black_low_45_up,14,right,0.0784687,1,14,38,1,FALSE,18,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
331,"['high', 1]",1,white,45,left,up,high,white_high_45_up,black_high_135_up,24,left,0.371364,1,24,28,1,FALSE,11,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
332,"['high', 4]",4,black,45,right,up,high,black_high_45_up,white_high_135_up,8,right,0.1645554,1,8,32,1,FALSE,16,1,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
333,"['high', 6]",6,white,45,left,down,high,white_high_45_down,black_high_135_down,5,left,0.0201747,1,5,39,1,FALSE,12,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
334,"['low', 6]",6,white,135,right,down,low,white_low_135_down,black_low_45_down,1,right,0.2183422,1,1,31,1,FALSE,6,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
335,"['low', 4]",4,black,135,left,down,low,black_low_135_down,white_low_45_down,1,right,0.2910471,0,1,29,1,FALSE,12,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
336,"['high', 2]",2,white,45,left,up,high,white_high_45_up,black_high_135_up,24,left,0.193116,1,24,32,1,TRUE,19,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
337,"['high', 1]",1,white,45,left,down,high,white_high_45_down,black_high_135_down,23,left,0.252875,1,23,29,1,FALSE,11,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
338,"['low', 4]",4,black,135,left,down,low,black_low_135_down,white_low_45_down,4,right,1.9085851,0,4,30,0,TRUE,13,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
339,"['high', 2]",2,white,45,left,up,high,white_high_45_up,black_high_135_up,23,left,0.3457384,1,23,33,1,FALSE,19,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
340,"['low', 1]",1,black,45,right,down,low,black_low_45_down,white_low_135_down,13,left,1.2247453,0,13,39,1,FALSE,18,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
341,"['low', 2]",2,black,135,left,up,low,black_low_135_up,white_low_45_up,5,left,0.3467235,1,5,31,0,TRUE,15,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
342,"['low', 6]",6,white,45,left,down,low,white_low_45_down,black_low_135_down,1,left,0.3022626,1,1,32,1,FALSE,6,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
343,"['high', 6]",6,black,135,left,down,high,black_high_135_down,white_high_45_down,4,left,0.4361562,1,4,40,1,FALSE,12,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
344,"['low', 4]",4,white,45,left,down,low,white_low_45_down,black_low_135_down,7,left,0.1436867,1,7,31,0,FALSE,13,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
345,"['low', 2]",2,white,135,right,down,low,white_low_135_down,black_low_45_down,4,right,0.473602,1,4,32,1,TRUE,16,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
346,"['low', 2]",2,black,135,left,up,low,black_low_135_up,white_low_45_up,3,left,0.4276751,1,3,33,1,FALSE,16,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
347,"['high', 1]",1,white,135,right,up,high,white_high_135_up,black_high_45_up,22,right,0.2888854,1,22,30,1,FALSE,11,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
348,"['high', 1]",1,white,135,right,up,high,white_high_135_up,black_high_45_up,21,right,0.2330097,1,21,31,1,FALSE,11,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
349,"['low', 4]",4,white,135,right,up,low,white_low_135_up,black_low_45_up,6,right,0.224273,1,6,32,1,TRUE,14,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
350,"['high', 1]",1,black,135,left,up,high,black_high_135_up,white_high_45_up,20,right,0.4250509,0,20,32,1,FALSE,11,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
351,"['low', 4]",4,white,45,left,down,low,white_low_45_down,black_low_135_down,5,left,0.2068717,1,5,33,1,FALSE,14,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
352,"['low', 4]",4,white,45,left,down,low,white_low_45_down,black_low_135_down,4,left,0.5227457,1,4,34,1,FALSE,14,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
353,"['high', 3]",3,black,135,left,down,high,black_high_135_down,white_high_45_down,6,left,2.5776418,1,6,35,1,FALSE,12,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
354,"['low', 4]",4,black,135,left,up,low,black_low_135_up,white_low_45_up,3,left,1.5658361,1,3,35,1,FALSE,14,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
355,"['high', 4]",4,black,135,left,down,high,black_high_135_down,white_high_45_down,7,right,1.3604688,0,7,33,1,FALSE,16,1,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
356,"['low', 3]",3,black,45,right,up,low,black_low_45_up,white_low_135_up,4,right,0.7133998,1,4,35,1,TRUE,12,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
357,"['low', 6]",6,white,45,left,down,low,white_low_45_down,black_low_135_down,1,left,0.8424479,1,1,33,1,FALSE,6,1,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
358,"['low', 4]",4,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.1906528,1,2,36,1,FALSE,14,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
359,"['low', 2]",2,black,135,left,down,low,black_low_135_down,white_low_45_down,2,right,0.2309571,0,2,34,1,FALSE,16,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
360,"['high', 3]",3,white,135,right,up,high,white_high_135_up,black_high_45_up,5,right,0.6999423,1,5,36,1,FALSE,12,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
361,"['high', 6]",6,white,45,left,down,high,white_high_45_down,black_high_135_down,3,left,1.026992,1,3,41,1,FALSE,12,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
