trial_number,trial_type,cycle_number,first_color,first_orientation,correct_response,visual_field,spatial_frequency,first_stim,second_stim,stimulus_frame_duration,answer,rt,accuracy,staircase_dv,staircase_trial_num,staircase_previous_correct,staircase_reversal,staircase_reversal_num,staircase_phase,staircase_step_size,staircase_powers_law,staircase_siam,staircase_over,staircase_name,staircase_conv_p,staircase_step_hit,staircase_step_miss,threshold_low1,threshold_low2,threshold_low3,threshold_low4,threshold_low6,threshold_high1,threshold_high2,threshold_high3,threshold_high4,threshold_high6,frame_rate,participant,psychopyVersion,frame_rate_detected
10,"['low', 3]",3,black,45,right,down,low,black_low_45_down,white_low_135_down,4,right,0.2236129,1,4,0,None,FALSE,0,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
11,"['low', 4]",4,white,45,left,up,low,white_low_45_up,black_low_135_up,4,left,0.8840536,1,4,4,1,TRUE,2,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
12,"['low', 2]",2,white,45,left,up,low,white_low_45_up,black_low_135_up,4,left,0.2217536,1,4,0,None,FALSE,0,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
13,"['low', 2]",2,black,135,left,up,low,black_low_135_up,white_low_45_up,3,right,1.0671257,0,3,1,1,FALSE,0,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
14,"['low', 4]",4,black,45,right,up,low,black_low_45_up,white_low_135_up,3,right,0.2954819,1,3,5,1,FALSE,2,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
15,"['high', 2]",2,white,45,left,up,high,white_high_45_up,black_high_135_up,11,left,0.3019857,1,11,1,0,FALSE,0,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
16,"['low', 2]",2,white,45,left,down,low,white_low_45_down,black_low_135_down,6,left,0.1791385,1,6,2,0,TRUE,1,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
17,"['high', 2]",2,black,135,left,up,high,black_high_135_up,white_high_45_up,10,right,0.0552504,0,10,2,1,TRUE,1,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
18,"['high', 2]",2,black,135,left,down,high,black_high_135_down,white_high_45_down,13,right,0.9273324,0,13,3,0,TRUE,2,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
19,"['high', 3]",3,black,135,left,down,high,black_high_135_down,white_high_45_down,7,left,0.1834362,1,7,1,1,FALSE,0,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
20,"['high', 1]",1,white,135,right,down,high,white_high_135_down,black_high_45_down,15,right,0.0799296,1,15,1,0,FALSE,0,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
21,"['low', 2]",2,white,135,right,down,low,white_low_135_down,black_low_45_down,5,right,0.0629803,1,5,3,1,TRUE,2,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
22,"['low', 2]",2,white,135,right,down,low,white_low_135_down,black_low_45_down,4,right,0.9132821,1,4,4,1,FALSE,2,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
23,"['high', 2]",2,white,45,left,up,high,white_high_45_up,black_high_135_up,16,left,0.1192627,1,16,4,0,FALSE,2,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
24,"['high', 6]",6,white,45,left,up,high,white_high_45_up,black_high_135_up,7,left,1.3192128,1,7,1,1,FALSE,0,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
25,"['low', 4]",4,black,45,right,up,low,black_low_45_up,white_low_135_up,2,left,0.2814428,0,2,6,1,FALSE,2,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
26,"['high', 6]",6,white,45,left,up,high,white_high_45_up,black_high_135_up,6,left,1.2706905,1,6,2,1,FALSE,0,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
27,"['low', 2]",2,white,135,right,up,low,white_low_135_up,black_low_45_up,3,right,0.070743,1,3,5,1,FALSE,2,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
28,"['low', 2]",2,black,45,right,down,low,black_low_45_down,white_low_135_down,2,right,0.22113,1,2,6,1,FALSE,2,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
29,"['low', 4]",4,white,135,right,up,low,white_low_135_up,black_low_45_up,5,right,0.4822209,1,5,7,0,TRUE,3,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
30,"['low', 6]",6,black,135,left,up,low,black_low_135_up,white_low_45_up,4,left,0.4313199,1,4,0,None,FALSE,0,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
31,"['high', 2]",2,white,135,right,down,high,white_high_135_down,black_high_45_down,15,right,0.2491909,1,15,5,1,TRUE,3,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
32,"['high', 3]",3,black,135,left,up,high,black_high_135_up,white_high_45_up,6,right,0.1842421,0,6,2,1,FALSE,0,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
33,"['high', 3]",3,white,135,right,up,high,white_high_135_up,black_high_45_up,9,right,0.4053586,1,9,3,0,TRUE,1,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
34,"['low', 6]",6,black,135,left,down,low,black_low_135_down,white_low_45_down,3,right,0.2317988,0,3,1,1,FALSE,0,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
35,"['high', 4]",4,black,135,left,up,high,black_high_135_up,white_high_45_up,10,left,0.2723292,1,10,2,0,TRUE,1,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
36,"['low', 2]",2,white,45,left,down,low,white_low_45_down,black_low_135_down,1,right,0.4027804,0,1,7,1,FALSE,2,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
37,"['high', 6]",6,black,135,left,up,high,black_high_135_up,white_high_45_up,5,right,0.1538508,0,5,3,1,FALSE,0,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
38,"['low', 1]",1,white,135,right,down,low,white_low_135_down,black_low_45_down,8,right,0.199613,1,8,0,None,FALSE,0,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
39,"['low', 2]",2,white,135,right,down,low,white_low_135_down,black_low_45_down,4,right,0.2137737,1,4,8,0,TRUE,3,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
40,"['high', 2]",2,black,45,right,up,high,black_high_45_up,white_high_135_up,14,right,0.2786081,1,14,6,1,FALSE,3,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
41,"['high', 2]",2,white,135,right,down,high,white_high_135_down,black_high_45_down,13,right,0.2008727,1,13,7,1,FALSE,3,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
42,"['high', 3]",3,black,135,left,up,high,black_high_135_up,white_high_45_up,8,left,0.2053807,1,8,4,1,TRUE,2,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
43,"['low', 3]",3,black,45,right,down,low,black_low_45_down,white_low_135_down,3,right,0.7012388,1,3,1,1,FALSE,0,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
44,"['high', 3]",3,black,45,right,down,high,black_high_45_down,white_high_135_down,7,right,0.2901022,1,7,5,1,FALSE,2,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
45,"['low', 3]",3,black,45,right,up,low,black_low_45_up,white_low_135_up,2,right,0.6427755,1,2,2,1,FALSE,0,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
46,"['high', 6]",6,black,45,right,down,high,black_high_45_down,white_high_135_down,8,right,0.2218255,1,8,4,0,TRUE,1,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
47,"['low', 1]",1,black,135,left,down,low,black_low_135_down,white_low_45_down,7,right,0.2335834,0,7,1,1,FALSE,0,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
48,"['low', 6]",6,white,135,right,down,low,white_low_135_down,black_low_45_down,6,right,1.3006887,1,6,2,0,TRUE,1,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
49,"['high', 6]",6,black,45,right,down,high,black_high_45_down,white_high_135_down,7,right,0.7470392,1,7,5,1,TRUE,2,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
50,"['high', 6]",6,black,135,left,down,high,black_high_135_down,white_high_45_down,6,right,0.2845996,0,6,6,1,FALSE,2,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
51,"['low', 4]",4,black,135,left,up,low,black_low_135_up,white_low_45_up,4,right,1.1283885,0,4,8,1,TRUE,4,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
52,"['high', 2]",2,black,135,left,down,high,black_high_135_down,white_high_45_down,12,right,0.552519,0,12,8,1,FALSE,3,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
53,"['high', 2]",2,white,45,left,up,high,white_high_45_up,black_high_135_up,15,left,0.2504666,1,15,9,0,TRUE,4,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
54,"['high', 1]",1,black,45,right,up,high,black_high_45_up,white_high_135_up,14,left,0.1615195,0,14,2,1,TRUE,1,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
55,"['high', 4]",4,black,45,right,up,high,black_high_45_up,white_high_135_up,9,right,0.4390019,1,9,3,1,TRUE,2,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
56,"['high', 3]",3,black,135,left,down,high,black_high_135_down,white_high_45_down,6,left,0.5058206,1,6,6,1,FALSE,2,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
57,"['low', 4]",4,black,45,right,down,low,black_low_45_down,white_low_135_down,7,right,0.1934296,1,7,9,0,TRUE,5,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
58,"['low', 3]",3,white,135,right,down,low,white_low_135_down,black_low_45_down,1,right,0.1670276,1,1,3,1,FALSE,0,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
59,"['low', 2]",2,black,135,left,up,low,black_low_135_up,white_low_45_up,3,right,0.2887789,0,3,9,1,TRUE,4,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
60,"['low', 4]",4,white,45,left,down,low,white_low_45_down,black_low_135_down,6,right,0.2203095,0,6,10,1,TRUE,6,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
61,"['high', 6]",6,white,135,right,down,high,white_high_135_down,black_high_45_down,9,right,0.6780188,1,9,7,0,TRUE,3,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
62,"['high', 1]",1,black,135,left,down,high,black_high_135_down,white_high_45_down,17,right,0.4271671,0,17,3,0,TRUE,2,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
63,"['high', 4]",4,black,45,right,up,high,black_high_45_up,white_high_135_up,8,right,0.5598511,1,8,4,1,FALSE,2,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
64,"['low', 1]",1,white,45,left,down,low,white_low_45_down,black_low_135_down,10,left,0.2146289,1,10,2,0,TRUE,1,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
65,"['high', 6]",6,black,135,left,up,high,black_high_135_up,white_high_45_up,8,right,0.3592872,0,8,8,1,TRUE,4,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
66,"['high', 4]",4,white,135,right,down,high,white_high_135_down,black_high_45_down,7,right,0.4933948,1,7,5,1,FALSE,2,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
67,"['low', 1]",1,black,45,right,up,low,black_low_45_up,white_low_135_up,9,left,0.1616485,0,9,3,1,TRUE,2,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
68,"['high', 3]",3,black,135,left,up,high,black_high_135_up,white_high_45_up,5,left,0.085661,1,5,7,1,FALSE,2,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
69,"['high', 2]",2,white,45,left,down,high,white_high_45_down,black_high_135_down,14,left,0.2017468,1,14,10,1,TRUE,5,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
70,"['high', 6]",6,white,135,right,up,high,white_high_135_up,black_high_45_up,11,right,0.8845944,1,11,9,0,TRUE,5,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
71,"['high', 6]",6,black,135,left,up,high,black_high_135_up,white_high_45_up,10,left,0.4517473,1,10,10,1,TRUE,6,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
72,"['high', 3]",3,white,135,right,down,high,white_high_135_down,black_high_45_down,4,right,0.3602781,1,4,8,1,FALSE,2,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
73,"['high', 2]",2,black,45,right,up,high,black_high_45_up,white_high_135_up,13,left,0.3134627,0,13,11,1,FALSE,5,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
74,"['high', 1]",1,black,45,right,up,high,black_high_45_up,white_high_135_up,20,left,0.3956732,0,20,4,0,FALSE,2,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
75,"['high', 4]",4,white,45,left,down,high,white_high_45_down,black_high_135_down,6,left,0.2753048,1,6,6,1,FALSE,2,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
76,"['low', 1]",1,white,135,right,up,low,white_low_135_up,black_low_45_up,12,right,1.3143574,1,12,4,0,TRUE,3,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
77,"['low', 2]",2,white,135,right,up,low,white_low_135_up,black_low_45_up,6,right,0.317344,1,6,10,0,TRUE,5,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
78,"['high', 4]",4,white,45,left,down,high,white_high_45_down,black_high_135_down,5,left,0.2828289,1,5,7,1,FALSE,2,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
79,"['low', 1]",1,white,135,right,up,low,white_low_135_up,black_low_45_up,11,right,0.2398565,1,11,5,1,TRUE,4,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
80,"['high', 6]",6,white,135,right,up,high,white_high_135_up,black_high_45_up,9,right,0.1790929,1,9,11,1,FALSE,6,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
81,"['low', 4]",4,black,135,left,down,low,black_low_135_down,white_low_45_down,9,left,0.0471916,1,9,11,0,TRUE,7,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
82,"['low', 4]",4,black,45,right,down,low,black_low_45_down,white_low_135_down,8,right,0.2145688,1,8,12,1,TRUE,8,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
83,"['high', 4]",4,white,135,right,down,high,white_high_135_down,black_high_45_down,4,right,0.3735618,1,4,8,1,FALSE,2,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
84,"['high', 2]",2,white,135,right,down,high,white_high_135_down,black_high_45_down,16,right,0.3882571,1,16,12,0,TRUE,6,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
85,"['low', 2]",2,black,135,left,up,low,black_low_135_up,white_low_45_up,5,right,0.2470235,0,5,11,1,TRUE,6,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
86,"['high', 4]",4,white,135,right,up,high,white_high_135_up,black_high_45_up,3,right,0.3249603,1,3,9,1,FALSE,2,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
87,"['low', 1]",1,white,45,left,up,low,white_low_45_up,black_low_135_up,10,left,0.3141481,1,10,6,1,FALSE,4,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
88,"['low', 3]",3,white,45,left,down,low,white_low_45_down,black_low_135_down,1,left,0.3800572,1,1,4,1,FALSE,0,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
89,"['high', 1]",1,black,135,left,up,high,black_high_135_up,white_high_45_up,23,right,1.7665937,0,23,5,0,FALSE,2,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
90,"['high', 6]",6,black,135,left,down,high,black_high_135_down,white_high_45_down,8,left,0.2537228,1,8,12,1,FALSE,6,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
91,"['high', 6]",6,black,135,left,up,high,black_high_135_up,white_high_45_up,7,left,0.38626,1,7,13,1,FALSE,6,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
92,"['high', 3]",3,white,45,left,down,high,white_high_45_down,black_high_135_down,3,left,0.4042764,1,3,9,1,FALSE,2,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
93,"['low', 4]",4,white,135,right,down,low,white_low_135_down,black_low_45_down,7,right,0.1219045,1,7,13,1,FALSE,8,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
94,"['high', 1]",1,white,135,right,down,high,white_high_135_down,black_high_45_down,26,right,0.6061644,1,26,6,0,FALSE,2,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
95,"['high', 3]",3,black,135,left,up,high,black_high_135_up,white_high_45_up,2,left,0.7064032,1,2,10,1,FALSE,2,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
96,"['high', 3]",3,white,135,right,up,high,white_high_135_up,black_high_45_up,1,right,0.7085332,1,1,11,1,FALSE,2,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
97,"['low', 2]",2,white,135,right,down,low,white_low_135_down,black_low_45_down,8,right,0.2710653,1,8,12,0,TRUE,7,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
98,"['low', 4]",4,white,135,right,down,low,white_low_135_down,black_low_45_down,6,right,0.5653834,1,6,14,1,FALSE,8,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
99,"['high', 3]",3,white,45,left,down,high,white_high_45_down,black_high_135_down,1,right,1.312278,0,1,12,1,FALSE,2,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
100,"['high', 2]",2,black,45,right,down,high,black_high_45_down,white_high_135_down,15,left,1.1650688,0,15,13,1,TRUE,7,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
101,"['high', 3]",3,white,45,left,up,high,white_high_45_up,black_high_135_up,4,left,0.4818303,1,4,13,0,TRUE,3,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
102,"['high', 6]",6,black,45,right,up,high,black_high_45_up,white_high_135_up,6,right,0.6973455,1,6,14,1,FALSE,6,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
103,"['low', 1]",1,black,45,right,down,low,black_low_45_down,white_low_135_down,9,left,0.3524242,0,9,7,1,FALSE,4,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
104,"['low', 1]",1,white,135,right,up,low,white_low_135_up,black_low_45_up,12,left,1.946585,0,12,8,0,TRUE,5,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
105,"['high', 3]",3,black,135,left,down,high,black_high_135_down,white_high_45_down,3,right,0.5675764,0,3,14,1,TRUE,4,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
106,"['high', 6]",6,white,135,right,down,high,white_high_135_down,black_high_45_down,5,right,0.3793469,1,5,15,1,FALSE,6,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
107,"['high', 6]",6,white,45,left,up,high,white_high_45_up,black_high_135_up,4,left,0.3844268,1,4,16,1,FALSE,6,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
108,"['low', 1]",1,black,135,left,down,low,black_low_135_down,white_low_45_down,15,left,1.9879301,1,15,9,0,FALSE,5,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
109,"['high', 3]",3,white,45,left,down,high,white_high_45_down,black_high_135_down,6,left,0.408958,1,6,15,0,TRUE,5,1,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
110,"['high', 1]",1,white,45,left,up,high,white_high_45_up,black_high_135_up,25,left,0.7399042,1,25,7,1,TRUE,3,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
111,"['low', 2]",2,black,45,right,down,low,black_low_45_down,white_low_135_down,7,right,0.4396392,1,7,13,1,TRUE,8,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,8,3.2.2021,164.9756661
