trial_number,trial_type,cycle_number,first_color,first_orientation,correct_response,visual_field,spatial_frequency,first_stim,second_stim,stimulus_frame_duration,answer,rt,accuracy,staircase_dv,staircase_trial_num,staircase_previous_correct,staircase_reversal,staircase_reversal_num,staircase_phase,staircase_step_size,staircase_powers_law,staircase_siam,staircase_over,staircase_name,staircase_conv_p,staircase_step_hit,staircase_step_miss,threshold_low1,threshold_low2,threshold_low3,threshold_low4,threshold_low6,threshold_high1,threshold_high2,threshold_high3,threshold_high4,threshold_high6,frame_rate,participant,psychopyVersion,frame_rate_detected
14,"['high', 6]",6,black,135,left,down,high,black_high_135_down,white_high_45_down,11,left,0.0842458,1,11,1,0,FALSE,0,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
15,"['high', 4]",4,black,45,right,down,high,black_high_45_down,white_high_135_down,10,left,0.1759694,0,10,2,0,TRUE,1,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
16,"['low', 1]",1,white,135,right,down,low,white_low_135_down,black_low_45_down,9,right,0.0504488,1,9,3,1,TRUE,2,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
17,"['low', 6]",6,black,135,left,down,low,black_low_135_down,white_low_45_down,4,left,0.7289775,1,4,0,None,FALSE,0,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
18,"['low', 4]",4,black,135,left,up,low,black_low_135_up,white_low_45_up,2,left,0.2547528,1,2,2,1,FALSE,0,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
19,"['low', 2]",2,black,135,left,down,low,black_low_135_down,white_low_45_down,9,right,0.6176351,0,9,3,1,TRUE,1,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
20,"['low', 4]",4,black,135,left,down,low,black_low_135_down,white_low_45_down,1,right,0.3393577,0,1,3,1,FALSE,0,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
21,"['high', 1]",1,black,45,right,down,high,black_high_45_down,white_high_135_down,12,left,0.2829567,0,12,0,None,FALSE,0,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
22,"['high', 3]",3,white,135,right,up,high,white_high_135_up,black_high_45_up,7,left,0.1988231,0,7,1,1,FALSE,0,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
23,"['low', 6]",6,black,45,right,up,low,black_low_45_up,white_low_135_up,3,left,0.0298056,0,3,1,1,FALSE,0,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
24,"['high', 2]",2,white,45,left,down,high,white_high_45_down,black_high_135_down,7,left,0.1354906,1,7,1,1,FALSE,0,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
25,"['low', 2]",2,black,45,right,down,low,black_low_45_down,white_low_135_down,12,right,1.6196436,1,12,4,0,TRUE,2,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
26,"['low', 1]",1,black,45,right,up,low,black_low_45_up,white_low_135_up,8,left,0.1609862,0,8,4,1,FALSE,2,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
27,"['high', 6]",6,black,45,right,down,high,black_high_45_down,white_high_135_down,10,left,0.6260672,0,10,2,1,TRUE,1,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
28,"['high', 1]",1,white,135,right,down,high,white_high_135_down,black_high_45_down,15,left,0.9874489,0,15,1,0,FALSE,0,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
29,"['low', 4]",4,black,135,left,up,low,black_low_135_up,white_low_45_up,4,left,0.278098,1,4,4,0,TRUE,1,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
30,"['low', 4]",4,black,135,left,down,low,black_low_135_down,white_low_45_down,3,left,0.0525126,1,3,5,1,TRUE,2,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
31,"['high', 4]",4,black,45,right,up,high,black_high_45_up,white_high_135_up,13,left,0.3044663,0,13,3,0,FALSE,1,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
32,"['low', 4]",4,black,45,right,up,low,black_low_45_up,white_low_135_up,2,left,0.5817551,0,2,6,1,FALSE,2,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
33,"['high', 2]",2,black,135,left,down,high,black_high_135_down,white_high_45_down,6,left,0.5028138,1,6,2,1,FALSE,0,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
34,"['low', 3]",3,white,45,left,up,low,white_low_45_up,black_low_135_up,7,left,0.0423809,1,7,1,0,FALSE,0,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
35,"['high', 1]",1,black,135,left,down,high,black_high_135_down,white_high_45_down,18,left,1.8588475,1,18,2,0,FALSE,0,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
36,"['high', 3]",3,black,135,left,down,high,black_high_135_down,white_high_45_down,10,left,0.3882941,1,10,2,0,TRUE,1,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
37,"['high', 1]",1,white,135,right,down,high,white_high_135_down,black_high_45_down,17,right,0.7357046,1,17,3,1,TRUE,1,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
38,"['low', 4]",4,white,45,left,down,low,white_low_45_down,black_low_135_down,5,left,0.076927,1,5,7,0,TRUE,3,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
39,"['low', 3]",3,black,135,left,down,low,black_low_135_down,white_low_45_down,6,left,0.1238403,1,6,2,1,TRUE,1,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
40,"['high', 2]",2,black,45,right,down,high,black_high_45_down,white_high_135_down,5,right,0.5903892,1,5,3,1,FALSE,0,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
41,"['high', 4]",4,white,135,right,down,high,white_high_135_down,black_high_45_down,16,right,0.1609202,1,16,4,0,FALSE,1,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
42,"['low', 3]",3,black,45,right,up,low,black_low_45_up,white_low_135_up,5,left,0.4926646,0,5,3,1,FALSE,1,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
43,"['low', 1]",1,black,135,left,down,low,black_low_135_down,white_low_45_down,11,left,1.2638086,1,11,5,0,TRUE,3,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
44,"['high', 6]",6,black,135,left,down,high,black_high_135_down,white_high_45_down,13,left,0.1253954,1,13,3,0,TRUE,2,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
45,"['low', 4]",4,black,135,left,down,low,black_low_135_down,white_low_45_down,4,right,1.2547645,0,4,8,1,TRUE,4,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
46,"['high', 6]",6,white,135,right,up,high,white_high_135_up,black_high_45_up,12,right,0.5581189,1,12,4,1,TRUE,3,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
47,"['high', 6]",6,black,45,right,down,high,black_high_45_down,white_high_135_down,11,right,0.2102932,1,11,5,1,FALSE,3,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
48,"['high', 1]",1,white,45,left,down,high,white_high_45_down,black_high_135_down,16,left,0.3315261,1,16,4,1,FALSE,1,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
49,"['high', 6]",6,white,45,left,up,high,white_high_45_up,black_high_135_up,10,left,0.1420209,1,10,6,1,FALSE,3,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
50,"['high', 6]",6,black,45,right,up,high,black_high_45_up,white_high_135_up,9,right,0.0981883,1,9,7,1,FALSE,3,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
51,"['high', 6]",6,black,45,right,down,high,black_high_45_down,white_high_135_down,8,right,1.0672381,1,8,8,1,FALSE,3,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
52,"['low', 3]",3,white,135,right,down,low,white_low_135_down,black_low_45_down,8,right,0.3057786,1,8,4,0,TRUE,2,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
53,"['low', 1]",1,black,135,left,up,low,black_low_135_up,white_low_45_up,10,left,0.5775449,1,10,6,1,TRUE,4,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
54,"['high', 2]",2,black,135,left,down,high,black_high_135_down,white_high_45_down,4,right,0.4714369,0,4,4,1,FALSE,0,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
55,"['high', 2]",2,white,45,left,down,high,white_high_45_down,black_high_135_down,7,left,0.0848767,1,7,5,0,TRUE,1,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
56,"['high', 2]",2,white,135,right,up,high,white_high_135_up,black_high_45_up,6,left,0.3550868,0,6,6,1,TRUE,2,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
57,"['low', 4]",4,white,45,left,up,low,white_low_45_up,black_low_135_up,7,left,0.1052655,1,7,9,0,TRUE,5,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
58,"['high', 6]",6,white,45,left,down,high,white_high_45_down,black_high_135_down,7,left,0.5091163,1,7,9,1,FALSE,3,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
59,"['low', 1]",1,black,135,left,down,low,black_low_135_down,white_low_45_down,9,left,1.3770158,1,9,7,1,FALSE,4,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
60,"['low', 4]",4,white,135,right,up,low,white_low_135_up,black_low_45_up,6,right,0.2452778,1,6,10,1,TRUE,6,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
61,"['low', 3]",3,white,45,left,down,low,white_low_45_down,black_low_135_down,7,left,0.0393434,1,7,5,1,TRUE,3,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
62,"['high', 3]",3,black,135,left,up,high,black_high_135_up,white_high_45_up,9,left,0.1076719,1,9,3,1,TRUE,2,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
63,"['low', 6]",6,black,135,left,up,low,black_low_135_up,white_low_45_up,6,left,0.3949162,1,6,2,0,TRUE,1,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
64,"['low', 2]",2,white,45,left,up,low,white_low_45_up,black_low_135_up,11,left,0.4277843,1,11,5,1,TRUE,3,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
65,"['low', 1]",1,black,135,left,down,low,black_low_135_down,white_low_45_down,8,right,1.3158407,0,8,8,1,FALSE,4,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
66,"['high', 3]",3,white,135,right,down,high,white_high_135_down,black_high_45_down,8,right,0.2156446,1,8,4,1,FALSE,2,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
67,"['high', 2]",2,black,135,left,down,high,black_high_135_down,white_high_45_down,9,left,0.5928119,1,9,7,0,TRUE,3,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
68,"['low', 6]",6,white,45,left,down,low,white_low_45_down,black_low_135_down,5,left,0.3809892,1,5,3,1,TRUE,2,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
69,"['high', 1]",1,white,135,right,down,high,white_high_135_down,black_high_45_down,15,right,0.1664578,1,15,5,1,FALSE,1,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
70,"['low', 3]",3,white,45,left,up,low,white_low_45_up,black_low_135_up,6,left,0.06111,1,6,6,1,FALSE,3,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
71,"['high', 2]",2,white,45,left,up,high,white_high_45_up,black_high_135_up,8,left,0.1627099,1,8,8,1,TRUE,4,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
72,"['low', 1]",1,black,135,left,down,low,black_low_135_down,white_low_45_down,11,left,1.6429883,1,11,9,0,TRUE,5,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
73,"['high', 3]",3,white,135,right,down,high,white_high_135_down,black_high_45_down,7,right,0.1512489,1,7,5,1,FALSE,2,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
74,"['low', 2]",2,black,45,right,down,low,black_low_45_down,white_low_135_down,10,right,0.2114982,1,10,6,1,FALSE,3,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
75,"['low', 1]",1,white,45,left,up,low,white_low_45_up,black_low_135_up,10,right,1.5519399,0,10,10,1,TRUE,6,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
76,"['high', 3]",3,white,135,right,down,high,white_high_135_down,black_high_45_down,6,right,0.0502057,1,6,6,1,FALSE,2,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
77,"['low', 4]",4,black,135,left,down,low,black_low_135_down,white_low_45_down,5,left,0.4414172,1,5,11,1,FALSE,6,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
78,"['high', 1]",1,white,45,left,up,high,white_high_45_up,black_high_135_up,14,left,0.1439939,1,14,6,1,FALSE,1,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
79,"['low', 4]",4,white,135,right,down,low,white_low_135_down,black_low_45_down,4,right,0.0960598,1,4,12,1,FALSE,6,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
80,"['low', 6]",6,white,135,right,up,low,white_low_135_up,black_low_45_up,4,left,0.4756527,0,4,4,1,FALSE,2,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
81,"['low', 2]",2,white,45,left,up,low,white_low_45_up,black_low_135_up,9,left,0.1903329,1,9,7,1,FALSE,3,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
82,"['low', 1]",1,black,135,left,up,low,black_low_135_up,white_low_45_up,13,right,0.167378,0,13,11,0,TRUE,7,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
83,"['low', 1]",1,white,45,left,up,low,white_low_45_up,black_low_135_up,16,left,0.1354838,1,16,12,0,FALSE,7,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
84,"['low', 2]",2,white,45,left,up,low,white_low_45_up,black_low_135_up,8,left,0.1450912,1,8,8,1,FALSE,3,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
85,"['low', 2]",2,white,135,right,up,low,white_low_135_up,black_low_45_up,7,right,0.2338914,1,7,9,1,FALSE,3,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
86,"['high', 2]",2,white,45,left,up,high,white_high_45_up,black_high_135_up,7,left,0.1432686,1,7,9,1,FALSE,4,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
87,"['high', 6]",6,white,135,right,down,high,white_high_135_down,black_high_45_down,6,right,0.4154806,1,6,10,1,FALSE,3,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
88,"['low', 3]",3,black,135,left,down,low,black_low_135_down,white_low_45_down,5,left,0.1864571,1,5,7,1,FALSE,3,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
89,"['high', 4]",4,white,45,left,up,high,white_high_45_up,black_high_135_up,15,left,0.1011515,1,15,5,1,TRUE,2,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
90,"['low', 1]",1,black,135,left,down,low,black_low_135_down,white_low_45_down,15,left,0.4616153,1,15,13,1,TRUE,8,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
91,"['low', 1]",1,black,135,left,down,low,black_low_135_down,white_low_45_down,14,left,0.604432,1,14,14,1,FALSE,8,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
92,"['low', 2]",2,white,45,left,up,low,white_low_45_up,black_low_135_up,6,right,0.3199126,0,6,10,1,FALSE,3,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
93,"['high', 1]",1,white,135,right,down,high,white_high_135_down,black_high_45_down,13,right,0.1833792,1,13,7,1,FALSE,1,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
94,"['low', 6]",6,white,135,right,up,low,white_low_135_up,black_low_45_up,7,right,0.7802253,1,7,5,0,TRUE,3,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
95,"['low', 3]",3,white,45,left,down,low,white_low_45_down,black_low_135_down,4,left,0.1229065,1,4,8,1,FALSE,3,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
96,"['low', 1]",1,black,135,left,up,low,black_low_135_up,white_low_45_up,13,left,1.2532194,1,13,15,1,FALSE,8,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
97,"['high', 3]",3,white,45,left,down,high,white_high_45_down,black_high_135_down,5,left,0.2025394,1,5,7,1,FALSE,2,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
98,"['high', 4]",4,white,135,right,up,high,white_high_135_up,black_high_45_up,14,right,0.4566504,1,14,6,1,FALSE,2,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
99,"['low', 6]",6,white,135,right,up,low,white_low_135_up,black_low_45_up,6,right,0.2585948,1,6,6,1,TRUE,4,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
100,"['high', 4]",4,black,45,right,up,high,black_high_45_up,white_high_135_up,13,right,0.4670962,1,13,7,1,FALSE,2,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
101,"['high', 4]",4,white,45,left,up,high,white_high_45_up,black_high_135_up,12,left,0.6008045,1,12,8,1,FALSE,2,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
102,"['high', 1]",1,black,135,left,up,high,black_high_135_up,white_high_45_up,12,right,0.7038446,0,12,8,1,FALSE,1,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
103,"['high', 4]",4,black,135,left,up,high,black_high_135_up,white_high_45_up,11,left,0.1034456,1,11,9,1,FALSE,2,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
104,"['low', 6]",6,black,45,right,up,low,black_low_45_up,white_low_135_up,5,right,0.0798267,1,5,7,1,FALSE,4,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
105,"['low', 3]",3,black,135,left,down,low,black_low_135_down,white_low_45_down,3,left,0.2984117,1,3,9,1,FALSE,3,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
106,"['high', 2]",2,black,135,left,down,high,black_high_135_down,white_high_45_down,6,left,0.985488,1,6,10,1,FALSE,4,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
107,"['low', 3]",3,black,135,left,up,low,black_low_135_up,white_low_45_up,2,left,0.4534803,1,2,10,1,FALSE,3,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
108,"['low', 6]",6,white,135,right,down,low,white_low_135_down,black_low_45_down,4,right,0.0374018,1,4,8,1,FALSE,4,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
109,"['low', 4]",4,black,45,right,up,low,black_low_45_up,white_low_135_up,3,right,0.4358971,1,3,13,1,FALSE,6,1,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
110,"['low', 6]",6,black,135,left,down,low,black_low_135_down,white_low_45_down,3,left,0.265447,1,3,9,1,FALSE,4,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
111,"['low', 1]",1,black,135,left,up,low,black_low_135_up,white_low_45_up,12,left,0.4589932,1,12,16,1,FALSE,8,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,4,3.2.2021,164.9563443
