trial_number,trial_type,cycle_number,first_color,first_orientation,correct_response,visual_field,spatial_frequency,first_stim,second_stim,stimulus_frame_duration,answer,rt,accuracy,staircase_dv,staircase_trial_num,staircase_previous_correct,staircase_reversal,staircase_reversal_num,staircase_phase,staircase_step_size,staircase_powers_law,staircase_siam,staircase_over,staircase_name,staircase_conv_p,staircase_step_hit,staircase_step_miss,threshold_low1,threshold_low2,threshold_low3,threshold_low4,threshold_low6,threshold_high1,threshold_high2,threshold_high3,threshold_high4,threshold_high6,frame_rate,participant,psychopyVersion,frame_rate_detected
42,"['low', 6]",6,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.4044826,1,2,6,1,FALSE,2,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
43,"['low', 1]",1,white,135,right,up,low,white_low_135_up,black_low_45_up,14,right,0.620911,1,14,2,0,FALSE,0,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
44,"['high', 2]",2,black,135,left,down,high,black_high_135_down,white_high_45_down,10,right,0.4481686,0,10,6,1,TRUE,4,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
45,"['low', 1]",1,white,135,right,down,low,white_low_135_down,black_low_45_down,13,right,0.4623569,1,13,3,1,TRUE,1,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
46,"['high', 1]",1,white,135,right,down,high,white_high_135_down,black_high_45_down,11,right,0.3412338,1,11,1,1,FALSE,0,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
47,"['low', 1]",1,black,45,right,down,low,black_low_45_down,white_low_135_down,12,left,0.3786428,0,12,4,1,FALSE,1,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
48,"['low', 3]",3,black,45,right,down,low,black_low_45_down,white_low_135_down,2,right,0.5410292,1,2,2,1,FALSE,0,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
49,"['low', 4]",4,white,135,right,down,low,white_low_135_down,black_low_45_down,3,right,0.3228971,1,3,5,1,TRUE,2,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
50,"['high', 1]",1,white,135,right,up,high,white_high_135_up,black_high_45_up,10,right,0.3949632,1,10,2,1,FALSE,0,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
51,"['high', 1]",1,black,45,right,down,high,black_high_45_down,white_high_135_down,9,right,0.4471484,1,9,3,1,FALSE,0,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
52,"['high', 6]",6,black,135,left,down,high,black_high_135_down,white_high_45_down,5,right,0.314597,0,5,7,1,FALSE,2,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
53,"['low', 3]",3,white,135,right,down,low,white_low_135_down,black_low_45_down,1,right,0.4590934,1,1,3,1,FALSE,0,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
54,"['high', 1]",1,black,45,right,up,high,black_high_45_up,white_high_135_up,8,right,0.4122174,1,8,4,1,FALSE,0,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
55,"['low', 3]",3,white,45,left,down,low,white_low_45_down,black_low_135_down,1,right,0.5417459,0,1,4,1,FALSE,0,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
56,"['low', 1]",1,white,45,left,down,low,white_low_45_down,black_low_135_down,15,left,0.4390084,1,15,5,0,TRUE,2,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
57,"['low', 3]",3,black,45,right,down,low,black_low_45_down,white_low_135_down,4,right,0.2798532,1,4,5,0,TRUE,1,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
58,"['low', 4]",4,black,135,left,down,low,black_low_135_down,white_low_45_down,2,right,0.2682684,0,2,6,1,FALSE,2,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
59,"['low', 6]",6,white,135,right,up,low,white_low_135_up,black_low_45_up,1,right,0.3073102,1,1,7,1,FALSE,2,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
60,"['high', 2]",2,black,135,left,up,high,black_high_135_up,white_high_45_up,13,left,0.960348,1,13,7,0,TRUE,5,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
61,"['high', 4]",4,white,135,right,up,high,white_high_135_up,black_high_45_up,15,right,0.5092014,1,15,5,1,TRUE,3,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
62,"['high', 1]",1,black,135,left,up,high,black_high_135_up,white_high_45_up,7,right,0.2665498,0,7,5,1,FALSE,0,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
63,"['low', 3]",3,black,135,left,down,low,black_low_135_down,white_low_45_down,3,left,0.3875459,1,3,6,1,TRUE,2,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
64,"['low', 1]",1,white,135,right,down,low,white_low_135_down,black_low_45_down,14,right,0.3811531,1,14,6,1,TRUE,3,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
65,"['low', 3]",3,black,45,right,up,low,black_low_45_up,white_low_135_up,2,right,0.8804166,1,2,7,1,FALSE,2,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
66,"['high', 2]",2,black,45,right,up,high,black_high_45_up,white_high_135_up,12,left,0.3538974,0,12,8,1,TRUE,6,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
67,"['high', 1]",1,black,45,right,up,high,black_high_45_up,white_high_135_up,10,left,0.3509109,0,10,6,0,TRUE,1,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
68,"['low', 3]",3,black,135,left,up,low,black_low_135_up,white_low_45_up,1,left,0.5223882,1,1,8,1,FALSE,2,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
69,"['high', 6]",6,black,45,right,down,high,black_high_45_down,white_high_135_down,8,right,0.9193027,1,8,8,0,TRUE,3,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
70,"['high', 3]",3,black,45,right,up,high,black_high_45_up,white_high_135_up,8,right,0.2679289,1,8,4,0,TRUE,1,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
71,"['low', 2]",2,black,135,left,up,low,black_low_135_up,white_low_45_up,8,right,0.2776379,0,8,4,1,FALSE,1,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
72,"['low', 2]",2,white,135,right,down,low,white_low_135_down,black_low_45_down,11,right,0.4153281,1,11,5,0,TRUE,2,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
73,"['low', 2]",2,black,45,right,down,low,black_low_45_down,white_low_135_down,10,right,0.2889838,1,10,6,1,TRUE,3,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
74,"['low', 6]",6,black,45,right,down,low,black_low_45_down,white_low_135_down,1,right,0.429261,1,1,8,1,FALSE,2,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
75,"['low', 1]",1,white,45,left,down,low,white_low_45_down,black_low_135_down,13,left,0.2050657,1,13,7,1,FALSE,3,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
76,"['low', 3]",3,white,45,left,up,low,white_low_45_up,black_low_135_up,1,right,0.4337732,0,1,9,1,FALSE,2,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
77,"['high', 6]",6,black,45,right,up,high,black_high_45_up,white_high_135_up,7,right,0.5667239,1,7,9,1,TRUE,4,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
78,"['low', 2]",2,white,45,left,up,low,white_low_45_up,black_low_135_up,9,left,0.2739701,1,9,7,1,FALSE,3,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
79,"['low', 6]",6,black,45,right,down,low,black_low_45_down,white_low_135_down,1,right,0.3521412,1,1,9,1,FALSE,2,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
80,"['low', 1]",1,black,45,right,down,low,black_low_45_down,white_low_135_down,12,left,0.3058615,0,12,8,1,FALSE,3,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
81,"['low', 1]",1,white,45,left,down,low,white_low_45_down,black_low_135_down,15,left,0.5028034,1,15,9,0,TRUE,4,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
82,"['high', 6]",6,black,135,left,down,high,black_high_135_down,white_high_45_down,6,left,0.3210186,1,6,10,1,FALSE,4,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
83,"['low', 1]",1,black,45,right,down,low,black_low_45_down,white_low_135_down,14,left,0.7450954,0,14,10,1,TRUE,5,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
84,"['high', 2]",2,black,135,left,down,high,black_high_135_down,white_high_45_down,15,left,0.4848211,1,15,9,0,TRUE,7,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
85,"['low', 4]",4,black,135,left,up,low,black_low_135_up,white_low_45_up,5,right,0.6762338,0,5,7,0,TRUE,3,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
86,"['low', 2]",2,black,135,left,up,low,black_low_135_up,white_low_45_up,8,left,0.3734021,1,8,8,1,FALSE,3,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
87,"['low', 1]",1,black,45,right,up,low,black_low_45_up,white_low_135_up,17,left,0.420054,0,17,11,0,TRUE,6,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
88,"['low', 4]",4,black,45,right,down,low,black_low_45_down,white_low_135_down,8,left,0.0336123,0,8,8,0,FALSE,3,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
89,"['high', 2]",2,white,135,right,up,high,white_high_135_up,black_high_45_up,14,right,0.1452022,1,14,10,1,TRUE,8,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
90,"['high', 6]",6,black,45,right,up,high,black_high_45_up,white_high_135_up,5,left,0.2060425,0,5,11,1,FALSE,4,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
91,"['high', 3]",3,black,45,right,down,high,black_high_45_down,white_high_135_down,7,left,0.2716401,0,7,5,1,TRUE,2,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
92,"['high', 4]",4,white,135,right,down,high,white_high_135_down,black_high_45_down,14,right,0.7248501,1,14,6,1,FALSE,3,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
93,"['high', 2]",2,black,45,right,down,high,black_high_45_down,white_high_135_down,13,left,0.4167311,0,13,11,1,FALSE,8,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
94,"['low', 1]",1,black,135,left,down,low,black_low_135_down,white_low_45_down,20,left,0.6643872,1,20,12,0,FALSE,6,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
95,"['low', 3]",3,white,45,left,down,low,white_low_45_down,black_low_135_down,4,left,0.3401815,1,4,10,0,TRUE,3,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
96,"['low', 1]",1,white,135,right,up,low,white_low_135_up,black_low_45_up,19,right,0.7442312,1,19,13,1,TRUE,7,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
97,"['high', 4]",4,white,135,right,down,high,white_high_135_down,black_high_45_down,13,right,0.2533534,1,13,7,1,FALSE,3,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
98,"['high', 3]",3,white,135,right,down,high,white_high_135_down,black_high_45_down,10,right,0.4959677,1,10,6,0,TRUE,3,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
99,"['high', 2]",2,black,135,left,up,high,black_high_135_up,white_high_45_up,16,left,0.4081786,1,16,12,0,TRUE,9,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
100,"['high', 1]",1,white,135,right,up,high,white_high_135_up,black_high_45_up,13,left,0.503327,0,13,7,0,FALSE,1,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
101,"['high', 4]",4,black,45,right,down,high,black_high_45_down,white_high_135_down,12,left,0.3744781,0,12,8,1,FALSE,3,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
102,"['high', 1]",1,black,135,left,down,high,black_high_135_down,white_high_45_down,16,right,0.4716683,0,16,8,0,FALSE,1,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
103,"['low', 2]",2,black,135,left,up,low,black_low_135_up,white_low_45_up,7,left,0.0262311,1,7,9,1,FALSE,3,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
104,"['high', 4]",4,black,135,left,down,high,black_high_135_down,white_high_45_down,15,left,1.9715974,1,15,9,0,TRUE,4,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
105,"['high', 6]",6,white,45,left,down,high,white_high_45_down,black_high_135_down,8,left,0.3914982,1,8,12,0,TRUE,5,1,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
106,"['low', 3]",3,black,135,left,up,low,black_low_135_up,white_low_45_up,3,right,0.8257898,0,3,11,1,TRUE,4,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
107,"['low', 6]",6,black,135,left,up,low,black_low_135_up,white_low_45_up,1,left,0.5119721,1,1,10,1,FALSE,2,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
108,"['low', 4]",4,white,135,right,up,low,white_low_135_up,black_low_45_up,11,right,0.4687178,1,11,9,0,FALSE,3,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
109,"['low', 1]",1,white,135,right,up,low,white_low_135_up,black_low_45_up,18,right,1.3584037,1,18,14,1,FALSE,7,1,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
110,"['high', 4]",4,black,45,right,up,high,black_high_45_up,white_high_135_up,14,right,1.0361983,1,14,10,1,TRUE,5,1,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
111,"['high', 2]",2,black,45,right,up,high,black_high_45_up,white_high_135_up,15,right,0.4740413,1,15,13,1,TRUE,10,1,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,5,3.2.2021,164.9549838
