trial_number,trial_type,cycle_number,first_color,first_orientation,correct_response,visual_field,spatial_frequency,first_stim,second_stim,stimulus_frame_duration,answer,rt,accuracy,staircase_dv,staircase_trial_num,staircase_previous_correct,staircase_reversal,staircase_reversal_num,staircase_phase,staircase_step_size,staircase_powers_law,staircase_siam,staircase_over,staircase_name,staircase_conv_p,staircase_step_hit,staircase_step_miss,threshold_low1,threshold_low2,threshold_low3,threshold_low4,threshold_low6,threshold_high1,threshold_high2,threshold_high3,threshold_high4,threshold_high6,frame_rate,participant,psychopyVersion,frame_rate_detected
20,"['high', 4]",4,white,135,right,up,high,white_high_135_up,black_high_45_up,6,right,0.3009419,1,6,2,1,FALSE,0,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
21,"['high', 6]",6,black,135,left,down,high,black_high_135_down,white_high_45_down,11,left,0.5220911,1,11,1,0,FALSE,0,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
22,"['high', 1]",1,white,135,right,up,high,white_high_135_up,black_high_45_up,12,right,0.3113483,1,12,0,None,FALSE,0,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
23,"['high', 6]",6,white,45,left,up,high,white_high_45_up,black_high_135_up,10,left,0.1205544,1,10,2,1,TRUE,1,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
24,"['high', 4]",4,black,135,left,down,high,black_high_135_down,white_high_45_down,5,left,0.3437498,1,5,3,1,FALSE,0,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
25,"['low', 2]",2,white,135,right,down,low,white_low_135_down,black_low_45_down,3,left,0.2720294,0,3,1,1,FALSE,0,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
26,"['low', 3]",3,black,45,right,down,low,black_low_45_down,white_low_135_down,1,left,0.1574409,0,1,3,1,FALSE,0,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
27,"['low', 1]",1,white,135,right,up,low,white_low_135_up,black_low_45_up,6,right,0.3335378,1,6,2,1,FALSE,0,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
28,"['low', 6]",6,black,45,right,down,low,black_low_45_down,white_low_135_down,5,right,0.2982454,1,5,2,0,TRUE,1,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
29,"['high', 1]",1,black,45,right,down,high,black_high_45_down,white_high_135_down,11,left,0.3034848,0,11,1,1,FALSE,0,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
30,"['high', 2]",2,black,45,right,down,high,black_high_45_down,white_high_135_down,13,left,0.370035,0,13,3,0,FALSE,1,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
31,"['high', 2]",2,white,135,right,down,high,white_high_135_down,black_high_45_down,16,right,0.067843,1,16,4,0,FALSE,1,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
32,"['low', 4]",4,white,45,left,up,low,white_low_45_up,black_low_135_up,10,left,0.0659224,1,10,5,1,TRUE,2,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
33,"['low', 2]",2,white,45,left,down,low,white_low_45_down,black_low_135_down,6,left,0.4832064,1,6,2,0,TRUE,1,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
34,"['low', 3]",3,white,135,right,up,low,white_low_135_up,black_low_45_up,4,right,0.4493012,1,4,4,0,TRUE,1,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
35,"['low', 1]",1,black,135,left,up,low,black_low_135_up,white_low_45_up,5,right,0.3633304,0,5,3,1,FALSE,0,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
36,"['high', 2]",2,white,135,right,up,high,white_high_135_up,black_high_45_up,15,right,0.055414,1,15,5,1,TRUE,2,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
37,"['low', 3]",3,white,45,left,up,low,white_low_45_up,black_low_135_up,3,left,0.3607357,1,3,5,1,TRUE,2,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
38,"['low', 1]",1,white,135,right,down,low,white_low_135_down,black_low_45_down,8,right,0.2338104,1,8,4,0,TRUE,1,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
39,"['high', 6]",6,white,135,right,up,high,white_high_135_up,black_high_45_up,9,right,0.1120448,1,9,3,1,FALSE,1,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
40,"['high', 4]",4,white,135,right,up,high,white_high_135_up,black_high_45_up,4,right,0.3030323,1,4,4,1,FALSE,0,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
41,"['high', 1]",1,white,45,left,up,high,white_high_45_up,black_high_135_up,14,left,0.2775907,1,14,2,0,TRUE,1,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
42,"['low', 6]",6,black,135,left,up,low,black_low_135_up,white_low_45_up,4,left,0.2322694,1,4,3,1,TRUE,2,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
43,"['low', 2]",2,black,135,left,up,low,black_low_135_up,white_low_45_up,5,left,0.3234733,1,5,3,1,TRUE,2,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
44,"['low', 3]",3,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.3054608,1,2,6,1,FALSE,2,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
45,"['low', 6]",6,black,45,right,down,low,black_low_45_down,white_low_135_down,3,right,0.3149406,1,3,4,1,FALSE,2,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
46,"['high', 6]",6,white,135,right,up,high,white_high_135_up,black_high_45_up,8,right,0.6199828,1,8,4,1,FALSE,1,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
47,"['high', 1]",1,black,45,right,up,high,black_high_45_up,white_high_135_up,13,left,0.3640684,0,13,3,1,TRUE,2,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
48,"['high', 1]",1,black,45,right,up,high,black_high_45_up,white_high_135_up,16,right,0.7969408,1,16,4,0,TRUE,3,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
49,"['low', 6]",6,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.3931252,1,2,5,1,FALSE,2,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
50,"['low', 6]",6,black,45,right,down,low,black_low_45_down,white_low_135_down,1,right,0.3706472,1,1,6,1,FALSE,2,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
51,"['low', 2]",2,black,135,left,down,low,black_low_135_down,white_low_45_down,4,right,0.7767944,0,4,4,1,FALSE,2,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
52,"['low', 3]",3,black,135,left,down,low,black_low_135_down,white_low_45_down,1,right,0.7432277,0,1,7,1,FALSE,2,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
53,"['high', 3]",3,black,45,right,up,high,black_high_45_up,white_high_135_up,7,right,0.3652269,1,7,1,1,FALSE,0,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
54,"['low', 4]",4,white,135,right,down,low,white_low_135_down,black_low_45_down,9,right,0.0876244,1,9,6,1,FALSE,2,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
55,"['high', 4]",4,white,45,left,down,high,white_high_45_down,black_high_135_down,3,left,0.4773462,1,3,5,1,FALSE,0,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
56,"['high', 1]",1,black,45,right,down,high,black_high_45_down,white_high_135_down,15,left,1.3701372,0,15,5,1,TRUE,4,0,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
57,"['high', 3]",3,black,45,right,down,high,black_high_45_down,white_high_135_down,6,right,0.5403361,1,6,2,1,FALSE,0,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
58,"['low', 3]",3,black,135,left,down,low,black_low_135_down,white_low_45_down,4,left,0.2810489,1,4,8,0,TRUE,3,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
59,"['high', 4]",4,black,135,left,up,high,black_high_135_up,white_high_45_up,2,right,1.0383911,0,2,6,1,FALSE,0,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
60,"['high', 1]",1,black,45,right,down,high,black_high_45_down,white_high_135_down,18,right,0.5128115,1,18,6,0,TRUE,5,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
61,"['low', 6]",6,black,135,left,up,low,black_low_135_up,white_low_45_up,1,right,0.6711393,0,1,7,1,FALSE,2,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
62,"['high', 1]",1,black,135,left,up,high,black_high_135_up,white_high_45_up,17,left,0.6825443,1,17,7,1,TRUE,6,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
63,"['low', 2]",2,black,135,left,up,low,black_low_135_up,white_low_45_up,7,right,0.8531961,0,7,5,0,TRUE,3,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
64,"['low', 2]",2,white,135,right,down,low,white_low_135_down,black_low_45_down,10,right,1.5101654,1,10,6,0,FALSE,3,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
65,"['high', 6]",6,black,45,right,down,high,black_high_45_down,white_high_135_down,7,right,0.4712116,1,7,5,1,FALSE,1,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
66,"['high', 3]",3,black,135,left,up,high,black_high_135_up,white_high_45_up,5,left,1.7296274,1,5,3,1,FALSE,0,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
67,"['high', 3]",3,black,45,right,up,high,black_high_45_up,white_high_135_up,4,right,0.5662511,1,4,4,1,FALSE,0,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
68,"['high', 4]",4,black,45,right,down,high,black_high_45_down,white_high_135_down,5,right,0.5207673,1,5,7,0,TRUE,1,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
69,"['low', 3]",3,black,45,right,up,low,black_low_45_up,white_low_135_up,3,right,0.3481794,1,3,9,1,TRUE,4,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
70,"['high', 1]",1,white,45,left,up,high,white_high_45_up,black_high_135_up,16,left,0.5578111,1,16,8,1,FALSE,6,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
71,"['low', 1]",1,white,45,left,up,low,white_low_45_up,black_low_135_up,7,right,0.4012087,0,7,5,1,TRUE,2,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
72,"['low', 4]",4,white,45,left,down,low,white_low_45_down,black_low_135_down,8,left,0.1977555,1,8,7,1,FALSE,2,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
73,"['high', 4]",4,white,135,right,up,high,white_high_135_up,black_high_45_up,4,right,0.4902123,1,4,8,1,TRUE,2,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
74,"['low', 3]",3,white,45,left,down,low,white_low_45_down,black_low_135_down,2,right,0.7731096,0,2,10,1,FALSE,4,0,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
75,"['low', 4]",4,white,45,left,up,low,white_low_45_up,black_low_135_up,7,left,0.3310884,1,7,8,1,FALSE,2,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
76,"['low', 1]",1,white,135,right,up,low,white_low_135_up,black_low_45_up,10,right,0.4213985,1,10,6,0,TRUE,3,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
77,"['low', 4]",4,black,45,right,down,low,black_low_45_down,white_low_135_down,6,right,0.9614735,1,6,9,1,FALSE,2,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
78,"['low', 3]",3,white,45,left,up,low,white_low_45_up,black_low_135_up,5,left,0.6048978,1,5,11,0,TRUE,5,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
79,"['low', 4]",4,black,135,left,down,low,black_low_135_down,white_low_45_down,5,left,0.3914595,1,5,10,1,FALSE,2,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
80,"['low', 6]",6,white,135,right,up,low,white_low_135_up,black_low_45_up,4,right,0.2838236,1,4,8,0,TRUE,3,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
81,"['high', 4]",4,black,135,left,down,high,black_high_135_down,white_high_45_down,3,left,0.5916431,1,3,9,1,FALSE,2,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
82,"['high', 4]",4,black,135,left,down,high,black_high_135_down,white_high_45_down,2,right,0.5475966,0,2,10,1,FALSE,2,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
83,"['high', 2]",2,white,45,left,up,high,white_high_45_up,black_high_135_up,14,right,1.1100286,0,14,6,1,FALSE,2,0,1,1,TRUE,FALSE,high_2,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
84,"['low', 2]",2,white,135,right,down,low,white_low_135_down,black_low_45_down,9,right,0.6305737,1,9,7,1,TRUE,4,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
85,"['high', 4]",4,white,45,left,down,high,white_high_45_down,black_high_135_down,5,left,0.357278,1,5,11,0,TRUE,3,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
86,"['low', 4]",4,white,45,left,up,low,white_low_45_up,black_low_135_up,4,left,0.3068956,1,4,11,1,FALSE,2,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
87,"['high', 1]",1,black,45,right,up,high,black_high_45_up,white_high_135_up,15,right,2.1096484,1,15,9,1,FALSE,6,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
88,"['low', 6]",6,white,45,left,up,low,white_low_45_up,black_low_135_up,3,left,0.2639754,1,3,9,1,TRUE,4,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
89,"['low', 1]",1,white,45,left,down,low,white_low_45_down,black_low_135_down,9,left,0.2065814,1,9,7,1,TRUE,4,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
90,"['high', 6]",6,black,135,left,down,high,black_high_135_down,white_high_45_down,6,left,0.2168282,1,6,6,1,FALSE,1,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
91,"['low', 3]",3,black,45,right,down,low,black_low_45_down,white_low_135_down,4,right,0.2440086,1,4,12,1,TRUE,6,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
92,"['low', 6]",6,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.0535257,1,2,10,1,FALSE,4,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
93,"['high', 3]",3,black,135,left,up,high,black_high_135_up,white_high_45_up,3,left,1.1656072,1,3,5,1,FALSE,0,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
94,"['high', 6]",6,black,45,right,down,high,black_high_45_down,white_high_135_down,5,right,0.4149865,1,5,7,1,FALSE,1,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
95,"['low', 1]",1,black,45,right,down,low,black_low_45_down,white_low_135_down,8,right,0.4603461,1,8,8,1,FALSE,4,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
96,"['low', 2]",2,white,45,left,down,low,white_low_45_down,black_low_135_down,8,right,0.6223991,0,8,8,1,FALSE,4,0,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
97,"['low', 6]",6,white,135,right,down,low,white_low_135_down,black_low_45_down,1,right,0.4836096,1,1,11,1,FALSE,4,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
98,"['low', 3]",3,black,135,left,up,low,black_low_135_up,white_low_45_up,3,right,1.3683671,0,3,13,1,FALSE,6,1,1,1,TRUE,FALSE,low_3,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
99,"['low', 4]",4,black,45,right,down,low,black_low_45_down,white_low_135_down,3,right,0.1984502,1,3,12,1,FALSE,2,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
100,"['high', 1]",1,black,135,left,down,high,black_high_135_down,white_high_45_down,14,right,0.524458,0,14,10,1,FALSE,6,1,1,1,TRUE,FALSE,high_1,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
101,"['high', 6]",6,black,45,right,up,high,black_high_45_up,white_high_135_up,4,right,0.3255587,1,4,8,1,FALSE,1,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
102,"['low', 4]",4,black,45,right,up,low,black_low_45_up,white_low_135_up,2,right,0.0826631,1,2,13,1,FALSE,2,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
103,"['low', 4]",4,black,135,left,up,low,black_low_135_up,white_low_45_up,1,right,0.1457828,0,1,14,1,FALSE,2,0,1,1,TRUE,FALSE,low_4,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
104,"['high', 3]",3,black,135,left,up,high,black_high_135_up,white_high_45_up,2,right,0.0922294,0,2,6,1,FALSE,0,0,1,1,TRUE,FALSE,high_3,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
105,"['high', 4]",4,black,135,left,down,high,black_high_135_down,white_high_45_down,4,right,0.1858525,0,4,12,1,TRUE,4,0,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
106,"['low', 1]",1,white,45,left,down,low,white_low_45_down,black_low_135_down,7,right,0.2358146,0,7,9,1,FALSE,4,0,1,1,TRUE,FALSE,low_1,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
107,"['high', 4]",4,black,135,left,up,high,black_high_135_up,white_high_45_up,7,right,0.2350167,0,7,13,0,TRUE,5,1,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
108,"['high', 4]",4,white,45,left,up,high,white_high_45_up,black_high_135_up,10,left,0.2461726,1,10,14,0,FALSE,5,1,1,1,TRUE,FALSE,high_4,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
109,"['low', 6]",6,black,45,right,up,low,black_low_45_up,white_low_135_up,1,right,0.1688272,1,1,12,1,FALSE,4,0,1,1,TRUE,FALSE,low_6,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
110,"['high', 6]",6,black,45,right,up,high,black_high_45_up,white_high_135_up,3,right,0.205396,1,3,9,1,FALSE,1,0,1,1,TRUE,FALSE,high_6,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
111,"['low', 2]",2,white,135,right,down,low,white_low_135_down,black_low_45_down,11,right,0.21387,1,11,9,0,TRUE,5,1,1,1,TRUE,FALSE,low_2,0.75,-1,3,,,,,,,,,,,165,2,3.2.2021,164.8921523
