trial_number,trial_type,mask_present,cycle_number,first_color,first_orientation,correct_response,visual_field,spatial_frequency,first_stim,second_stim,stimulus_frame_duration,answer,rt,accuracy,frame_rate,participant,psychopyVersion,frame_rate_detected
110,"['low', 64, 2, True]",TRUE,64,black,45,right,down,low,black_low_45_down,white_low_135_down,2,right,0.223308,1,120,3,3.2.2021,120.1901408
111,"['low', 4, 2, True]",TRUE,4,black,45,right,up,low,black_low_45_up,white_low_135_up,2,right,0.0645849,1,120,3,3.2.2021,120.1901408
112,"['high', 16, 2, True]",TRUE,16,black,135,left,up,high,black_high_135_up,white_high_45_up,2,left,0.1707671,1,120,3,3.2.2021,120.1901408
113,"['low', 8, 2, True]",TRUE,8,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.0448087,1,120,3,3.2.2021,120.1901408
114,"['high', 64, 2, True]",TRUE,64,black,135,left,up,high,black_high_135_up,white_high_45_up,2,left,0.0596371,1,120,3,3.2.2021,120.1901408
115,"['low', 4, 2, True]",TRUE,4,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.1168843,1,120,3,3.2.2021,120.1901408
116,"['low', 3, 2, True]",TRUE,3,black,45,right,up,low,black_low_45_up,white_low_135_up,2,right,0.2094805,1,120,3,3.2.2021,120.1901408
117,"['high', 8, 2, True]",TRUE,8,black,135,left,up,high,black_high_135_up,white_high_45_up,2,left,0.0825752,1,120,3,3.2.2021,120.1901408
118,"['low', 64, 2, True]",TRUE,64,white,45,left,up,low,white_low_45_up,black_low_135_up,2,left,0.0961264,1,120,3,3.2.2021,120.1901408
119,"['low', 1, 2, True]",TRUE,1,black,135,left,up,low,black_low_135_up,white_low_45_up,2,right,0.2493804,0,120,3,3.2.2021,120.1901408
120,"['low', 16, 2, True]",TRUE,16,black,45,right,up,low,black_low_45_up,white_low_135_up,2,right,0.0518655,1,120,3,3.2.2021,120.1901408
121,"['high', 4, 2, True]",TRUE,4,black,135,left,down,high,black_high_135_down,white_high_45_down,2,right,0.0261068,0,120,3,3.2.2021,120.1901408
122,"['low', 32, 2, True]",TRUE,32,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.0757069,1,120,3,3.2.2021,120.1901408
123,"['high', 1, 2, False]",FALSE,1,white,135,right,down,high,white_high_135_down,black_high_45_down,2,right,0.7582404,1,120,3,3.2.2021,120.1901408
124,"['high', 8, 2, True]",TRUE,8,black,135,left,up,high,black_high_135_up,white_high_45_up,2,left,0.5056804,1,120,3,3.2.2021,120.1901408
125,"['low', 1, 2, True]",TRUE,1,black,45,right,down,low,black_low_45_down,white_low_135_down,2,right,0.2603279,1,120,3,3.2.2021,120.1901408
126,"['high', 1, 2, False]",FALSE,1,black,45,right,up,high,black_high_45_up,white_high_135_up,2,left,0.5216565,0,120,3,3.2.2021,120.1901408
127,"['low', 64, 2, True]",TRUE,64,black,45,right,up,low,black_low_45_up,white_low_135_up,2,right,0.0322617,1,120,3,3.2.2021,120.1901408
128,"['high', 1, 2, False]",FALSE,1,white,45,left,up,high,white_high_45_up,black_high_135_up,2,right,1.2363907,0,120,3,3.2.2021,120.1901408
129,"['high', 3, 2, True]",TRUE,3,black,135,left,up,high,black_high_135_up,white_high_45_up,2,right,0.6791141,0,120,3,3.2.2021,120.1901408
130,"['high', 16, 2, True]",TRUE,16,white,45,left,down,high,white_high_45_down,black_high_135_down,2,left,0.1011876,1,120,3,3.2.2021,120.1901408
131,"['high', 32, 2, True]",TRUE,32,white,45,left,up,high,white_high_45_up,black_high_135_up,2,left,0.1332418,1,120,3,3.2.2021,120.1901408
132,"['low', 1, 2, True]",TRUE,1,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.5061582,1,120,3,3.2.2021,120.1901408
133,"['high', 4, 2, True]",TRUE,4,black,135,left,up,high,black_high_135_up,white_high_45_up,2,left,0.5995659,1,120,3,3.2.2021,120.1901408
134,"['high', 1, 2, False]",FALSE,1,black,45,right,down,high,black_high_45_down,white_high_135_down,2,left,0.5571946,0,120,3,3.2.2021,120.1901408
135,"['high', 16, 2, True]",TRUE,16,black,135,left,up,high,black_high_135_up,white_high_45_up,2,left,0.3633512,1,120,3,3.2.2021,120.1901408
136,"['high', 3, 2, True]",TRUE,3,white,45,left,up,high,white_high_45_up,black_high_135_up,2,left,0.2085995,1,120,3,3.2.2021,120.1901408
137,"['high', 3, 2, True]",TRUE,3,black,45,right,up,high,black_high_45_up,white_high_135_up,2,left,0.0817572,0,120,3,3.2.2021,120.1901408
138,"['high', 8, 2, True]",TRUE,8,white,45,left,up,high,white_high_45_up,black_high_135_up,2,left,0.4766398,1,120,3,3.2.2021,120.1901408
139,"['high', 4, 2, True]",TRUE,4,black,135,left,up,high,black_high_135_up,white_high_45_up,2,left,0.1389204,1,120,3,3.2.2021,120.1901408
140,"['low', 64, 2, True]",TRUE,64,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.454739,1,120,3,3.2.2021,120.1901408
141,"['high', 2, 2, True]",TRUE,2,white,45,left,down,high,white_high_45_down,black_high_135_down,2,left,0.1377555,1,120,3,3.2.2021,120.1901408
142,"['low', 1, 2, False]",FALSE,1,black,45,right,up,low,black_low_45_up,white_low_135_up,2,right,0.474483,1,120,3,3.2.2021,120.1901408
143,"['low', 3, 2, True]",TRUE,3,black,135,left,up,low,black_low_135_up,white_low_45_up,2,right,0.1616497,0,120,3,3.2.2021,120.1901408
144,"['low', 2, 2, True]",TRUE,2,black,135,left,down,low,black_low_135_down,white_low_45_down,2,right,0.1345681,0,120,3,3.2.2021,120.1901408
145,"['low', 16, 2, True]",TRUE,16,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.1728084,1,120,3,3.2.2021,120.1901408
146,"['low', 64, 2, True]",TRUE,64,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.0151061,1,120,3,3.2.2021,120.1901408
147,"['low', 4, 2, True]",TRUE,4,black,135,left,up,low,black_low_135_up,white_low_45_up,2,right,0.065012,0,120,3,3.2.2021,120.1901408
148,"['high', 16, 2, True]",TRUE,16,black,135,left,down,high,black_high_135_down,white_high_45_down,2,left,0.015115,1,120,3,3.2.2021,120.1901408
149,"['low', 8, 2, True]",TRUE,8,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.3675135,1,120,3,3.2.2021,120.1901408
150,"['low', 3, 2, True]",TRUE,3,white,45,left,down,low,white_low_45_down,black_low_135_down,2,left,0.2011051,1,120,3,3.2.2021,120.1901408
151,"['low', 16, 2, True]",TRUE,16,white,45,left,up,low,white_low_45_up,black_low_135_up,2,left,0.7126898,1,120,3,3.2.2021,120.1901408
152,"['high', 3, 2, True]",TRUE,3,black,45,right,up,high,black_high_45_up,white_high_135_up,2,left,0.2004869,0,120,3,3.2.2021,120.1901408
153,"['high', 32, 2, True]",TRUE,32,black,45,right,down,high,black_high_45_down,white_high_135_down,2,right,0.3407567,1,120,3,3.2.2021,120.1901408
154,"['low', 8, 2, True]",TRUE,8,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.1755402,1,120,3,3.2.2021,120.1901408
155,"['high', 16, 2, True]",TRUE,16,white,45,left,up,high,white_high_45_up,black_high_135_up,2,left,0.1180909,1,120,3,3.2.2021,120.1901408
156,"['low', 1, 2, False]",FALSE,1,white,45,left,up,low,white_low_45_up,black_low_135_up,2,left,0.2856201,1,120,3,3.2.2021,120.1901408
157,"['low', 4, 2, True]",TRUE,4,black,45,right,down,low,black_low_45_down,white_low_135_down,2,right,0.3234403,1,120,3,3.2.2021,120.1901408
158,"['high', 64, 2, True]",TRUE,64,white,45,left,up,high,white_high_45_up,black_high_135_up,2,right,0.1060652,0,120,3,3.2.2021,120.1901408
159,"['low', 8, 2, True]",TRUE,8,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.2460143,1,120,3,3.2.2021,120.1901408
160,"['low', 3, 2, True]",TRUE,3,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.1428307,1,120,3,3.2.2021,120.1901408
161,"['low', 2, 2, True]",TRUE,2,white,45,left,down,low,white_low_45_down,black_low_135_down,2,left,0.1097361,1,120,3,3.2.2021,120.1901408
162,"['high', 3, 60, False]",FALSE,3,black,45,right,down,high,black_high_45_down,white_high_135_down,60,right,0.4178537,1,120,3,3.2.2021,120.1901408
163,"['low', 32, 2, True]",TRUE,32,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.2110856,1,120,3,3.2.2021,120.1901408
164,"['high', 3, 60, False]",FALSE,3,white,45,left,up,high,white_high_45_up,black_high_135_up,60,left,0.2509655,1,120,3,3.2.2021,120.1901408
165,"['low', 4, 2, True]",TRUE,4,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.2682125,1,120,3,3.2.2021,120.1901408
166,"['low', 16, 2, True]",TRUE,16,white,45,left,down,low,white_low_45_down,black_low_135_down,2,left,0.1445188,1,120,3,3.2.2021,120.1901408
167,"['low', 64, 2, True]",TRUE,64,white,45,left,down,low,white_low_45_down,black_low_135_down,2,left,0.3624486,1,120,3,3.2.2021,120.1901408
168,"['low', 2, 2, True]",TRUE,2,white,45,left,up,low,white_low_45_up,black_low_135_up,2,left,0.5975522,1,120,3,3.2.2021,120.1901408
169,"['low', 64, 2, True]",TRUE,64,white,45,left,up,low,white_low_45_up,black_low_135_up,2,left,2.6532104,1,120,3,3.2.2021,120.1901408
170,"['low', 3, 2, True]",TRUE,3,white,45,left,down,low,white_low_45_down,black_low_135_down,2,right,0.4916466,0,120,3,3.2.2021,120.1901408
171,"['low', 1, 2, False]",FALSE,1,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.4684557,1,120,3,3.2.2021,120.1901408
172,"['low', 4, 2, True]",TRUE,4,black,135,left,down,low,black_low_135_down,white_low_45_down,2,right,1.0268609,0,120,3,3.2.2021,120.1901408
173,"['low', 3, 2, True]",TRUE,3,white,45,left,down,low,white_low_45_down,black_low_135_down,2,right,1.4473873,0,120,3,3.2.2021,120.1901408
174,"['high', 4, 2, True]",TRUE,4,white,135,right,down,high,white_high_135_down,black_high_45_down,2,right,0.4571222,1,120,3,3.2.2021,120.1901408
175,"['low', 1, 2, True]",TRUE,1,white,45,left,up,low,white_low_45_up,black_low_135_up,2,left,0.3517513,1,120,3,3.2.2021,120.1901408
176,"['high', 8, 2, True]",TRUE,8,black,45,right,up,high,black_high_45_up,white_high_135_up,2,right,0.4289935,1,120,3,3.2.2021,120.1901408
177,"['low', 8, 2, True]",TRUE,8,black,135,left,up,low,black_low_135_up,white_low_45_up,2,left,0.2346236,1,120,3,3.2.2021,120.1901408
178,"['high', 3, 2, True]",TRUE,3,white,135,right,up,high,white_high_135_up,black_high_45_up,2,right,0.2621894,1,120,3,3.2.2021,120.1901408
