trial_number,trial_type,mask_present,cycle_number,first_color,first_orientation,correct_response,visual_field,spatial_frequency,first_stim,second_stim,stimulus_frame_duration,answer,rt,accuracy,frame_rate,participant,psychopyVersion,frame_rate_detected
0,"['low', 2, 2, True]",TRUE,2,black,135,left,up,low,black_low_135_up,white_low_45_up,2,left,0.3044193,1,120,7,3.2.2021,119.967225
1,"['low', 16, 2, True]",TRUE,16,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.2390485,1,120,7,3.2.2021,119.967225
2,"['low', 8, 2, True]",TRUE,8,white,45,left,up,low,white_low_45_up,black_low_135_up,2,left,0.1138624,1,120,7,3.2.2021,119.967225
3,"['low', 64, 2, True]",TRUE,64,black,45,right,down,low,black_low_45_down,white_low_135_down,2,right,0.040028,1,120,7,3.2.2021,119.967225
4,"['high', 16, 2, True]",TRUE,16,white,45,left,up,high,white_high_45_up,black_high_135_up,2,left,0.1548432,1,120,7,3.2.2021,119.967225
5,"['high', 32, 2, True]",TRUE,32,white,45,left,up,high,white_high_45_up,black_high_135_up,2,left,0.1864132,1,120,7,3.2.2021,119.967225
6,"['high', 1, 2, True]",TRUE,1,black,135,left,down,high,black_high_135_down,white_high_45_down,2,left,0.8611876,1,120,7,3.2.2021,119.967225
7,"['high', 16, 2, True]",TRUE,16,black,45,right,up,high,black_high_45_up,white_high_135_up,2,right,0.7778391,1,120,7,3.2.2021,119.967225
8,"['low', 64, 2, True]",TRUE,64,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.1424472,1,120,7,3.2.2021,119.967225
9,"['high', 4, 2, True]",TRUE,4,black,135,left,up,high,black_high_135_up,white_high_45_up,2,left,0.3076515,1,120,7,3.2.2021,119.967225
10,"['high', 3, 60, False]",FALSE,3,white,45,left,down,high,white_high_45_down,black_high_135_down,60,left,0.3413956,1,120,7,3.2.2021,119.967225
11,"['low', 1, 2, False]",FALSE,1,black,45,right,down,low,black_low_45_down,white_low_135_down,2,right,1.1876923,1,120,7,3.2.2021,119.967225
12,"['high', 16, 2, True]",TRUE,16,white,135,right,down,high,white_high_135_down,black_high_45_down,2,right,0.2669532,1,120,7,3.2.2021,119.967225
13,"['low', 1, 2, False]",FALSE,1,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.8436311,1,120,7,3.2.2021,119.967225
14,"['low', 3, 2, True]",TRUE,3,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.5607402,1,120,7,3.2.2021,119.967225
15,"['high', 2, 2, True]",TRUE,2,black,135,left,down,high,black_high_135_down,white_high_45_down,2,right,1.3064789,0,120,7,3.2.2021,119.967225
16,"['low', 2, 2, True]",TRUE,2,black,45,right,up,low,black_low_45_up,white_low_135_up,2,right,1.2353372,1,120,7,3.2.2021,119.967225
17,"['low', 2, 2, True]",TRUE,2,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.524904,1,120,7,3.2.2021,119.967225
18,"['low', 2, 2, True]",TRUE,2,white,45,left,down,low,white_low_45_down,black_low_135_down,2,left,0.3688264,1,120,7,3.2.2021,119.967225
19,"['low', 64, 2, True]",TRUE,64,black,45,right,down,low,black_low_45_down,white_low_135_down,2,right,0.0227399,1,120,7,3.2.2021,119.967225
20,"['low', 16, 2, True]",TRUE,16,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,1.8669359,1,120,7,3.2.2021,119.967225
21,"['low', 1, 2, False]",FALSE,1,white,45,left,down,low,white_low_45_down,black_low_135_down,2,left,0.9209716,1,120,7,3.2.2021,119.967225
22,"['high', 16, 2, True]",TRUE,16,white,135,right,down,high,white_high_135_down,black_high_45_down,2,right,0.4008105,1,120,7,3.2.2021,119.967225
23,"['high', 8, 2, True]",TRUE,8,black,45,right,down,high,black_high_45_down,white_high_135_down,2,right,0.2191524,1,120,7,3.2.2021,119.967225
24,"['high', 64, 2, True]",TRUE,64,black,135,left,up,high,black_high_135_up,white_high_45_up,2,left,0.2717441,1,120,7,3.2.2021,119.967225
25,"['high', 16, 2, True]",TRUE,16,black,135,left,up,high,black_high_135_up,white_high_45_up,2,left,0.2670426,1,120,7,3.2.2021,119.967225
