trial_number,trial_type,mask_present,cycle_number,first_color,first_orientation,correct_response,visual_field,spatial_frequency,first_stim,second_stim,stimulus_frame_duration,answer,rt,accuracy,frame_rate,participant,psychopyVersion,frame_rate_detected
26,"['high', 1, 2, True]",TRUE,1,black,135,left,down,high,black_high_135_down,white_high_45_down,2,right,0.2131816,0,120,1,3.2.2021,119.9872334
27,"['high', 1, 2, False]",FALSE,1,black,45,right,down,high,black_high_45_down,white_high_135_down,2,right,0.2472527,1,120,1,3.2.2021,119.9872334
28,"['low', 1, 2, False]",FALSE,1,black,135,left,up,low,black_low_135_up,white_low_45_up,2,right,0.3978147,0,120,1,3.2.2021,119.9872334
29,"['low', 1, 2, True]",TRUE,1,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.4702108,1,120,1,3.2.2021,119.9872334
30,"['low', 3, 2, True]",TRUE,3,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.7171586,1,120,1,3.2.2021,119.9872334
31,"['low', 4, 2, True]",TRUE,4,black,135,left,down,low,black_low_135_down,white_low_45_down,2,right,0.2888354,0,120,1,3.2.2021,119.9872334
32,"['high', 4, 2, True]",TRUE,4,black,45,right,up,high,black_high_45_up,white_high_135_up,2,right,0.2911189,1,120,1,3.2.2021,119.9872334
33,"['low', 3, 2, True]",TRUE,3,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.6933529,1,120,1,3.2.2021,119.9872334
34,"['low', 4, 2, True]",TRUE,4,black,135,left,down,low,black_low_135_down,white_low_45_down,2,right,0.1716496,0,120,1,3.2.2021,119.9872334
35,"['low', 16, 2, True]",TRUE,16,white,45,left,down,low,white_low_45_down,black_low_135_down,2,right,2.2424058,0,120,1,3.2.2021,119.9872334
36,"['high', 32, 2, True]",TRUE,32,black,135,left,up,high,black_high_135_up,white_high_45_up,2,left,0.264053,1,120,1,3.2.2021,119.9872334
37,"['low', 16, 2, True]",TRUE,16,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.1244366,1,120,1,3.2.2021,119.9872334
38,"['high', 8, 2, True]",TRUE,8,black,135,left,down,high,black_high_135_down,white_high_45_down,2,left,0.1116943,1,120,1,3.2.2021,119.9872334
39,"['high', 8, 2, True]",TRUE,8,black,135,left,down,high,black_high_135_down,white_high_45_down,2,left,0.165361,1,120,1,3.2.2021,119.9872334
40,"['high', 8, 2, True]",TRUE,8,black,45,right,down,high,black_high_45_down,white_high_135_down,2,right,0.0998635,1,120,1,3.2.2021,119.9872334
41,"['low', 1, 2, False]",FALSE,1,white,45,left,down,low,white_low_45_down,black_low_135_down,2,right,0.1388375,0,120,1,3.2.2021,119.9872334
42,"['high', 3, 2, True]",TRUE,3,black,45,right,down,high,black_high_45_down,white_high_135_down,2,right,0.4266665,1,120,1,3.2.2021,119.9872334
43,"['high', 1, 2, False]",FALSE,1,black,45,right,down,high,black_high_45_down,white_high_135_down,2,right,0.2697466,1,120,1,3.2.2021,119.9872334
44,"['low', 3, 2, True]",TRUE,3,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.129914,1,120,1,3.2.2021,119.9872334
45,"['high', 1, 2, True]",TRUE,1,white,135,right,up,high,white_high_135_up,black_high_45_up,2,right,0.2722455,1,120,1,3.2.2021,119.9872334
46,"['high', 16, 2, True]",TRUE,16,white,45,left,down,high,white_high_45_down,black_high_135_down,2,left,0.3329003,1,120,1,3.2.2021,119.9872334
47,"['high', 64, 2, True]",TRUE,64,black,135,left,up,high,black_high_135_up,white_high_45_up,2,left,0.9455835,1,120,1,3.2.2021,119.9872334
48,"['high', 3, 2, True]",TRUE,3,white,135,right,up,high,white_high_135_up,black_high_45_up,2,right,0.2824513,1,120,1,3.2.2021,119.9872334
49,"['low', 4, 2, True]",TRUE,4,white,45,left,up,low,white_low_45_up,black_low_135_up,2,left,0.3191902,1,120,1,3.2.2021,119.9872334
50,"['high', 32, 2, True]",TRUE,32,white,45,left,up,high,white_high_45_up,black_high_135_up,2,left,0.4486958,1,120,1,3.2.2021,119.9872334
51,"['high', 4, 2, True]",TRUE,4,black,45,right,down,high,black_high_45_down,white_high_135_down,2,right,0.3001518,1,120,1,3.2.2021,119.9872334
52,"['low', 64, 2, True]",TRUE,64,black,135,left,up,low,black_low_135_up,white_low_45_up,2,left,0.4113849,1,120,1,3.2.2021,119.9872334
53,"['high', 16, 2, True]",TRUE,16,white,135,right,up,high,white_high_135_up,black_high_45_up,2,right,0.0516289,1,120,1,3.2.2021,119.9872334
54,"['high', 4, 2, True]",TRUE,4,black,135,left,down,high,black_high_135_down,white_high_45_down,2,right,2.7649272,0,120,1,3.2.2021,119.9872334
55,"['low', 3, 2, True]",TRUE,3,black,135,left,down,low,black_low_135_down,white_low_45_down,2,right,0.4852802,0,120,1,3.2.2021,119.9872334
56,"['high', 1, 2, False]",FALSE,1,white,135,right,up,high,white_high_135_up,black_high_45_up,2,right,0.1002148,1,120,1,3.2.2021,119.9872334
57,"['low', 4, 2, True]",TRUE,4,white,135,right,up,low,white_low_135_up,black_low_45_up,2,left,0.1519372,0,120,1,3.2.2021,119.9872334
58,"['high', 16, 2, True]",TRUE,16,black,135,left,up,high,black_high_135_up,white_high_45_up,2,right,0.3765627,0,120,1,3.2.2021,119.9872334
59,"['high', 64, 2, True]",TRUE,64,white,45,left,down,high,white_high_45_down,black_high_135_down,2,left,0.0211709,1,120,1,3.2.2021,119.9872334
60,"['low', 8, 2, True]",TRUE,8,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.0526295,1,120,1,3.2.2021,119.9872334
61,"['low', 1, 2, False]",FALSE,1,white,135,right,up,low,white_low_135_up,black_low_45_up,2,left,0.3283574,0,120,1,3.2.2021,119.9872334
62,"['low', 16, 2, True]",TRUE,16,black,45,right,up,low,black_low_45_up,white_low_135_up,2,right,0.2104642,1,120,1,3.2.2021,119.9872334
63,"['low', 1, 2, True]",TRUE,1,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.3500212,1,120,1,3.2.2021,119.9872334
64,"['low', 32, 2, True]",TRUE,32,white,45,left,up,low,white_low_45_up,black_low_135_up,2,left,0.5918286,1,120,1,3.2.2021,119.9872334
65,"['low', 1, 2, False]",FALSE,1,black,45,right,up,low,black_low_45_up,white_low_135_up,2,left,0.6621718,0,120,1,3.2.2021,119.9872334
66,"['high', 16, 2, True]",TRUE,16,black,45,right,up,high,black_high_45_up,white_high_135_up,2,right,0.3098067,1,120,1,3.2.2021,119.9872334
67,"['high', 16, 2, True]",TRUE,16,white,45,left,up,high,white_high_45_up,black_high_135_up,2,right,1.3877243,0,120,1,3.2.2021,119.9872334
68,"['high', 2, 2, True]",TRUE,2,white,45,left,down,high,white_high_45_down,black_high_135_down,2,right,0.4123775,0,120,1,3.2.2021,119.9872334
69,"['high', 1, 2, False]",FALSE,1,black,45,right,up,high,black_high_45_up,white_high_135_up,2,right,0.3395993,1,120,1,3.2.2021,119.9872334
70,"['low', 1, 2, True]",TRUE,1,black,45,right,down,low,black_low_45_down,white_low_135_down,2,right,0.1864451,1,120,1,3.2.2021,119.9872334
71,"['high', 4, 2, True]",TRUE,4,black,135,left,up,high,black_high_135_up,white_high_45_up,2,right,0.1363871,0,120,1,3.2.2021,119.9872334
72,"['high', 1, 2, False]",FALSE,1,black,45,right,up,high,black_high_45_up,white_high_135_up,2,left,0.4227041,0,120,1,3.2.2021,119.9872334
73,"['high', 32, 2, True]",TRUE,32,white,45,left,down,high,white_high_45_down,black_high_135_down,2,left,0.1635134,1,120,1,3.2.2021,119.9872334
74,"['high', 3, 2, True]",TRUE,3,white,45,left,down,high,white_high_45_down,black_high_135_down,2,right,0.3019245,0,120,1,3.2.2021,119.9872334
75,"['low', 3, 2, True]",TRUE,3,black,135,left,down,low,black_low_135_down,white_low_45_down,2,right,0.4272565,0,120,1,3.2.2021,119.9872334
76,"['high', 3, 60, False]",FALSE,3,black,135,left,up,high,black_high_135_up,white_high_45_up,60,left,0.189348,1,120,1,3.2.2021,119.9872334
77,"['low', 3, 2, True]",TRUE,3,black,45,right,up,low,black_low_45_up,white_low_135_up,2,right,0.0667432,1,120,1,3.2.2021,119.9872334
78,"['high', 32, 2, True]",TRUE,32,black,45,right,down,high,black_high_45_down,white_high_135_down,2,right,0.6761035,1,120,1,3.2.2021,119.9872334
79,"['high', 32, 2, True]",TRUE,32,black,135,left,down,high,black_high_135_down,white_high_45_down,2,left,0.4453275,1,120,1,3.2.2021,119.9872334
80,"['high', 64, 2, True]",TRUE,64,white,45,left,down,high,white_high_45_down,black_high_135_down,2,left,0.0116788,1,120,1,3.2.2021,119.9872334
81,"['low', 64, 2, True]",TRUE,64,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.2222146,1,120,1,3.2.2021,119.9872334
82,"['low', 1, 2, False]",FALSE,1,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.0858889,1,120,1,3.2.2021,119.9872334
83,"['high', 3, 60, False]",FALSE,3,white,45,left,up,high,white_high_45_up,black_high_135_up,60,left,0.0617178,1,120,1,3.2.2021,119.9872334
84,"['low', 1, 2, True]",TRUE,1,white,45,left,down,low,white_low_45_down,black_low_135_down,2,right,0.2647237,0,120,1,3.2.2021,119.9872334
85,"['low', 16, 2, True]",TRUE,16,black,45,right,up,low,black_low_45_up,white_low_135_up,2,right,0.5450343,1,120,1,3.2.2021,119.9872334
86,"['low', 2, 2, True]",TRUE,2,white,45,left,down,low,white_low_45_down,black_low_135_down,2,right,0.2163036,0,120,1,3.2.2021,119.9872334
87,"['high', 3, 2, True]",TRUE,3,black,135,left,up,high,black_high_135_up,white_high_45_up,2,right,0.2484008,0,120,1,3.2.2021,119.9872334
88,"['high', 64, 2, True]",TRUE,64,white,135,right,down,high,white_high_135_down,black_high_45_down,2,right,0.2401864,1,120,1,3.2.2021,119.9872334
89,"['low', 1, 2, False]",FALSE,1,black,135,left,up,low,black_low_135_up,white_low_45_up,2,right,0.5908571,0,120,1,3.2.2021,119.9872334
90,"['low', 16, 2, True]",TRUE,16,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.3881652,1,120,1,3.2.2021,119.9872334
91,"['low', 64, 2, True]",TRUE,64,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.9152309,1,120,1,3.2.2021,119.9872334
92,"['low', 4, 2, True]",TRUE,4,white,45,left,down,low,white_low_45_down,black_low_135_down,2,left,0.3616129,1,120,1,3.2.2021,119.9872334
93,"['high', 32, 2, True]",TRUE,32,white,45,left,down,high,white_high_45_down,black_high_135_down,2,left,0.2141315,1,120,1,3.2.2021,119.9872334
94,"['high', 64, 2, True]",TRUE,64,white,135,right,down,high,white_high_135_down,black_high_45_down,2,left,1.423129,0,120,1,3.2.2021,119.9872334
95,"['low', 4, 2, True]",TRUE,4,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.0135807,1,120,1,3.2.2021,119.9872334
96,"['high', 3, 2, True]",TRUE,3,black,45,right,up,high,black_high_45_up,white_high_135_up,2,left,1.4883851,0,120,1,3.2.2021,119.9872334
97,"['high', 16, 2, True]",TRUE,16,white,135,right,down,high,white_high_135_down,black_high_45_down,2,right,0.0834696,1,120,1,3.2.2021,119.9872334
98,"['high', 3, 60, False]",FALSE,3,black,45,right,down,high,black_high_45_down,white_high_135_down,60,right,0.123429,1,120,1,3.2.2021,119.9872334
99,"['low', 32, 2, True]",TRUE,32,black,45,right,up,low,black_low_45_up,white_low_135_up,2,right,0.2187329,1,120,1,3.2.2021,119.9872334
100,"['high', 1, 2, False]",FALSE,1,black,135,left,down,high,black_high_135_down,white_high_45_down,2,right,0.2256278,0,120,1,3.2.2021,119.9872334
101,"['high', 8, 2, True]",TRUE,8,white,135,right,up,high,white_high_135_up,black_high_45_up,2,right,0.020222,1,120,1,3.2.2021,119.9872334
102,"['low', 16, 2, True]",TRUE,16,black,135,left,up,low,black_low_135_up,white_low_45_up,2,left,0.3446474,1,120,1,3.2.2021,119.9872334
103,"['low', 64, 2, True]",TRUE,64,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.4168739,1,120,1,3.2.2021,119.9872334
104,"['low', 2, 2, True]",TRUE,2,black,135,left,up,low,black_low_135_up,white_low_45_up,2,right,0.267273,0,120,1,3.2.2021,119.9872334
105,"['low', 2, 2, True]",TRUE,2,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.3723309,1,120,1,3.2.2021,119.9872334
106,"['high', 2, 2, True]",TRUE,2,black,135,left,down,high,black_high_135_down,white_high_45_down,2,right,0.138779,0,120,1,3.2.2021,119.9872334
107,"['high', 8, 2, True]",TRUE,8,white,135,right,down,high,white_high_135_down,black_high_45_down,2,right,0.2373463,1,120,1,3.2.2021,119.9872334
108,"['high', 1, 2, True]",TRUE,1,black,45,right,up,high,black_high_45_up,white_high_135_up,2,right,0.1837792,1,120,1,3.2.2021,119.9872334
109,"['low', 16, 2, True]",TRUE,16,white,45,left,down,low,white_low_45_down,black_low_135_down,2,left,0.0311602,1,120,1,3.2.2021,119.9872334
110,"['high', 3, 2, True]",TRUE,3,white,45,left,up,high,white_high_45_up,black_high_135_up,2,right,0.1882209,0,120,1,3.2.2021,119.9872334
111,"['low', 2, 2, True]",TRUE,2,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.1001674,1,120,1,3.2.2021,119.9872334
112,"['low', 16, 2, True]",TRUE,16,black,135,left,up,low,black_low_135_up,white_low_45_up,2,left,0.0950201,1,120,1,3.2.2021,119.9872334
113,"['high', 3, 2, True]",TRUE,3,black,45,right,up,high,black_high_45_up,white_high_135_up,2,left,0.0763679,0,120,1,3.2.2021,119.9872334
114,"['low', 32, 2, True]",TRUE,32,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.6646381,1,120,1,3.2.2021,119.9872334
115,"['low', 3, 2, True]",TRUE,3,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.1759392,1,120,1,3.2.2021,119.9872334
116,"['low', 1, 2, False]",FALSE,1,black,135,left,up,low,black_low_135_up,white_low_45_up,2,left,0.3490834,1,120,1,3.2.2021,119.9872334
117,"['high', 2, 2, True]",TRUE,2,black,135,left,down,high,black_high_135_down,white_high_45_down,2,right,0.0741711,0,120,1,3.2.2021,119.9872334
118,"['low', 32, 2, True]",TRUE,32,black,135,left,up,low,black_low_135_up,white_low_45_up,2,left,0.3074569,1,120,1,3.2.2021,119.9872334
119,"['high', 1, 2, True]",TRUE,1,black,45,right,up,high,black_high_45_up,white_high_135_up,2,left,0.0486983,0,120,1,3.2.2021,119.9872334
120,"['low', 3, 2, True]",TRUE,3,white,45,left,down,low,white_low_45_down,black_low_135_down,2,left,0.1252942,1,120,1,3.2.2021,119.9872334
121,"['high', 16, 2, True]",TRUE,16,black,45,right,up,high,black_high_45_up,white_high_135_up,2,right,7.01181,1,120,1,3.2.2021,119.9872334
122,"['high', 2, 2, True]",TRUE,2,black,135,left,down,high,black_high_135_down,white_high_45_down,2,right,0.6395272,0,120,1,3.2.2021,119.9872334
123,"['low', 4, 2, True]",TRUE,4,black,45,right,down,low,black_low_45_down,white_low_135_down,2,right,0.1185459,1,120,1,3.2.2021,119.9872334
124,"['low', 1, 2, False]",FALSE,1,white,45,left,up,low,white_low_45_up,black_low_135_up,2,left,0.1156577,1,120,1,3.2.2021,119.9872334
125,"['high', 32, 2, True]",TRUE,32,black,135,left,down,high,black_high_135_down,white_high_45_down,2,left,0.3533609,1,120,1,3.2.2021,119.9872334
126,"['low', 8, 2, True]",TRUE,8,black,45,right,down,low,black_low_45_down,white_low_135_down,2,right,0.0122972,1,120,1,3.2.2021,119.9872334
127,"['high', 16, 2, True]",TRUE,16,white,45,left,down,high,white_high_45_down,black_high_135_down,2,left,0.5124876,1,120,1,3.2.2021,119.9872334
128,"['high', 4, 2, True]",TRUE,4,white,135,right,down,high,white_high_135_down,black_high_45_down,2,left,0.1670757,0,120,1,3.2.2021,119.9872334
129,"['high', 16, 2, True]",TRUE,16,white,45,left,down,high,white_high_45_down,black_high_135_down,2,left,0.1180988,1,120,1,3.2.2021,119.9872334
130,"['low', 64, 2, True]",TRUE,64,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.3359271,1,120,1,3.2.2021,119.9872334
131,"['low', 16, 2, True]",TRUE,16,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.1531442,1,120,1,3.2.2021,119.9872334
132,"['high', 8, 2, True]",TRUE,8,black,135,left,down,high,black_high_135_down,white_high_45_down,2,left,0.0553065,1,120,1,3.2.2021,119.9872334
133,"['low', 2, 2, True]",TRUE,2,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.2626501,1,120,1,3.2.2021,119.9872334
134,"['low', 1, 2, True]",TRUE,1,white,45,left,down,low,white_low_45_down,black_low_135_down,2,left,0.2465523,1,120,1,3.2.2021,119.9872334
135,"['low', 1, 2, True]",TRUE,1,white,45,left,down,low,white_low_45_down,black_low_135_down,2,left,0.3038584,1,120,1,3.2.2021,119.9872334
136,"['high', 3, 60, False]",FALSE,3,white,45,left,down,high,white_high_45_down,black_high_135_down,60,left,0.2860957,1,120,1,3.2.2021,119.9872334
137,"['high', 64, 2, True]",TRUE,64,white,45,left,down,high,white_high_45_down,black_high_135_down,2,left,0.3904795,1,120,1,3.2.2021,119.9872334
138,"['low', 4, 2, True]",TRUE,4,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.1933247,1,120,1,3.2.2021,119.9872334
139,"['low', 4, 2, True]",TRUE,4,black,45,right,down,low,black_low_45_down,white_low_135_down,2,right,0.1731913,1,120,1,3.2.2021,119.9872334
140,"['low', 64, 2, True]",TRUE,64,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.7342863,1,120,1,3.2.2021,119.9872334
141,"['high', 16, 2, True]",TRUE,16,white,135,right,down,high,white_high_135_down,black_high_45_down,2,right,0.0879173,1,120,1,3.2.2021,119.9872334
142,"['high', 32, 2, True]",TRUE,32,white,135,right,up,high,white_high_135_up,black_high_45_up,2,right,0.3776337,1,120,1,3.2.2021,119.9872334
143,"['low', 8, 2, True]",TRUE,8,black,45,right,down,low,black_low_45_down,white_low_135_down,2,right,0.2090523,1,120,1,3.2.2021,119.9872334
144,"['low', 4, 2, True]",TRUE,4,white,45,left,up,low,white_low_45_up,black_low_135_up,2,right,0.1188757,0,120,1,3.2.2021,119.9872334
145,"['high', 32, 2, True]",TRUE,32,white,135,right,down,high,white_high_135_down,black_high_45_down,2,right,0.2605045,1,120,1,3.2.2021,119.9872334
146,"['high', 8, 2, True]",TRUE,8,black,45,right,up,high,black_high_45_up,white_high_135_up,2,right,0.3409186,1,120,1,3.2.2021,119.9872334
147,"['low', 3, 2, True]",TRUE,3,black,135,left,down,low,black_low_135_down,white_low_45_down,2,right,0.2834273,0,120,1,3.2.2021,119.9872334
148,"['low', 8, 2, True]",TRUE,8,white,45,left,up,low,white_low_45_up,black_low_135_up,2,right,0.0784519,0,120,1,3.2.2021,119.9872334
149,"['low', 2, 2, True]",TRUE,2,black,45,right,up,low,black_low_45_up,white_low_135_up,2,right,0.0689885,1,120,1,3.2.2021,119.9872334
150,"['high', 2, 2, True]",TRUE,2,white,135,right,down,high,white_high_135_down,black_high_45_down,2,right,0.1664161,1,120,1,3.2.2021,119.9872334
151,"['high', 3, 2, True]",TRUE,3,white,45,left,up,high,white_high_45_up,black_high_135_up,2,right,0.1806975,0,120,1,3.2.2021,119.9872334
152,"['low', 2, 2, True]",TRUE,2,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.3018598,1,120,1,3.2.2021,119.9872334
153,"['high', 1, 2, False]",FALSE,1,black,45,right,up,high,black_high_45_up,white_high_135_up,2,left,0.2429617,0,120,1,3.2.2021,119.9872334
154,"['low', 1, 2, True]",TRUE,1,black,135,left,down,low,black_low_135_down,white_low_45_down,2,right,0.0166848,0,120,1,3.2.2021,119.9872334
155,"['low', 16, 2, True]",TRUE,16,white,45,left,up,low,white_low_45_up,black_low_135_up,2,right,0.3756907,0,120,1,3.2.2021,119.9872334
156,"['high', 3, 2, True]",TRUE,3,black,45,right,up,high,black_high_45_up,white_high_135_up,2,left,0.1518272,0,120,1,3.2.2021,119.9872334
157,"['low', 4, 2, True]",TRUE,4,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,1.3506304,1,120,1,3.2.2021,119.9872334
158,"['low', 2, 2, True]",TRUE,2,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.1449912,1,120,1,3.2.2021,119.9872334
159,"['high', 4, 2, True]",TRUE,4,white,45,left,up,high,white_high_45_up,black_high_135_up,2,right,0.2139445,0,120,1,3.2.2021,119.9872334
160,"['low', 1, 2, True]",TRUE,1,white,45,left,up,low,white_low_45_up,black_low_135_up,2,left,0.2496175,1,120,1,3.2.2021,119.9872334
161,"['high', 16, 2, True]",TRUE,16,white,135,right,down,high,white_high_135_down,black_high_45_down,2,right,0.2874852,1,120,1,3.2.2021,119.9872334
162,"['low', 64, 2, True]",TRUE,64,black,45,right,down,low,black_low_45_down,white_low_135_down,2,right,0.2137477,1,120,1,3.2.2021,119.9872334
163,"['low', 1, 2, True]",TRUE,1,white,45,left,up,low,white_low_45_up,black_low_135_up,2,left,0.0371808,1,120,1,3.2.2021,119.9872334
164,"['low', 16, 2, True]",TRUE,16,white,45,left,up,low,white_low_45_up,black_low_135_up,2,right,0.2344495,0,120,1,3.2.2021,119.9872334
165,"['high', 1, 2, False]",FALSE,1,white,135,right,down,high,white_high_135_down,black_high_45_down,2,right,0.154524,1,120,1,3.2.2021,119.9872334
166,"['high', 4, 2, True]",TRUE,4,black,45,right,down,high,black_high_45_down,white_high_135_down,2,right,0.1627789,1,120,1,3.2.2021,119.9872334
167,"['high', 3, 60, False]",FALSE,3,white,45,left,up,high,white_high_45_up,black_high_135_up,60,left,0.0261245,1,120,1,3.2.2021,119.9872334
168,"['low', 3, 2, True]",TRUE,3,black,135,left,down,low,black_low_135_down,white_low_45_down,2,right,1.0468615,0,120,1,3.2.2021,119.9872334
169,"['high', 16, 2, True]",TRUE,16,black,45,right,up,high,black_high_45_up,white_high_135_up,2,left,0.2738223,0,120,1,3.2.2021,119.9872334
170,"['high', 4, 2, True]",TRUE,4,black,135,left,up,high,black_high_135_up,white_high_45_up,2,left,0.2431369,1,120,1,3.2.2021,119.9872334
171,"['low', 1, 2, False]",FALSE,1,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.505399,1,120,1,3.2.2021,119.9872334
172,"['high', 1, 2, True]",TRUE,1,white,45,left,down,high,white_high_45_down,black_high_135_down,2,right,0.2102361,0,120,1,3.2.2021,119.9872334
173,"['high', 32, 2, True]",TRUE,32,black,135,left,up,high,black_high_135_up,white_high_45_up,2,left,0.3313066,1,120,1,3.2.2021,119.9872334
174,"['low', 16, 2, True]",TRUE,16,white,45,left,up,low,white_low_45_up,black_low_135_up,2,right,0.4769281,0,120,1,3.2.2021,119.9872334
175,"['high', 2, 2, True]",TRUE,2,black,45,right,down,high,black_high_45_down,white_high_135_down,2,left,0.1380468,0,120,1,3.2.2021,119.9872334
176,"['low', 2, 2, True]",TRUE,2,black,45,right,up,low,black_low_45_up,white_low_135_up,2,left,0.1195214,0,120,1,3.2.2021,119.9872334
177,"['low', 2, 2, True]",TRUE,2,black,45,right,up,low,black_low_45_up,white_low_135_up,2,right,0.4633763,1,120,1,3.2.2021,119.9872334
178,"['low', 3, 2, True]",TRUE,3,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.6434961,1,120,1,3.2.2021,119.9872334
