trial_number,trial_type,mask_present,cycle_number,first_color,first_orientation,correct_response,visual_field,spatial_frequency,first_stim,second_stim,stimulus_frame_duration,answer,rt,accuracy,frame_rate,participant,psychopyVersion,frame_rate_detected
41,"['high', 4, 2, True]",TRUE,4,black,45,right,down,high,black_high_45_down,white_high_135_down,2,left,1.6137968,0,120,6,3.2.2021,120.2852685
42,"['high', 3, 2, True]",TRUE,3,white,45,left,up,high,white_high_45_up,black_high_135_up,2,right,0.5294111,0,120,6,3.2.2021,120.2852685
43,"['low', 16, 2, True]",TRUE,16,black,45,right,down,low,black_low_45_down,white_low_135_down,2,right,0.3016561,1,120,6,3.2.2021,120.2852685
44,"['low', 3, 2, True]",TRUE,3,white,45,left,down,low,white_low_45_down,black_low_135_down,2,right,1.4273544,0,120,6,3.2.2021,120.2852685
45,"['high', 16, 2, True]",TRUE,16,white,45,left,up,high,white_high_45_up,black_high_135_up,2,left,0.283802,1,120,6,3.2.2021,120.2852685
46,"['high', 32, 2, True]",TRUE,32,black,135,left,down,high,black_high_135_down,white_high_45_down,2,left,0.2559951,1,120,6,3.2.2021,120.2852685
47,"['high', 8, 2, True]",TRUE,8,black,135,left,down,high,black_high_135_down,white_high_45_down,2,left,0.0904464,1,120,6,3.2.2021,120.2852685
48,"['high', 3, 60, False]",FALSE,3,white,45,left,down,high,white_high_45_down,black_high_135_down,60,left,0.2637539,1,120,6,3.2.2021,120.2852685
49,"['high', 64, 2, True]",TRUE,64,black,45,right,up,high,black_high_45_up,white_high_135_up,2,right,0.2693372,1,120,6,3.2.2021,120.2852685
50,"['low', 3, 2, True]",TRUE,3,black,135,left,down,low,black_low_135_down,white_low_45_down,2,right,0.2784918,0,120,6,3.2.2021,120.2852685
51,"['high', 8, 2, True]",TRUE,8,black,45,right,up,high,black_high_45_up,white_high_135_up,2,right,0.2901188,1,120,6,3.2.2021,120.2852685
52,"['high', 1, 2, False]",FALSE,1,white,135,right,down,high,white_high_135_down,black_high_45_down,2,left,0.6937808,0,120,6,3.2.2021,120.2852685
53,"['high', 1, 2, True]",TRUE,1,black,45,right,down,high,black_high_45_down,white_high_135_down,2,left,0.6443581,0,120,6,3.2.2021,120.2852685
54,"['high', 16, 2, True]",TRUE,16,black,135,left,up,high,black_high_135_up,white_high_45_up,2,left,0.276792,1,120,6,3.2.2021,120.2852685
55,"['low', 3, 2, True]",TRUE,3,black,135,left,down,low,black_low_135_down,white_low_45_down,2,right,0.7996524,0,120,6,3.2.2021,120.2852685
56,"['low', 1, 2, False]",FALSE,1,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,2.369703,1,120,6,3.2.2021,120.2852685
57,"['high', 4, 2, True]",TRUE,4,black,45,right,down,high,black_high_45_down,white_high_135_down,2,left,0.6483708,0,120,6,3.2.2021,120.2852685
58,"['low', 2, 2, True]",TRUE,2,white,45,left,up,low,white_low_45_up,black_low_135_up,2,right,0.2294961,0,120,6,3.2.2021,120.2852685
59,"['high', 32, 2, True]",TRUE,32,white,135,right,down,high,white_high_135_down,black_high_45_down,2,right,1.0411982,1,120,6,3.2.2021,120.2852685
60,"['low', 1, 2, True]",TRUE,1,white,45,left,up,low,white_low_45_up,black_low_135_up,2,right,0.9614673,0,120,6,3.2.2021,120.2852685
61,"['high', 3, 60, False]",FALSE,3,white,45,left,down,high,white_high_45_down,black_high_135_down,60,left,0.2842249,1,120,6,3.2.2021,120.2852685
62,"['low', 32, 2, True]",TRUE,32,black,45,right,down,low,black_low_45_down,white_low_135_down,2,right,0.3317061,1,120,6,3.2.2021,120.2852685
63,"['low', 64, 2, True]",TRUE,64,white,45,left,up,low,white_low_45_up,black_low_135_up,2,left,0.2543418,1,120,6,3.2.2021,120.2852685
64,"['high', 1, 2, True]",TRUE,1,black,45,right,up,high,black_high_45_up,white_high_135_up,2,left,0.282186,0,120,6,3.2.2021,120.2852685
65,"['high', 1, 2, True]",TRUE,1,white,45,left,down,high,white_high_45_down,black_high_135_down,2,left,0.5263986,1,120,6,3.2.2021,120.2852685
66,"['high', 4, 2, True]",TRUE,4,white,45,left,down,high,white_high_45_down,black_high_135_down,2,left,0.4727007,1,120,6,3.2.2021,120.2852685
67,"['high', 64, 2, True]",TRUE,64,black,45,right,down,high,black_high_45_down,white_high_135_down,2,right,0.268325,1,120,6,3.2.2021,120.2852685
68,"['low', 32, 2, True]",TRUE,32,black,45,right,down,low,black_low_45_down,white_low_135_down,2,right,0.1778772,1,120,6,3.2.2021,120.2852685
69,"['high', 16, 2, True]",TRUE,16,black,45,right,up,high,black_high_45_up,white_high_135_up,2,right,2.8440977,1,120,6,3.2.2021,120.2852685
70,"['low', 64, 2, True]",TRUE,64,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.6710972,1,120,6,3.2.2021,120.2852685
71,"['high', 2, 2, True]",TRUE,2,black,45,right,up,high,black_high_45_up,white_high_135_up,2,right,0.5538922,1,120,6,3.2.2021,120.2852685
72,"['low', 16, 2, True]",TRUE,16,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.4188158,1,120,6,3.2.2021,120.2852685
73,"['low', 1, 2, True]",TRUE,1,black,45,right,up,low,black_low_45_up,white_low_135_up,2,right,0.5095357,1,120,6,3.2.2021,120.2852685
74,"['low', 16, 2, True]",TRUE,16,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.134863,1,120,6,3.2.2021,120.2852685
75,"['low', 3, 2, True]",TRUE,3,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.4601521,1,120,6,3.2.2021,120.2852685
76,"['high', 1, 2, True]",TRUE,1,black,45,right,down,high,black_high_45_down,white_high_135_down,2,right,0.3863922,1,120,6,3.2.2021,120.2852685
77,"['low', 1, 2, False]",FALSE,1,black,135,left,up,low,black_low_135_up,white_low_45_up,2,left,0.3335296,1,120,6,3.2.2021,120.2852685
78,"['high', 2, 2, True]",TRUE,2,white,135,right,up,high,white_high_135_up,black_high_45_up,2,right,0.8211638,1,120,6,3.2.2021,120.2852685
79,"['high', 16, 2, True]",TRUE,16,black,135,left,down,high,black_high_135_down,white_high_45_down,2,left,0.5164678,1,120,6,3.2.2021,120.2852685
80,"['high', 1, 2, True]",TRUE,1,white,135,right,up,high,white_high_135_up,black_high_45_up,2,right,0.4420644,1,120,6,3.2.2021,120.2852685
81,"['high', 4, 2, True]",TRUE,4,black,135,left,up,high,black_high_135_up,white_high_45_up,2,left,0.1357006,1,120,6,3.2.2021,120.2852685
82,"['low', 1, 2, False]",FALSE,1,white,45,left,up,low,white_low_45_up,black_low_135_up,2,left,0.7761383,1,120,6,3.2.2021,120.2852685
83,"['high', 32, 2, True]",TRUE,32,black,45,right,up,high,black_high_45_up,white_high_135_up,2,right,0.3320946,1,120,6,3.2.2021,120.2852685
84,"['low', 32, 2, True]",TRUE,32,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.2224655,1,120,6,3.2.2021,120.2852685
85,"['low', 4, 2, True]",TRUE,4,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.2518613,1,120,6,3.2.2021,120.2852685
86,"['low', 3, 2, True]",TRUE,3,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.0213569,1,120,6,3.2.2021,120.2852685
87,"['high', 3, 2, True]",TRUE,3,white,135,right,down,high,white_high_135_down,black_high_45_down,2,left,0.8903764,0,120,6,3.2.2021,120.2852685
88,"['low', 64, 2, True]",TRUE,64,black,45,right,up,low,black_low_45_up,white_low_135_up,2,right,0.2718868,1,120,6,3.2.2021,120.2852685
89,"['low', 16, 2, True]",TRUE,16,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.2468364,1,120,6,3.2.2021,120.2852685
90,"['low', 2, 2, True]",TRUE,2,black,45,right,up,low,black_low_45_up,white_low_135_up,2,right,0.3033829,1,120,6,3.2.2021,120.2852685
91,"['low', 1, 2, False]",FALSE,1,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.4493526,1,120,6,3.2.2021,120.2852685
92,"['high', 3, 60, False]",FALSE,3,white,135,right,up,high,white_high_135_up,black_high_45_up,60,right,0.2888667,1,120,6,3.2.2021,120.2852685
93,"['high', 16, 2, True]",TRUE,16,black,135,left,down,high,black_high_135_down,white_high_45_down,2,left,0.4076554,1,120,6,3.2.2021,120.2852685
94,"['low', 1, 2, False]",FALSE,1,white,135,right,down,low,white_low_135_down,black_low_45_down,2,left,0.9157009,0,120,6,3.2.2021,120.2852685
95,"['low', 2, 2, True]",TRUE,2,black,45,right,down,low,black_low_45_down,white_low_135_down,2,left,0.7615757,0,120,6,3.2.2021,120.2852685
96,"['low', 1, 2, True]",TRUE,1,white,135,right,down,low,white_low_135_down,black_low_45_down,2,left,0.4249615,0,120,6,3.2.2021,120.2852685
97,"['high', 32, 2, True]",TRUE,32,white,45,left,up,high,white_high_45_up,black_high_135_up,2,left,0.3289208,1,120,6,3.2.2021,120.2852685
98,"['low', 8, 2, True]",TRUE,8,white,135,right,up,low,white_low_135_up,black_low_45_up,2,left,0.0815417,0,120,6,3.2.2021,120.2852685
99,"['high', 32, 2, True]",TRUE,32,white,45,left,down,high,white_high_45_down,black_high_135_down,2,left,0.4554758,1,120,6,3.2.2021,120.2852685
100,"['high', 32, 2, True]",TRUE,32,white,135,right,down,high,white_high_135_down,black_high_45_down,2,right,0.2767712,1,120,6,3.2.2021,120.2852685
101,"['high', 4, 2, True]",TRUE,4,white,135,right,down,high,white_high_135_down,black_high_45_down,2,right,0.5466862,1,120,6,3.2.2021,120.2852685
102,"['high', 2, 2, True]",TRUE,2,white,45,left,down,high,white_high_45_down,black_high_135_down,2,left,0.4256019,1,120,6,3.2.2021,120.2852685
103,"['low', 16, 2, True]",TRUE,16,black,45,right,up,low,black_low_45_up,white_low_135_up,2,right,0.2787184,1,120,6,3.2.2021,120.2852685
104,"['low', 1, 2, True]",TRUE,1,black,45,right,down,low,black_low_45_down,white_low_135_down,2,right,0.3020327,1,120,6,3.2.2021,120.2852685
105,"['low', 64, 2, True]",TRUE,64,black,45,right,down,low,black_low_45_down,white_low_135_down,2,right,0.3000791,1,120,6,3.2.2021,120.2852685
106,"['high', 2, 2, True]",TRUE,2,white,135,right,up,high,white_high_135_up,black_high_45_up,2,right,0.4111155,1,120,6,3.2.2021,120.2852685
107,"['high', 1, 2, False]",FALSE,1,white,45,left,down,high,white_high_45_down,black_high_135_down,2,left,0.917782,1,120,6,3.2.2021,120.2852685
108,"['high', 32, 2, True]",TRUE,32,white,135,right,up,high,white_high_135_up,black_high_45_up,2,right,0.3472604,1,120,6,3.2.2021,120.2852685
109,"['high', 3, 2, True]",TRUE,3,black,45,right,up,high,black_high_45_up,white_high_135_up,2,right,0.2751549,1,120,6,3.2.2021,120.2852685
110,"['low', 32, 2, True]",TRUE,32,black,135,left,up,low,black_low_135_up,white_low_45_up,2,left,0.298604,1,120,6,3.2.2021,120.2852685
111,"['high', 3, 60, False]",FALSE,3,white,135,right,up,high,white_high_135_up,black_high_45_up,60,right,0.338738,1,120,6,3.2.2021,120.2852685
112,"['high', 32, 2, True]",TRUE,32,black,45,right,down,high,black_high_45_down,white_high_135_down,2,right,0.4922757,1,120,6,3.2.2021,120.2852685
113,"['low', 1, 2, True]",TRUE,1,white,135,right,up,low,white_low_135_up,black_low_45_up,2,left,0.6486692,0,120,6,3.2.2021,120.2852685
114,"['low', 2, 2, True]",TRUE,2,black,45,right,up,low,black_low_45_up,white_low_135_up,2,right,0.4358176,1,120,6,3.2.2021,120.2852685
115,"['low', 16, 2, True]",TRUE,16,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.3209457,1,120,6,3.2.2021,120.2852685
116,"['low', 1, 2, True]",TRUE,1,white,135,right,up,low,white_low_135_up,black_low_45_up,2,left,1.2412447,0,120,6,3.2.2021,120.2852685
117,"['low', 8, 2, True]",TRUE,8,white,45,left,up,low,white_low_45_up,black_low_135_up,2,left,0.321537,1,120,6,3.2.2021,120.2852685
118,"['low', 1, 2, True]",TRUE,1,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.4450766,1,120,6,3.2.2021,120.2852685
119,"['high', 3, 2, True]",TRUE,3,black,135,left,down,high,black_high_135_down,white_high_45_down,2,left,0.3387407,1,120,6,3.2.2021,120.2852685
120,"['low', 32, 2, True]",TRUE,32,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.5268987,1,120,6,3.2.2021,120.2852685
121,"['low', 3, 2, True]",TRUE,3,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.5053643,1,120,6,3.2.2021,120.2852685
122,"['high', 1, 2, True]",TRUE,1,white,45,left,down,high,white_high_45_down,black_high_135_down,2,right,0.7368952,0,120,6,3.2.2021,120.2852685
123,"['low', 4, 2, True]",TRUE,4,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.753287,1,120,6,3.2.2021,120.2852685
124,"['low', 1, 2, True]",TRUE,1,black,45,right,up,low,black_low_45_up,white_low_135_up,2,right,0.433397,1,120,6,3.2.2021,120.2852685
125,"['low', 16, 2, True]",TRUE,16,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.3696847,1,120,6,3.2.2021,120.2852685
126,"['low', 4, 2, True]",TRUE,4,black,135,left,up,low,black_low_135_up,white_low_45_up,2,left,0.5221232,1,120,6,3.2.2021,120.2852685
127,"['high', 1, 2, False]",FALSE,1,black,45,right,up,high,black_high_45_up,white_high_135_up,2,right,0.5528948,1,120,6,3.2.2021,120.2852685
128,"['high', 32, 2, True]",TRUE,32,black,135,left,up,high,black_high_135_up,white_high_45_up,2,left,0.4177321,1,120,6,3.2.2021,120.2852685
129,"['low', 32, 2, True]",TRUE,32,black,45,right,up,low,black_low_45_up,white_low_135_up,2,right,0.2804585,1,120,6,3.2.2021,120.2852685
130,"['low', 8, 2, True]",TRUE,8,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.3807222,1,120,6,3.2.2021,120.2852685
131,"['high', 3, 60, False]",FALSE,3,black,135,left,up,high,black_high_135_up,white_high_45_up,60,left,0.375908,1,120,6,3.2.2021,120.2852685
132,"['high', 1, 2, True]",TRUE,1,white,45,left,down,high,white_high_45_down,black_high_135_down,2,right,0.5311272,0,120,6,3.2.2021,120.2852685
133,"['high', 16, 2, True]",TRUE,16,white,45,left,down,high,white_high_45_down,black_high_135_down,2,left,0.2764654,1,120,6,3.2.2021,120.2852685
134,"['low', 2, 2, True]",TRUE,2,white,135,right,up,low,white_low_135_up,black_low_45_up,2,left,0.6153971,0,120,6,3.2.2021,120.2852685
135,"['high', 2, 2, True]",TRUE,2,white,135,right,up,high,white_high_135_up,black_high_45_up,2,left,0.3420558,0,120,6,3.2.2021,120.2852685
136,"['low', 3, 2, True]",TRUE,3,white,135,right,up,low,white_low_135_up,black_low_45_up,2,left,0.4724656,0,120,6,3.2.2021,120.2852685
137,"['low', 64, 2, True]",TRUE,64,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.3027087,1,120,6,3.2.2021,120.2852685
138,"['low', 3, 2, True]",TRUE,3,white,45,left,up,low,white_low_45_up,black_low_135_up,2,left,0.3473873,1,120,6,3.2.2021,120.2852685
139,"['high', 1, 2, False]",FALSE,1,white,135,right,up,high,white_high_135_up,black_high_45_up,2,left,0.5805918,0,120,6,3.2.2021,120.2852685
140,"['high', 8, 2, True]",TRUE,8,white,135,right,down,high,white_high_135_down,black_high_45_down,2,left,0.3514568,0,120,6,3.2.2021,120.2852685
141,"['high', 3, 2, True]",TRUE,3,white,135,right,down,high,white_high_135_down,black_high_45_down,2,right,1.2859925,1,120,6,3.2.2021,120.2852685
142,"['high', 16, 2, True]",TRUE,16,white,45,left,down,high,white_high_45_down,black_high_135_down,2,left,0.4820219,1,120,6,3.2.2021,120.2852685
143,"['low', 4, 2, True]",TRUE,4,black,45,right,down,low,black_low_45_down,white_low_135_down,2,right,0.2516979,1,120,6,3.2.2021,120.2852685
144,"['high', 16, 2, True]",TRUE,16,black,135,left,up,high,black_high_135_up,white_high_45_up,2,left,0.2777969,1,120,6,3.2.2021,120.2852685
145,"['low', 64, 2, True]",TRUE,64,black,135,left,up,low,black_low_135_up,white_low_45_up,2,left,0.3365135,1,120,6,3.2.2021,120.2852685
146,"['low', 3, 2, True]",TRUE,3,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.4152946,1,120,6,3.2.2021,120.2852685
147,"['high', 1, 2, True]",TRUE,1,white,45,left,up,high,white_high_45_up,black_high_135_up,2,left,0.0233942,1,120,6,3.2.2021,120.2852685
148,"['low', 1, 2, False]",FALSE,1,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.5285132,1,120,6,3.2.2021,120.2852685
149,"['low', 64, 2, True]",TRUE,64,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.5643381,1,120,6,3.2.2021,120.2852685
150,"['low', 8, 2, True]",TRUE,8,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.3094919,1,120,6,3.2.2021,120.2852685
151,"['high', 4, 2, True]",TRUE,4,white,45,left,down,high,white_high_45_down,black_high_135_down,2,left,0.3517549,1,120,6,3.2.2021,120.2852685
152,"['high', 2, 2, True]",TRUE,2,white,45,left,down,high,white_high_45_down,black_high_135_down,2,left,0.4151667,1,120,6,3.2.2021,120.2852685
153,"['low', 4, 2, True]",TRUE,4,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.2737844,1,120,6,3.2.2021,120.2852685
154,"['high', 1, 2, False]",FALSE,1,white,45,left,up,high,white_high_45_up,black_high_135_up,2,left,0.474091,1,120,6,3.2.2021,120.2852685
155,"['high', 3, 2, True]",TRUE,3,white,135,right,up,high,white_high_135_up,black_high_45_up,2,right,0.2677088,1,120,6,3.2.2021,120.2852685
156,"['low', 32, 2, True]",TRUE,32,black,45,right,down,low,black_low_45_down,white_low_135_down,2,right,0.2402593,1,120,6,3.2.2021,120.2852685
157,"['low', 16, 2, True]",TRUE,16,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.4515488,1,120,6,3.2.2021,120.2852685
158,"['low', 2, 2, True]",TRUE,2,black,45,right,up,low,black_low_45_up,white_low_135_up,2,right,0.3122131,1,120,6,3.2.2021,120.2852685
159,"['high', 1, 2, False]",FALSE,1,white,45,left,up,high,white_high_45_up,black_high_135_up,2,right,0.8224261,0,120,6,3.2.2021,120.2852685
160,"['high', 2, 2, True]",TRUE,2,black,45,right,down,high,black_high_45_down,white_high_135_down,2,right,0.2291711,1,120,6,3.2.2021,120.2852685
161,"['low', 2, 2, True]",TRUE,2,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.3202581,1,120,6,3.2.2021,120.2852685
162,"['high', 8, 2, True]",TRUE,8,black,45,right,down,high,black_high_45_down,white_high_135_down,2,right,0.3467408,1,120,6,3.2.2021,120.2852685
163,"['low', 1, 2, False]",FALSE,1,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.5382481,1,120,6,3.2.2021,120.2852685
164,"['high', 3, 60, False]",FALSE,3,white,135,right,down,high,white_high_135_down,black_high_45_down,60,right,0.3221015,1,120,6,3.2.2021,120.2852685
165,"['low', 1, 2, True]",TRUE,1,black,45,right,down,low,black_low_45_down,white_low_135_down,2,right,0.0091003,1,120,6,3.2.2021,120.2852685
166,"['high', 3, 2, True]",TRUE,3,black,45,right,up,high,black_high_45_up,white_high_135_up,2,right,0.4262278,1,120,6,3.2.2021,120.2852685
167,"['high', 2, 2, True]",TRUE,2,black,45,right,down,high,black_high_45_down,white_high_135_down,2,right,0.3853218,1,120,6,3.2.2021,120.2852685
168,"['low', 1, 2, False]",FALSE,1,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.7968864,1,120,6,3.2.2021,120.2852685
169,"['low', 1, 2, False]",FALSE,1,black,45,right,up,low,black_low_45_up,white_low_135_up,2,right,0.671767,1,120,6,3.2.2021,120.2852685
170,"['high', 1, 2, False]",FALSE,1,white,135,right,down,high,white_high_135_down,black_high_45_down,2,right,0.5323264,1,120,6,3.2.2021,120.2852685
171,"['low', 1, 2, False]",FALSE,1,white,45,left,up,low,white_low_45_up,black_low_135_up,2,left,0.4696937,1,120,6,3.2.2021,120.2852685
172,"['low', 16, 2, True]",TRUE,16,white,45,left,down,low,white_low_45_down,black_low_135_down,2,left,0.3577815,1,120,6,3.2.2021,120.2852685
173,"['low', 1, 2, True]",TRUE,1,white,135,right,up,low,white_low_135_up,black_low_45_up,2,left,0.4783194,0,120,6,3.2.2021,120.2852685
174,"['low', 3, 2, True]",TRUE,3,black,45,right,up,low,black_low_45_up,white_low_135_up,2,right,0.4439392,1,120,6,3.2.2021,120.2852685
175,"['low', 16, 2, True]",TRUE,16,black,135,left,up,low,black_low_135_up,white_low_45_up,2,left,0.3042464,1,120,6,3.2.2021,120.2852685
176,"['low', 8, 2, True]",TRUE,8,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.351225,1,120,6,3.2.2021,120.2852685
177,"['high', 16, 2, True]",TRUE,16,white,135,right,down,high,white_high_135_down,black_high_45_down,2,right,0.3006709,1,120,6,3.2.2021,120.2852685
178,"['low', 1, 2, True]",TRUE,1,white,45,left,down,low,white_low_45_down,black_low_135_down,2,left,0.3213931,1,120,6,3.2.2021,120.2852685
