trial_number,trial_type,mask_present,cycle_number,first_color,first_orientation,correct_response,visual_field,spatial_frequency,first_stim,second_stim,stimulus_frame_duration,answer,rt,accuracy,frame_rate,participant,psychopyVersion,frame_rate_detected
77,"['high', 2, 2, True]",TRUE,2,black,45,right,down,high,black_high_45_down,white_high_135_down,2,right,0.073563,1,120,4,3.2.2021,120.0252533
78,"['high', 3, 2, True]",TRUE,3,black,45,right,up,high,black_high_45_up,white_high_135_up,2,right,0.4151073,1,120,4,3.2.2021,120.0252533
79,"['low', 32, 2, True]",TRUE,32,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.6128997,1,120,4,3.2.2021,120.0252533
80,"['high', 16, 2, True]",TRUE,16,white,45,left,down,high,white_high_45_down,black_high_135_down,2,left,0.2010249,1,120,4,3.2.2021,120.0252533
81,"['low', 16, 2, True]",TRUE,16,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.1532811,1,120,4,3.2.2021,120.0252533
82,"['low', 64, 2, True]",TRUE,64,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.4721432,1,120,4,3.2.2021,120.0252533
83,"['low', 1, 2, True]",TRUE,1,white,45,left,up,low,white_low_45_up,black_low_135_up,2,left,0.4612398,1,120,4,3.2.2021,120.0252533
84,"['high', 16, 2, True]",TRUE,16,white,45,left,down,high,white_high_45_down,black_high_135_down,2,left,0.6452627,1,120,4,3.2.2021,120.0252533
85,"['low', 3, 2, True]",TRUE,3,black,45,right,down,low,black_low_45_down,white_low_135_down,2,right,0.1120812,1,120,4,3.2.2021,120.0252533
86,"['low', 1, 2, True]",TRUE,1,black,45,right,up,low,black_low_45_up,white_low_135_up,2,left,0.838658,0,120,4,3.2.2021,120.0252533
87,"['high', 1, 2, False]",FALSE,1,black,45,right,down,high,black_high_45_down,white_high_135_down,2,right,0.4574965,1,120,4,3.2.2021,120.0252533
88,"['high', 32, 2, True]",TRUE,32,white,135,right,up,high,white_high_135_up,black_high_45_up,2,left,0.3890499,0,120,4,3.2.2021,120.0252533
89,"['low', 3, 2, True]",TRUE,3,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.1515152,1,120,4,3.2.2021,120.0252533
90,"['high', 32, 2, True]",TRUE,32,black,45,right,up,high,black_high_45_up,white_high_135_up,2,left,0.3515051,0,120,4,3.2.2021,120.0252533
91,"['low', 2, 2, True]",TRUE,2,white,45,left,up,low,white_low_45_up,black_low_135_up,2,right,0.2612993,0,120,4,3.2.2021,120.0252533
92,"['low', 32, 2, True]",TRUE,32,black,135,left,up,low,black_low_135_up,white_low_45_up,2,left,0.6931513,1,120,4,3.2.2021,120.0252533
93,"['high', 3, 2, True]",TRUE,3,white,135,right,down,high,white_high_135_down,black_high_45_down,2,right,0.2173342,1,120,4,3.2.2021,120.0252533
94,"['high', 8, 2, True]",TRUE,8,white,135,right,down,high,white_high_135_down,black_high_45_down,2,right,0.2465877,1,120,4,3.2.2021,120.0252533
95,"['high', 64, 2, True]",TRUE,64,black,135,left,up,high,black_high_135_up,white_high_45_up,2,left,0.0084712,1,120,4,3.2.2021,120.0252533
96,"['high', 1, 2, True]",TRUE,1,black,45,right,down,high,black_high_45_down,white_high_135_down,2,right,0.2496552,1,120,4,3.2.2021,120.0252533
97,"['high', 2, 2, True]",TRUE,2,white,135,right,up,high,white_high_135_up,black_high_45_up,2,right,0.4562537,1,120,4,3.2.2021,120.0252533
98,"['low', 32, 2, True]",TRUE,32,black,45,right,up,low,black_low_45_up,white_low_135_up,2,right,0.1461544,1,120,4,3.2.2021,120.0252533
99,"['low', 8, 2, True]",TRUE,8,white,45,left,up,low,white_low_45_up,black_low_135_up,2,left,0.2409199,1,120,4,3.2.2021,120.0252533
100,"['low', 64, 2, True]",TRUE,64,black,45,right,down,low,black_low_45_down,white_low_135_down,2,right,0.9086609,1,120,4,3.2.2021,120.0252533
101,"['high', 8, 2, True]",TRUE,8,white,45,left,up,high,white_high_45_up,black_high_135_up,2,left,0.2243936,1,120,4,3.2.2021,120.0252533
102,"['low', 64, 2, True]",TRUE,64,black,135,left,up,low,black_low_135_up,white_low_45_up,2,left,0.5695158,1,120,4,3.2.2021,120.0252533
103,"['high', 3, 2, True]",TRUE,3,white,135,right,down,high,white_high_135_down,black_high_45_down,2,right,0.1970164,1,120,4,3.2.2021,120.0252533
104,"['low', 1, 2, False]",FALSE,1,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.3897594,1,120,4,3.2.2021,120.0252533
105,"['high', 1, 2, False]",FALSE,1,black,135,left,up,high,black_high_135_up,white_high_45_up,2,right,0.3644391,0,120,4,3.2.2021,120.0252533
106,"['high', 3, 60, False]",FALSE,3,black,135,left,up,high,black_high_135_up,white_high_45_up,60,left,0.3386155,1,120,4,3.2.2021,120.0252533
107,"['high', 2, 2, True]",TRUE,2,white,135,right,down,high,white_high_135_down,black_high_45_down,2,right,0.0942219,1,120,4,3.2.2021,120.0252533
108,"['low', 1, 2, True]",TRUE,1,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.1704698,1,120,4,3.2.2021,120.0252533
109,"['high', 16, 2, True]",TRUE,16,white,45,left,down,high,white_high_45_down,black_high_135_down,2,left,0.1912486,1,120,4,3.2.2021,120.0252533
110,"['high', 1, 2, False]",FALSE,1,black,135,left,down,high,black_high_135_down,white_high_45_down,2,right,0.2687503,0,120,4,3.2.2021,120.0252533
111,"['high', 32, 2, True]",TRUE,32,black,135,left,up,high,black_high_135_up,white_high_45_up,2,left,0.4577692,1,120,4,3.2.2021,120.0252533
112,"['low', 1, 2, True]",TRUE,1,white,45,left,down,low,white_low_45_down,black_low_135_down,2,right,0.1288262,0,120,4,3.2.2021,120.0252533
113,"['high', 64, 2, True]",TRUE,64,white,45,left,down,high,white_high_45_down,black_high_135_down,2,left,0.6151059,1,120,4,3.2.2021,120.0252533
114,"['high', 4, 2, True]",TRUE,4,white,45,left,up,high,white_high_45_up,black_high_135_up,2,left,0.459231,1,120,4,3.2.2021,120.0252533
115,"['high', 1, 2, True]",TRUE,1,black,135,left,up,high,black_high_135_up,white_high_45_up,2,right,0.2403448,0,120,4,3.2.2021,120.0252533
116,"['high', 3, 2, True]",TRUE,3,black,135,left,down,high,black_high_135_down,white_high_45_down,2,right,0.820506,0,120,4,3.2.2021,120.0252533
117,"['low', 64, 2, True]",TRUE,64,black,135,left,up,low,black_low_135_up,white_low_45_up,2,left,0.6452832,1,120,4,3.2.2021,120.0252533
118,"['high', 3, 2, True]",TRUE,3,white,45,left,up,high,white_high_45_up,black_high_135_up,2,right,0.2798822,0,120,4,3.2.2021,120.0252533
119,"['low', 3, 2, True]",TRUE,3,white,45,left,down,low,white_low_45_down,black_low_135_down,2,left,0.19007,1,120,4,3.2.2021,120.0252533
120,"['low', 1, 2, False]",FALSE,1,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.4318226,1,120,4,3.2.2021,120.0252533
121,"['high', 1, 2, False]",FALSE,1,white,135,right,up,high,white_high_135_up,black_high_45_up,2,right,0.5304192,1,120,4,3.2.2021,120.0252533
122,"['high', 64, 2, True]",TRUE,64,white,45,left,up,high,white_high_45_up,black_high_135_up,2,left,0.2170012,1,120,4,3.2.2021,120.0252533
123,"['low', 32, 2, True]",TRUE,32,white,45,left,up,low,white_low_45_up,black_low_135_up,2,left,0.0149367,1,120,4,3.2.2021,120.0252533
124,"['high', 64, 2, True]",TRUE,64,white,45,left,down,high,white_high_45_down,black_high_135_down,2,left,0.3555495,1,120,4,3.2.2021,120.0252533
125,"['low', 1, 2, True]",TRUE,1,black,45,right,up,low,black_low_45_up,white_low_135_up,2,right,0.4205705,1,120,4,3.2.2021,120.0252533
126,"['high', 4, 2, True]",TRUE,4,white,45,left,up,high,white_high_45_up,black_high_135_up,2,left,0.2245744,1,120,4,3.2.2021,120.0252533
127,"['high', 1, 2, False]",FALSE,1,white,135,right,down,high,white_high_135_down,black_high_45_down,2,left,0.6812612,0,120,4,3.2.2021,120.0252533
128,"['high', 1, 2, False]",FALSE,1,white,45,left,up,high,white_high_45_up,black_high_135_up,2,left,0.4475147,1,120,4,3.2.2021,120.0252533
129,"['low', 1, 2, False]",FALSE,1,black,135,left,up,low,black_low_135_up,white_low_45_up,2,left,0.4091143,1,120,4,3.2.2021,120.0252533
130,"['low', 8, 2, True]",TRUE,8,white,45,left,down,low,white_low_45_down,black_low_135_down,2,left,0.1352785,1,120,4,3.2.2021,120.0252533
131,"['low', 8, 2, True]",TRUE,8,white,45,left,up,low,white_low_45_up,black_low_135_up,2,left,0.177517,1,120,4,3.2.2021,120.0252533
132,"['high', 32, 2, True]",TRUE,32,white,45,left,down,high,white_high_45_down,black_high_135_down,2,left,0.4369587,1,120,4,3.2.2021,120.0252533
133,"['high', 2, 2, True]",TRUE,2,black,135,left,down,high,black_high_135_down,white_high_45_down,2,left,0.2723845,1,120,4,3.2.2021,120.0252533
134,"['high', 2, 2, True]",TRUE,2,black,45,right,down,high,black_high_45_down,white_high_135_down,2,left,0.1810123,0,120,4,3.2.2021,120.0252533
135,"['high', 8, 2, True]",TRUE,8,white,135,right,down,high,white_high_135_down,black_high_45_down,2,left,0.0997641,0,120,4,3.2.2021,120.0252533
136,"['low', 1, 2, False]",FALSE,1,black,45,right,up,low,black_low_45_up,white_low_135_up,2,left,0.3672989,0,120,4,3.2.2021,120.0252533
137,"['low', 2, 2, True]",TRUE,2,black,135,left,up,low,black_low_135_up,white_low_45_up,2,left,0.0481713,1,120,4,3.2.2021,120.0252533
138,"['low', 4, 2, True]",TRUE,4,white,45,left,down,low,white_low_45_down,black_low_135_down,2,left,0.0676606,1,120,4,3.2.2021,120.0252533
139,"['low', 1, 2, True]",TRUE,1,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.3689219,1,120,4,3.2.2021,120.0252533
140,"['high', 1, 2, True]",TRUE,1,black,45,right,down,high,black_high_45_down,white_high_135_down,2,right,0.3644326,1,120,4,3.2.2021,120.0252533
141,"['low', 2, 2, True]",TRUE,2,black,45,right,up,low,black_low_45_up,white_low_135_up,2,right,0.7161318,1,120,4,3.2.2021,120.0252533
142,"['low', 1, 2, True]",TRUE,1,black,135,left,down,low,black_low_135_down,white_low_45_down,2,right,0.2494376,0,120,4,3.2.2021,120.0252533
143,"['low', 2, 2, True]",TRUE,2,black,45,right,down,low,black_low_45_down,white_low_135_down,2,right,0.0662446,1,120,4,3.2.2021,120.0252533
144,"['high', 32, 2, True]",TRUE,32,white,45,left,up,high,white_high_45_up,black_high_135_up,2,left,0.0261101,1,120,4,3.2.2021,120.0252533
145,"['low', 4, 2, True]",TRUE,4,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.4629505,1,120,4,3.2.2021,120.0252533
146,"['low', 2, 2, True]",TRUE,2,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.0738382,1,120,4,3.2.2021,120.0252533
147,"['low', 2, 2, True]",TRUE,2,black,45,right,up,low,black_low_45_up,white_low_135_up,2,right,0.1294898,1,120,4,3.2.2021,120.0252533
148,"['low', 32, 2, True]",TRUE,32,black,135,left,down,low,black_low_135_down,white_low_45_down,2,left,0.2704849,1,120,4,3.2.2021,120.0252533
149,"['high', 2, 2, True]",TRUE,2,white,135,right,up,high,white_high_135_up,black_high_45_up,2,right,0.0993224,1,120,4,3.2.2021,120.0252533
150,"['high', 64, 2, True]",TRUE,64,white,45,left,up,high,white_high_45_up,black_high_135_up,2,left,0.483662,1,120,4,3.2.2021,120.0252533
151,"['high', 4, 2, True]",TRUE,4,white,135,right,up,high,white_high_135_up,black_high_45_up,2,right,0.1586071,1,120,4,3.2.2021,120.0252533
152,"['high', 64, 2, True]",TRUE,64,black,45,right,down,high,black_high_45_down,white_high_135_down,2,right,0.6459868,1,120,4,3.2.2021,120.0252533
153,"['high', 2, 2, True]",TRUE,2,black,45,right,down,high,black_high_45_down,white_high_135_down,2,right,0.4678241,1,120,4,3.2.2021,120.0252533
154,"['low', 3, 2, True]",TRUE,3,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.3691146,1,120,4,3.2.2021,120.0252533
155,"['low', 2, 2, True]",TRUE,2,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.3233224,1,120,4,3.2.2021,120.0252533
156,"['low', 64, 2, True]",TRUE,64,white,45,left,up,low,white_low_45_up,black_low_135_up,2,left,0.0778773,1,120,4,3.2.2021,120.0252533
157,"['high', 4, 2, True]",TRUE,4,black,45,right,up,high,black_high_45_up,white_high_135_up,2,right,1.0521273,1,120,4,3.2.2021,120.0252533
158,"['low', 32, 2, True]",TRUE,32,white,135,right,down,low,white_low_135_down,black_low_45_down,2,right,0.1701138,1,120,4,3.2.2021,120.0252533
159,"['high', 32, 2, True]",TRUE,32,white,45,left,up,high,white_high_45_up,black_high_135_up,2,left,0.465231,1,120,4,3.2.2021,120.0252533
160,"['low', 16, 2, True]",TRUE,16,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.2382184,1,120,4,3.2.2021,120.0252533
161,"['low', 32, 2, True]",TRUE,32,white,45,left,up,low,white_low_45_up,black_low_135_up,2,left,0.5744933,1,120,4,3.2.2021,120.0252533
162,"['low', 16, 2, True]",TRUE,16,black,45,right,up,low,black_low_45_up,white_low_135_up,2,right,0.1261697,1,120,4,3.2.2021,120.0252533
163,"['high', 64, 2, True]",TRUE,64,white,45,left,down,high,white_high_45_down,black_high_135_down,2,left,0.3203634,1,120,4,3.2.2021,120.0252533
164,"['low', 32, 2, True]",TRUE,32,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.5318217,1,120,4,3.2.2021,120.0252533
165,"['low', 32, 2, True]",TRUE,32,black,45,right,down,low,black_low_45_down,white_low_135_down,2,right,0.3761907,1,120,4,3.2.2021,120.0252533
166,"['high', 3, 2, True]",TRUE,3,white,135,right,up,high,white_high_135_up,black_high_45_up,2,right,0.2641195,1,120,4,3.2.2021,120.0252533
167,"['low', 1, 2, False]",FALSE,1,white,45,left,down,low,white_low_45_down,black_low_135_down,2,left,0.7612883,1,120,4,3.2.2021,120.0252533
168,"['high', 1, 2, False]",FALSE,1,white,135,right,up,high,white_high_135_up,black_high_45_up,2,right,0.4307152,1,120,4,3.2.2021,120.0252533
169,"['high', 16, 2, True]",TRUE,16,black,135,left,up,high,black_high_135_up,white_high_45_up,2,left,0.5361217,1,120,4,3.2.2021,120.0252533
170,"['low', 32, 2, True]",TRUE,32,white,45,left,up,low,white_low_45_up,black_low_135_up,2,left,0.1783824,1,120,4,3.2.2021,120.0252533
171,"['low', 2, 2, True]",TRUE,2,white,45,left,up,low,white_low_45_up,black_low_135_up,2,left,0.4688433,1,120,4,3.2.2021,120.0252533
172,"['high', 1, 2, False]",FALSE,1,black,45,right,up,high,black_high_45_up,white_high_135_up,2,right,0.3573687,1,120,4,3.2.2021,120.0252533
173,"['high', 8, 2, True]",TRUE,8,black,45,right,up,high,black_high_45_up,white_high_135_up,2,right,0.3311053,1,120,4,3.2.2021,120.0252533
174,"['high', 32, 2, True]",TRUE,32,white,135,right,up,high,white_high_135_up,black_high_45_up,2,right,0.330632,1,120,4,3.2.2021,120.0252533
175,"['high', 8, 2, True]",TRUE,8,black,135,left,down,high,black_high_135_down,white_high_45_down,2,left,0.3535945,1,120,4,3.2.2021,120.0252533
176,"['high', 2, 2, True]",TRUE,2,white,45,left,down,high,white_high_45_down,black_high_135_down,2,right,0.1425512,0,120,4,3.2.2021,120.0252533
177,"['low', 4, 2, True]",TRUE,4,white,135,right,up,low,white_low_135_up,black_low_45_up,2,right,0.3223446,1,120,4,3.2.2021,120.0252533
178,"['high', 1, 2, False]",FALSE,1,white,135,right,up,high,white_high_135_up,black_high_45_up,2,right,0.2456497,1,120,4,3.2.2021,120.0252533
