trial_number,trial_type,cycle_number,first_color,phase,first_orientation,correct_response,visual_field,spatial_frequency,mask_type,mask_images,first_stim,second_stim,stimulus_frame_duration,fixation_duration,mask_duration,answer,rt,accuracy,staircase_dv,staircase_trial_num,staircase_previous_correct,staircase_phase,staircase_step_size,staircase_powers_law,staircase_siam,staircase_over,staircase_name,staircase_conv_p,staircase_step_hit,staircase_step_miss,staircase_reversal,staircase_reversal_num,threshold_low1_mask_low,threshold_low2_mask_low,threshold_low3_mask_low,threshold_high1_mask_low,threshold_high2_mask_low,threshold_high3_mask_low,threshold_low1_mask_high,threshold_low2_mask_high,threshold_low3_mask_high,threshold_high1_mask_high,threshold_high2_mask_high,threshold_high3_mask_high,threshold_med1_mask_low,threshold_med2_mask_low,threshold_med3_mask_low,threshold_med1_mask_high,threshold_med2_mask_high,threshold_med3_mask_high,frame_rate,participant,psychopyVersion,frame_rate_detected
10,"['low', 1, 'low']",1,black,0.855703957,45,right,up,low,low,white_low_45-white_low_135-black_low_135-black_low_45,black_low_45_up,white_low_135_up,7,1.497864109,0.2467164,left,1.403423,0,7,1,1,0,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
11,"['med', 1, 'high']",1,white,0.112621113,135,right,up,med,high,black_high_45-white_high_135-black_high_135-white_high_135,white_med_135_up,black_med_45_up,14,1.551170553,0.2503271,right,0.6335908,1,14,2,1,0,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
12,"['low', 1, 'low']",1,white,0.926150751,45,left,up,low,low,white_low_135-black_low_135-black_low_45-white_low_45,white_low_45_up,black_low_135_up,10,1.576108679,0.2485403,left,0.9421505,1,10,2,0,0,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
13,"['low', 1, 'low']",1,black,0.726765547,135,left,down,low,low,white_low_135-black_low_135-white_low_45-black_low_45,black_low_135_down,white_low_45_down,9,1.581922089,0.2467517,right,0.55505,0,9,3,1,0,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,TRUE,3,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
14,"['low', 1, 'low']",1,black,0.050623594,45,right,down,low,low,black_low_45-black_low_135-white_low_135-white_low_45,black_low_45_down,white_low_135_down,12,1.010380387,0.2502837,left,1.0435152,0,12,4,0,0,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,FALSE,3,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
15,"['med', 2, 'high']",2,white,0.380563104,135,right,down,med,high,white_high_135-white_high_135-black_high_135-black_high_45,white_med_135_down,black_med_45_down,8,1.099643042,0.2502997,right,0.8293614,1,8,0,None,0,1,1,TRUE,FALSE,med_2_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
16,"['med', 1, 'low']",1,white,0.154404534,135,right,down,med,low,white_low_45-black_low_135-black_low_45-white_low_135,white_med_135_down,black_med_45_down,12,1.142001594,0.2502911,right,0.449825,1,12,0,None,0,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
17,"['high', 2, 'low']",2,white,0.72541276,45,left,up,high,low,black_low_45-white_low_135-white_low_45-black_low_135,white_high_45_up,black_high_135_up,8,1.693097238,0.2485489,left,0.6477793,1,8,0,None,0,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
18,"['high', 3, 'low']",3,black,0.137686069,45,right,up,high,low,black_low_45-white_low_135-white_low_45-black_low_135,black_high_45_up,white_high_135_up,8,1.728192896,0.2485464,right,1.6647271,1,8,0,None,0,1,1,TRUE,FALSE,high_3_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
19,"['high', 3, 'low']",3,black,0.680694758,135,left,down,high,low,black_low_45-white_low_45-white_low_135-black_low_135,black_high_135_down,white_high_45_down,7,1.935240794,0.2467688,right,0.6200256,0,7,1,1,0,1,1,TRUE,FALSE,high_3_mask_low,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
20,"['low', 3, 'high']",3,white,0.90075072,45,left,down,low,high,black_high_45-black_high_135-white_high_135-white_high_135,white_low_45_down,black_low_135_down,6,1.508471772,0.2485411,left,0.4409351,1,6,1,0,0,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
21,"['low', 2, 'high']",2,black,0.096048141,45,right,up,low,high,white_high_135-black_high_135-white_high_135-black_high_45,black_low_45_up,white_low_135_up,1,1.866647866,0.2467342,left,1.3277257,0,1,2,1,0,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
22,"['low', 2, 'high']",2,black,0.769737961,135,left,down,low,high,black_high_135-white_high_135-white_high_135-black_high_45,black_low_135_down,white_low_45_down,4,1.138126646,0.2485384,right,0.6235978,0,4,3,0,0,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
23,"['low', 2, 'low']",2,white,0.506459438,135,right,down,low,low,white_low_45-black_low_135-white_low_135-black_low_45,white_low_135_down,black_low_45_down,6,1.913818552,0.2485585,right,0.4674157,1,6,1,0,0,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
24,"['low', 1, 'low']",1,white,0.363080541,135,right,up,low,low,white_low_135-black_low_135-black_low_45-white_low_45,white_low_135_up,black_low_45_up,15,1.478578455,0.2488445,right,0.9913219,1,15,5,0,0,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,TRUE,4,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
25,"['low', 1, 'high']",1,white,0.39651039,135,right,down,low,high,black_high_135-white_high_135-white_high_135-black_high_45,white_low_135_down,black_low_45_down,8,1.425811922,0.250347,right,0.6154451,1,8,0,None,0,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
26,"['high', 1, 'high']",1,black,0.095644087,135,left,up,high,high,black_high_45-white_high_135-black_high_135-white_high_135,black_high_135_up,white_high_45_up,14,1.422910257,0.2485264,right,0.6740641,0,14,2,0,0,1,1,TRUE,FALSE,high_1_mask_high,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
27,"['low', 2, 'low']",2,white,0.507933429,135,right,down,low,low,white_low_135-white_low_45-black_low_45-black_low_135,white_low_135_down,black_low_45_down,5,1.799090762,0.2485532,right,0.1397182,1,5,2,1,0,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
28,"['med', 2, 'low']",2,white,0.27885372,45,left,down,med,low,black_low_45-black_low_135-white_low_135-white_low_45,white_med_45_down,black_med_135_down,8,1.220416534,0.2485401,left,0.3213943,1,8,0,None,0,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
29,"['med', 2, 'low']",2,white,0.670327979,135,right,up,med,low,black_low_135-white_low_135-black_low_45-white_low_45,white_med_135_up,black_med_45_up,7,1.103522854,0.2485521,right,0.3420267,1,7,1,1,0,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
30,"['med', 2, 'low']",2,white,0.600566153,45,left,up,med,low,white_low_45-white_low_135-black_low_135-black_low_45,white_med_45_up,black_med_135_up,6,1.431162275,0.2485428,right,1.459952,0,6,2,1,0,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
31,"['high', 3, 'high']",3,white,0.210544601,45,left,up,high,high,black_high_45-white_high_135-white_high_135-black_high_135,white_high_45_up,black_high_135_up,7,1.394910525,0.2503223,right,1.5165996,0,7,1,1,0,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
32,"['high', 1, 'low']",1,black,0.578817504,45,right,up,high,low,black_low_45-white_low_45-black_low_135-white_low_135,black_high_45_up,white_high_135_up,12,1.687010593,0.2450084,left,0.6115526,0,12,0,None,0,1,1,TRUE,FALSE,high_1_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
33,"['med', 3, 'low']",3,white,0.814324074,135,right,up,med,low,black_low_45-white_low_45-black_low_135-white_low_135,white_med_135_up,black_med_45_up,8,1.140998289,0.2485384,right,1.0025822,1,8,0,None,0,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
34,"['med', 2, 'high']",2,black,0.739626036,45,right,down,med,high,white_high_135-black_high_135-white_high_135-black_high_45,black_med_45_down,white_med_135_down,7,1.100154984,0.2451213,left,0.4085016,0,7,1,1,0,1,1,TRUE,FALSE,med_2_mask_high,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
35,"['med', 1, 'low']",1,black,0.024732716,135,left,up,med,low,black_low_135-white_low_135-white_low_45-black_low_45,black_med_135_up,white_med_45_up,11,1.32007747,0.2485423,left,1.1761784,1,11,1,1,0,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
36,"['high', 1, 'high']",1,black,0.036780578,45,right,down,high,high,white_high_135-white_high_135-black_high_135-black_high_45,black_high_45_down,white_high_135_down,17,1.143833,0.2485483,left,0.6070115,0,17,3,0,0,1,1,TRUE,FALSE,high_1_mask_high,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
37,"['med', 3, 'low']",3,white,0.692252306,135,right,down,med,low,black_low_135-white_low_135-white_low_45-black_low_45,white_med_135_down,black_med_45_down,7,1.386471133,0.2485424,right,0.4086688,1,7,1,1,0,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
38,"['low', 2, 'high']",2,white,0.759955597,45,left,down,low,high,white_high_135-black_high_135-white_high_135-black_high_45,white_low_45_down,black_low_135_down,7,1.249974294,0.2485481,left,0.4044332,1,7,4,0,0,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
39,"['high', 3, 'high']",3,black,0.52220666,45,right,up,high,high,white_high_135-white_high_135-black_high_45-black_high_135,black_high_45_up,white_high_135_up,10,1.135550661,0.2485514,right,0.1763624,1,10,2,0,0,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
40,"['high', 3, 'low']",3,white,0.252319652,135,right,down,high,low,black_low_135-white_low_135-white_low_45-black_low_45,white_high_135_down,black_high_45_down,10,1.349253185,0.2485441,right,2.5435614,1,10,2,0,0,1,1,TRUE,FALSE,high_3_mask_low,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
41,"['low', 2, 'low']",2,white,0.716305843,45,left,down,low,low,black_low_45-white_low_135-black_low_135-white_low_45,white_low_45_down,black_low_135_down,4,1.995011305,0.2467148,right,1.1383096,0,4,3,1,0,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
42,"['med', 3, 'high']",3,white,0.515131018,135,right,up,med,high,white_high_135-black_high_135-white_high_135-black_high_45,white_med_135_up,black_med_45_up,8,1.266886445,0.2485486,left,0.5116697,0,8,0,None,0,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
43,"['high', 2, 'high']",2,white,0.55048305,135,right,up,high,high,black_high_45-black_high_135-white_high_135-white_high_135,white_high_135_up,black_high_45_up,8,1.904850816,0.2485439,right,0.5057136,1,8,0,None,0,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
44,"['low', 3, 'low']",3,white,0.553602786,45,left,down,low,low,black_low_45-black_low_135-white_low_135-white_low_45,white_low_45_down,black_low_135_down,3,1.632043859,0.2485412,left,0.3578948,1,3,0,None,0,1,1,TRUE,FALSE,low_3_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
45,"['high', 1, 'high']",1,black,0.764519286,135,left,down,high,high,black_high_45-black_high_135-white_high_135-white_high_135,black_high_135_down,white_high_45_down,20,1.603807244,0.2485324,right,0.3235722,0,20,4,0,0,1,1,TRUE,FALSE,high_1_mask_high,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
46,"['high', 2, 'high']",2,black,0.373659127,135,left,down,high,high,white_high_135-black_high_45-black_high_135-white_high_135,black_high_135_down,white_high_45_down,7,1.493076328,0.2485442,right,0.3784283,0,7,1,1,0,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
47,"['high', 3, 'high']",3,white,0.779519488,45,left,up,high,high,black_high_135-black_high_45-white_high_135-white_high_135,white_high_45_up,black_high_135_up,9,1.43231773,0.2485507,right,2.2731848,0,9,3,1,0,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,TRUE,3,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
48,"['low', 3, 'low']",3,black,0.919239617,135,left,up,low,low,black_low_45-white_low_135-black_low_135-white_low_45,black_low_135_up,white_low_45_up,2,1.058098409,0.2485383,right,1.6486695,0,2,1,1,0,1,1,TRUE,FALSE,low_3_mask_low,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
49,"['med', 3, 'low']",3,black,0.669867755,135,left,down,med,low,black_low_45-white_low_45-black_low_135-white_low_135,black_med_135_down,white_med_45_down,6,1.491957828,0.2485634,left,0.368221,1,6,2,1,0,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
50,"['med', 1, 'low']",1,black,0.95450391,135,left,up,med,low,white_low_135-black_low_135-white_low_45-black_low_45,black_med_135_up,white_med_45_up,10,1.116184088,0.2485469,right,2.5246006,0,10,2,1,0,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
51,"['low', 1, 'low']",1,white,0.265508444,45,left,down,low,low,white_low_45-black_low_45-white_low_135-black_low_135,white_low_45_down,black_low_135_down,14,1.800378525,0.2485516,left,0.4213454,1,14,6,1,0,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,FALSE,4,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
52,"['high', 2, 'high']",2,white,0.571685947,45,left,down,high,high,black_high_45-white_high_135-black_high_135-white_high_135,white_high_45_down,black_high_135_down,10,1.232004127,0.2485414,right,1.1893764,0,10,2,0,0,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
53,"['high', 3, 'high']",3,black,0.144953604,45,right,down,high,high,black_high_45-white_high_135-white_high_135-black_high_135,black_high_45_down,white_high_135_down,12,1.067657274,0.2503209,right,0.7450204,1,12,4,0,0,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,TRUE,4,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
54,"['low', 1, 'high']",1,black,0.398593457,135,left,up,low,high,black_high_45-white_high_135-black_high_135-white_high_135,black_low_135_up,white_low_45_up,7,1.187792148,0.2485459,right,0.4815605,0,7,1,1,0,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
55,"['med', 1, 'high']",1,white,0.434229385,45,left,down,med,high,white_high_135-black_high_135-black_high_45-white_high_135,white_med_45_down,black_med_135_down,13,1.086361142,0.2488446,left,0.2566733,1,13,3,1,0,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
56,"['low', 3, 'high']",3,black,0.117371445,135,left,down,low,high,white_high_135-black_high_135-white_high_135-black_high_45,black_low_135_down,white_low_45_down,5,1.9741057,0.2449809,right,1.3764666,0,5,2,1,0,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
57,"['high', 2, 'low']",2,white,0.209682156,45,left,up,high,low,black_low_45-black_low_135-white_low_135-white_low_45,white_high_45_up,black_high_135_up,7,1.074237912,0.2485432,right,0.3190562,0,7,1,1,0,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
58,"['low', 2, 'high']",2,black,0.826296378,45,right,up,low,high,white_high_135-white_high_135-black_high_45-black_high_135,black_low_45_up,white_low_135_up,6,1.031840885,0.2485435,left,0.4649825,0,6,5,1,0,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,TRUE,3,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
59,"['med', 1, 'high']",1,white,0.369347013,135,right,down,med,high,black_high_135-white_high_135-white_high_135-black_high_45,white_med_135_down,black_med_45_down,12,1.273434434,0.2485241,left,0.225575,0,12,4,1,0,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
60,"['med', 2, 'high']",2,white,0.951236238,45,left,up,med,high,white_high_135-black_high_45-white_high_135-black_high_135,white_med_45_up,black_med_135_up,10,1.747848073,0.2467297,right,1.933183,0,10,2,0,0,1,1,TRUE,FALSE,med_2_mask_high,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
61,"['med', 2, 'low']",2,black,0.782030421,45,right,down,med,low,black_low_135-white_low_45-black_low_45-white_low_135,black_med_45_down,white_med_135_down,9,1.352593603,0.2485366,left,0.4306832,0,9,3,0,0,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
62,"['high', 3, 'high']",3,black,0.015588002,45,right,down,high,high,black_high_135-white_high_135-white_high_135-black_high_45,black_high_45_down,white_high_135_down,11,1.074394161,0.2485389,right,0.4376873,1,11,5,1,0,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,FALSE,4,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
63,"['high', 2, 'high']",2,white,0.141662359,135,right,up,high,high,black_high_135-white_high_135-white_high_135-black_high_45,white_high_135_up,black_high_45_up,13,1.06299876,0.2485508,right,0.8361722,1,13,3,0,0,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
64,"['low', 1, 'low']",1,white,0.358588385,45,left,up,low,low,white_low_45-black_low_135-white_low_135-black_low_45,white_low_45_up,black_low_135_up,13,1.868376562,0.245031,left,0.3135619,1,13,7,1,0,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,FALSE,4,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
65,"['low', 1, 'high']",1,white,0.764599171,45,left,up,low,high,white_high_135-white_high_135-black_high_45-black_high_135,white_low_45_up,black_low_135_up,10,1.644136494,0.2485479,left,0.253145,1,10,2,0,0,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
66,"['high', 3, 'low']",3,white,0.055301429,135,right,down,high,low,black_low_135-black_low_45-white_low_135-white_low_45,white_high_135_down,black_high_45_down,9,1.509572145,0.2485454,right,0.4300387,1,9,3,1,0,1,1,TRUE,FALSE,high_3_mask_low,0.75,-1,3,FALSE,2,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
67,"['high', 2, 'low']",2,white,0.897007893,45,left,down,high,low,white_low_135-black_low_135-white_low_45-black_low_45,white_high_45_down,black_high_135_down,10,1.81291343,0.2451088,left,0.3240819,1,10,2,0,0,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
68,"['med', 2, 'low']",2,black,0.698962748,135,left,up,med,low,black_low_135-white_low_135-white_low_45-black_low_45,black_med_135_up,white_med_45_up,12,1.658316639,0.2485438,right,2.4022561,0,12,4,0,0,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
69,"['high', 3, 'low']",3,black,0.700859233,135,left,down,high,low,black_low_135-black_low_45-white_low_45-white_low_135,black_high_135_down,white_high_45_down,8,1.752158862,0.2485441,left,0.2009779,1,8,4,1,0,1,1,TRUE,FALSE,high_3_mask_low,0.75,-1,3,FALSE,2,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
70,"['low', 2, 'high']",2,white,0.528274431,135,right,up,low,high,black_high_135-white_high_135-white_high_135-black_high_45,white_low_135_up,black_low_45_up,9,1.753526969,0.2467406,right,0.3279453,1,9,6,0,0,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,TRUE,4,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
71,"['high', 3, 'high']",3,black,0.400042959,135,left,down,high,high,black_high_135-white_high_135-black_high_45-white_high_135,black_high_135_down,white_high_45_down,10,1.149055767,0.2485391,left,0.0933315,1,10,6,1,0,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,FALSE,4,,,,,,,,,,,,,,,,,,,165,9,3.2.2021,164.8965027
