trial_number,trial_type,cycle_number,first_color,phase,first_orientation,correct_response,visual_field,spatial_frequency,mask_type,mask_images,first_stim,second_stim,stimulus_frame_duration,fixation_duration,mask_start,mask_end,mask_duration,answer,rt,accuracy,staircase_dv,staircase_trial_num,staircase_previous_correct,staircase_phase,staircase_step_size,staircase_powers_law,staircase_siam,staircase_over,staircase_name,staircase_conv_p,staircase_step_hit,staircase_step_miss,staircase_reversal,staircase_reversal_num,threshold_low1_mask_low,threshold_low2_mask_low,threshold_low3_mask_low,threshold_high1_mask_low,threshold_high2_mask_low,threshold_high3_mask_low,threshold_low1_mask_high,threshold_low2_mask_high,threshold_low3_mask_high,threshold_high1_mask_high,threshold_high2_mask_high,threshold_high3_mask_high,threshold_med1_mask_low,threshold_med2_mask_low,threshold_med3_mask_low,threshold_med1_mask_high,threshold_med2_mask_high,threshold_med3_mask_high,frame_rate,participant,psychopyVersion,frame_rate_detected
70,"['low', 3, 'high']",3,black,0.814048806,135,left,down,low,high,black_high_45-white_high_135-white_high_135-black_high_135,black_low_135_down,white_low_45_down,5,1.421962706,1296.492803,1296.743092,0.250289,left,0.5033342,1,5,6,1,0,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
71,"['low', 2, 'high']",2,white,0.044690874,45,left,up,low,high,black_high_135-white_high_135-white_high_135-black_high_45,white_low_45_up,black_low_135_up,4,1.996028133,1299.869439,1300.117981,0.2485427,left,0.2616935,1,4,3,1,0,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,FALSE,2,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
72,"['low', 1, 'high']",1,white,0.706810733,45,left,down,low,high,white_high_135-black_high_45-white_high_135-black_high_135,white_low_45_down,black_low_135_down,11,1.387346159,1302.415565,1302.664104,0.248539,left,0.2053373,1,11,9,1,0,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,FALSE,4,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
73,"['high', 2, 'high']",2,black,0.595671602,45,right,up,high,high,black_high_135-white_high_135-black_high_45-white_high_135,black_high_45_up,white_high_135_up,12,1.849754235,1305.530071,1305.778626,0.2485548,left,0.2256101,0,12,4,1,0,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,TRUE,4,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
74,"['low', 1, 'high']",1,white,0.349460075,135,right,up,low,high,black_high_135-black_high_45-white_high_135-white_high_135,white_low_135_up,black_low_45_up,10,1.275356725,1307.920052,1308.168589,0.2485376,right,0.1328621,1,10,10,1,0,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,FALSE,4,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
75,"['low', 1, 'low']",1,black,0.167418509,45,right,down,low,low,white_low_45-black_low_45-black_low_135-white_low_135,black_low_45_down,white_low_135_down,6,1.678116625,1310.570979,1310.817748,0.2467688,left,0.1228679,0,6,2,1,0,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
76,"['med', 3, 'low']",3,black,0.061833052,45,right,up,med,low,black_low_135-white_low_135-black_low_45-white_low_45,black_med_45_up,white_med_135_up,6,1.112629852,1312.813987,1313.060761,0.2467746,left,0.2314188,0,6,2,1,0,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
77,"['high', 2, 'low']",2,white,0.875112889,135,right,up,high,low,white_low_45-white_low_135-black_low_135-black_low_45,white_high_135_up,black_high_45_up,7,1.7429807,1315.734213,1315.982747,0.2485338,right,0.1794305,1,7,1,1,0,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
78,"['high', 2, 'high']",2,black,0.566402743,45,right,down,high,high,white_high_135-white_high_135-black_high_45-black_high_135,black_high_45_down,white_high_135_down,15,1.408004464,1318.462198,1318.712495,0.2502974,left,0.2799436,0,15,5,0,0,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,FALSE,4,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
79,"['low', 3, 'high']",3,white,0.013935684,135,right,down,low,high,white_high_135-black_high_45-black_high_135-white_high_135,white_low_135_down,black_low_45_down,4,1.96004419,1321.638782,1321.887331,0.2485496,left,0.212294,0,4,7,1,0,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
80,"['high', 2, 'low']",2,black,0.276357609,135,left,up,high,low,black_low_135-white_low_135-black_low_45-white_low_45,black_high_135_up,white_high_45_up,6,1.211427405,1323.984855,1324.233702,0.2488467,left,0.2417398,1,6,2,1,0,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
81,"['low', 2, 'high']",2,black,0.649260572,45,right,down,low,high,black_high_135-white_high_135-white_high_135-black_high_45,black_low_45_down,white_low_135_down,3,1.85947605,1326.939258,1327.185965,0.2467073,right,0.2290581,1,3,4,1,0,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,FALSE,2,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
82,"['low', 2, 'low']",2,black,0.029260033,45,right,up,low,low,black_low_45-black_low_135-white_low_135-white_low_45,black_low_45_up,white_low_135_up,3,1.758275699,1329.780324,1330.030612,0.2502875,left,0.245721,0,3,0,None,0,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
83,"['med', 1, 'high']",1,black,0.897341934,45,right,up,med,high,black_high_45-white_high_135-black_high_135-white_high_135,black_med_45_up,white_med_135_up,12,1.828779707,1332.768976,1333.017514,0.2485379,left,0.2982904,0,12,4,1,0,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
84,"['med', 2, 'high']",2,white,0.084223922,135,right,down,med,high,white_high_135-white_high_135-black_high_45-black_high_135,white_med_135_down,black_med_45_down,7,1.960696049,1335.975873,1336.224722,0.2488487,left,0.60181,0,7,1,1,0,1,1,TRUE,FALSE,med_2_mask_high,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
85,"['low', 1, 'low']",1,black,0.614037704,135,left,up,low,low,white_low_135-black_low_45-white_low_45-black_low_135,black_low_135_up,white_low_45_up,9,1.513136967,1338.964542,1339.214863,0.2503204,right,0.2452458,0,9,3,0,0,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
86,"['high', 1, 'high']",1,black,0.140096948,135,left,down,high,high,black_high_135-black_high_45-white_high_135-white_high_135,black_high_135_down,white_high_45_down,18,1.106817435,1341.300246,1341.547021,0.2467756,right,0.5247612,0,18,6,0,0,1,1,TRUE,FALSE,high_1_mask_high,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
87,"['high', 3, 'high']",3,white,0.267808739,135,right,down,high,high,white_high_135-black_high_135-black_high_45-white_high_135,white_high_135_down,black_high_45_down,20,1.597076229,1344.935787,1345.184332,0.248545,right,0.2418577,1,20,8,1,0,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,FALSE,3,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
88,"['med', 2, 'low']",2,white,0.667947946,45,left,up,med,low,black_low_45-white_low_135-white_low_45-black_low_135,white_med_45_up,black_med_135_up,7,1.376383118,1347.506185,1347.756469,0.2502843,left,0.1961655,1,7,1,1,0,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
89,"['med', 2, 'high']",2,black,0.169904742,135,left,down,med,high,black_high_45-white_high_135-white_high_135-black_high_135,black_med_135_down,white_med_45_down,10,1.913695084,1350.636028,1350.882802,0.2467745,right,0.1676948,0,10,2,0,0,1,1,TRUE,FALSE,med_2_mask_high,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
90,"['low', 3, 'high']",3,white,0.997275743,45,left,down,low,high,black_high_135-black_high_45-white_high_135-white_high_135,white_low_45_down,black_low_135_down,7,1.993741327,1353.841155,1354.089704,0.2485486,left,0.1545793,1,7,8,0,0,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,TRUE,3,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
91,"['low', 2, 'low']",2,black,0.461787239,45,right,up,low,low,black_low_45-white_low_45-black_low_135-white_low_135,black_low_45_up,white_low_135_up,6,1.43767453,1356.356986,1356.60729,0.2503043,right,0.3167321,1,6,1,0,0,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
92,"['high', 1, 'low']",1,black,0.448363179,45,right,up,high,low,black_low_45-white_low_45-white_low_135-black_low_135,black_high_45_up,white_high_135_up,13,1.694502294,1359.297142,1359.54569,0.2485486,left,0.3800723,0,13,7,1,0,1,1,TRUE,FALSE,high_1_mask_low,0.75,-1,3,TRUE,5,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
93,"['med', 2, 'low']",2,white,0.283208704,135,right,down,med,low,white_low_135-black_low_135-white_low_45-black_low_45,white_med_135_down,black_med_45_down,6,1.86329443,1362.461609,1362.710153,0.2485436,right,0.217514,1,6,2,1,0,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
94,"['high', 2, 'high']",2,white,0.620067714,135,right,down,high,high,white_high_135-white_high_135-black_high_45-black_high_135,white_high_135_down,black_high_45_down,18,1.777874825,1365.668506,1365.917052,0.2485459,right,0.2124974,1,18,6,0,0,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,TRUE,5,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
95,"['med', 3, 'low']",3,black,0.031451756,45,right,up,med,low,black_low_135-white_low_45-white_low_135-black_low_45,black_med_45_up,white_med_135_up,9,1.640006639,1368.63929,1368.887831,0.2485416,left,0.2154133,0,9,3,0,0,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
96,"['high', 2, 'low']",2,black,0.633289591,45,right,up,high,low,black_low_45-black_low_135-white_low_45-white_low_135,black_high_45_up,white_high_135_up,5,1.724628936,1371.477872,1371.72463,0.246758,right,0.2402197,1,5,3,1,0,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
97,"['high', 2, 'low']",2,black,0.033880549,45,right,up,high,low,white_low_135-black_low_135-white_low_45-black_low_45,black_high_45_up,white_high_135_up,4,1.592121784,1374.179836,1374.428382,0.2485464,left,0.2163698,0,4,4,1,0,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
98,"['low', 2, 'low']",2,white,0.9375771,135,right,down,low,low,black_low_135-white_low_135-white_low_45-black_low_45,white_low_135_down,black_low_45_down,5,1.17550727,1376.465281,1376.713825,0.2485436,right,0.1755001,1,5,2,1,0,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
99,"['low', 1, 'low']",1,black,0.485945082,135,left,up,low,low,white_low_45-white_low_135-black_low_45-black_low_135,black_low_135_up,white_low_45_up,12,1.12503582,1378.671918,1378.920465,0.2485472,right,0.1865335,0,12,4,0,0,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
100,"['med', 1, 'low']",1,black,0.883433589,45,right,down,med,low,white_low_45-black_low_45-black_low_135-white_low_135,black_med_45_down,white_med_135_down,17,1.399257284,1381.22411,1381.472655,0.2485455,left,0.1997833,0,17,7,1,0,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,TRUE,4,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
101,"['high', 3, 'low']",3,white,0.966130644,135,right,down,high,low,white_low_45-black_low_45-white_low_135-black_low_135,white_high_135_down,black_high_45_down,10,1.537408843,1384.121818,1384.370366,0.2485484,right,0.8471544,1,10,2,0,0,1,1,TRUE,FALSE,high_3_mask_low,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
102,"['low', 1, 'low']",1,black,0.602805736,45,right,up,low,low,black_low_45-white_low_45-white_low_135-black_low_135,black_low_45_up,white_low_135_up,15,1.27462703,1387.189312,1387.439602,0.25029,left,0.664761,0,15,5,0,0,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
103,"['med', 1, 'low']",1,white,0.548348753,45,left,down,med,low,white_low_135-black_low_45-black_low_135-white_low_45,white_med_45_down,black_med_135_down,20,1.256175228,1390.123416,1390.373709,0.2502933,right,1.0858464,0,20,8,0,0,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,FALSE,4,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
104,"['high', 3, 'low']",3,white,0.663653877,135,right,down,high,low,black_low_135-white_low_135-white_low_45-black_low_45,white_high_135_down,black_high_45_down,9,1.935272831,1394.264181,1394.51273,0.2485491,right,0.3128275,1,9,3,1,0,1,1,TRUE,FALSE,high_3_mask_low,0.75,-1,3,FALSE,2,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
105,"['high', 3, 'high']",3,white,0.314195156,45,left,down,high,high,black_high_135-white_high_135-white_high_135-black_high_45,white_high_45_down,black_high_135_down,19,1.189065853,1397.246485,1397.495027,0.2485423,left,0.5578377,1,19,9,1,0,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,FALSE,3,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
106,"['low', 1, 'high']",1,white,0.806385141,135,right,down,low,high,black_high_45-white_high_135-black_high_135-white_high_135,white_low_135_down,black_low_45_down,9,1.843825236,1400.526145,1400.774989,0.2488441,right,0.1053423,1,9,11,1,0,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,FALSE,4,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
107,"['low', 1, 'low']",1,white,0.287254382,45,left,down,low,low,white_low_45-black_low_135-white_low_135-black_low_45,white_low_45_down,black_low_135_down,18,1.832476782,1403.448115,1403.696664,0.2485487,left,0.211981,1,18,6,0,0,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
108,"['med', 3, 'low']",3,white,0.725729501,45,left,up,med,low,white_low_45-white_low_135-black_low_135-black_low_45,white_med_45_up,black_med_135_up,12,1.802082742,1406.685324,1406.933872,0.2485477,left,0.549242,1,12,4,0,0,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
109,"['low', 2, 'high']",2,black,0.003857958,135,left,down,low,high,black_high_45-white_high_135-white_high_135-black_high_135,black_low_135_down,white_low_45_down,2,1.385274974,1409.445734,1409.692442,0.2467078,right,0.2809938,0,2,5,1,0,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,TRUE,3,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
110,"['med', 3, 'low']",3,black,0.353906629,45,right,up,med,low,black_low_45-black_low_135-white_low_45-white_low_135,black_med_45_up,white_med_135_up,11,1.355967674,1412.268618,1412.517158,0.2485403,right,0.6783666,1,11,5,1,0,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,FALSE,2,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
111,"['high', 1, 'high']",1,black,0.475672571,135,left,down,high,high,white_high_135-black_high_135-white_high_135-black_high_45,black_high_135_down,white_high_45_down,21,1.610291046,1415.580335,1415.827108,0.2467728,left,0.3973547,1,21,7,0,0,1,1,TRUE,FALSE,high_1_mask_high,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
112,"['low', 3, 'low']",3,black,0.691693692,135,left,up,low,low,white_low_45-white_low_135-black_low_45-black_low_135,black_low_135_up,white_low_45_up,3,1.334980117,1418.203497,1418.452045,0.2485483,left,0.2568514,1,3,4,1,0,1,1,TRUE,FALSE,low_3_mask_low,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
113,"['med', 1, 'low']",1,black,0.141703484,135,left,down,med,low,black_low_45-white_low_135-black_low_135-white_low_45,black_med_135_down,white_med_45_down,23,1.055042114,1420.555629,1420.80417,0.248541,left,0.4040878,1,23,9,0,0,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,TRUE,5,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
114,"['low', 3, 'low']",3,white,0.438087985,135,right,up,low,low,black_low_135-black_low_45-white_low_45-white_low_135,white_low_135_up,black_low_45_up,2,1.01184156,1422.828956,1423.0775,0.2485432,right,0.3450225,1,2,5,1,0,1,1,TRUE,FALSE,low_3_mask_low,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
115,"['med', 1, 'high']",1,black,0.503935931,45,right,down,med,high,black_high_135-white_high_135-black_high_45-white_high_135,black_med_45_down,white_med_135_down,15,1.599202532,1425.720618,1425.969174,0.2485562,left,0.0843681,0,15,5,0,0,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,FALSE,2,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
116,"['high', 1, 'high']",1,white,0.216546168,135,right,down,high,high,white_high_135-white_high_135-black_high_45-black_high_135,white_high_135_down,black_high_45_down,20,1.57609528,1428.396029,1428.641147,0.2451187,right,0.160226,1,20,8,1,0,1,1,TRUE,FALSE,high_1_mask_high,0.75,-1,3,FALSE,2,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
117,"['high', 3, 'low']",3,white,0.37163538,45,left,up,high,low,black_low_45-black_low_135-white_low_135-white_low_45,white_high_45_up,black_high_135_up,8,1.397145706,1431.031433,1431.279979,0.2485461,left,0.2085431,1,8,4,1,0,1,1,TRUE,FALSE,high_3_mask_low,0.75,-1,3,FALSE,2,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
118,"['high', 2, 'low']",2,black,0.033110242,45,right,up,high,low,black_low_45-white_low_45-white_low_135-black_low_135,black_high_45_up,white_high_135_up,7,1.428809156,1433.615432,1433.863922,0.2484907,right,0.3278678,1,7,5,0,0,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
119,"['high', 1, 'high']",1,black,0.403916696,135,left,down,high,high,black_high_135-white_high_135-black_high_45-white_high_135,black_high_135_down,white_high_45_down,19,1.494737865,1436.432521,1436.681068,0.2485472,right,0.160374,0,19,9,1,0,1,1,TRUE,FALSE,high_1_mask_high,0.75,-1,3,TRUE,3,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
120,"['high', 2, 'high']",2,white,0.916491804,45,left,down,high,high,white_high_135-white_high_135-black_high_135-black_high_45,white_high_45_down,black_high_135_down,17,1.304981695,1439.088072,1439.336615,0.2485426,left,0.2885536,1,17,7,1,1,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,FALSE,5,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
121,"['high', 1, 'high']",1,black,0.03020281,135,left,up,high,high,white_high_135-black_high_45-white_high_135-black_high_135,black_high_135_up,white_high_45_up,22,1.184005804,1441.591735,1441.840283,0.2485487,left,0.3917269,1,22,10,0,0,1,1,TRUE,FALSE,high_1_mask_high,0.75,-1,3,TRUE,4,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
122,"['low', 3, 'low']",3,black,0.259951612,45,right,up,low,low,black_low_135-white_low_135-white_low_45-black_low_45,black_low_45_up,white_low_135_up,1,1.060184804,1443.864781,1444.113325,0.2485445,right,0.1532383,1,1,6,1,0,1,1,TRUE,FALSE,low_3_mask_low,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
123,"['high', 2, 'high']",2,black,0.348259619,135,left,up,high,high,black_high_135-black_high_45-white_high_135-white_high_135,black_high_135_up,white_high_45_up,16,1.300061351,1446.483636,1446.73381,0.2501735,right,0.3100464,0,16,8,1,1,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,TRUE,6,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
124,"['med', 3, 'high']",3,white,0.223685458,135,right,up,med,high,white_high_135-black_high_45-white_high_135-black_high_135,white_med_135_up,black_med_45_up,13,1.769042393,1449.823903,1450.072453,0.2485507,right,0.3817108,1,13,3,1,0,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
125,"['high', 3, 'low']",3,black,0.477193722,135,left,up,high,low,black_low_135-white_low_135-white_low_45-black_low_45,black_high_135_up,white_high_45_up,7,1.930640338,1453.182366,1453.430907,0.2485407,right,0.1808296,0,7,5,1,0,1,1,TRUE,FALSE,high_3_mask_low,0.75,-1,3,TRUE,3,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
126,"['med', 2, 'low']",2,white,0.306972227,135,right,up,med,low,black_low_135-black_low_45-white_low_45-white_low_135,white_med_135_up,black_med_45_up,5,1.238095972,1455.492063,1455.740609,0.2485456,right,0.4071864,1,5,3,1,0,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
127,"['low', 2, 'high']",2,black,0.902295417,135,left,down,low,high,black_high_135-white_high_135-white_high_135-black_high_45,black_low_135_down,white_low_45_down,5,1.617235234,1458.41404,1458.662588,0.2485482,left,0.195779,1,5,6,0,0,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,TRUE,4,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
128,"['low', 3, 'high']",3,white,0.219778775,135,right,down,low,high,black_high_45-white_high_135-black_high_135-white_high_135,white_low_135_down,black_low_45_down,6,1.079764467,1460.698043,1460.946586,0.2485435,right,0.1579204,1,6,9,1,0,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,FALSE,3,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
129,"['high', 3, 'high']",3,black,0.529431468,45,right,up,high,high,black_high_135-white_high_135-white_high_135-black_high_45,black_high_45_up,white_high_135_up,18,1.821850298,1464.118584,1464.367447,0.2488634,right,0.4689982,1,18,10,1,0,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,FALSE,3,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
130,"['high', 2, 'low']",2,white,0.942183336,45,left,down,high,low,white_low_135-white_low_45-black_low_45-black_low_135,white_high_45_down,black_high_135_down,6,1.977628014,1467.497355,1467.744041,0.246686,right,0.3018968,0,6,6,1,0,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,TRUE,3,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
131,"['low', 2, 'high']",2,white,0.014710731,135,right,up,low,high,black_high_135-black_high_45-white_high_135-white_high_135,white_low_135_up,black_low_45_up,4,1.28656394,1469.96253,1470.211079,0.248549,left,0.2340181,0,4,7,1,0,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,TRUE,5,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
132,"['med', 3, 'high']",3,white,0.543746775,45,left,up,med,high,black_high_45-white_high_135-black_high_135-white_high_135,white_med_45_up,black_med_135_up,12,1.539905472,1472.969379,1473.219677,0.2502977,right,0.3458907,0,12,4,1,0,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
133,"['high', 2, 'high']",2,black,0.234097256,45,right,down,high,high,black_high_135-black_high_45-white_high_135-white_high_135,black_high_45_down,white_high_135_down,19,1.222269929,1475.77619,1476.026474,0.2502836,left,0.4135931,0,19,9,0,1,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,FALSE,6,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
134,"['low', 2, 'low']",2,white,0.397867378,135,right,down,low,low,black_low_45-white_low_45-black_low_135-white_low_135,white_low_135_down,black_low_45_down,4,1.096016871,1478.158614,1478.407169,0.2485552,left,0.3050242,0,4,3,1,0,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,1,3.2.2021,164.9838316
