trial_number,trial_type,cycle_number,first_color,phase,first_orientation,correct_response,visual_field,spatial_frequency,mask_type,mask_images,first_stim,second_stim,stimulus_frame_duration,fixation_duration,mask_duration,answer,rt,accuracy,staircase_dv,staircase_trial_num,staircase_previous_correct,staircase_phase,staircase_step_size,staircase_powers_law,staircase_siam,staircase_over,staircase_name,staircase_conv_p,staircase_step_hit,staircase_step_miss,staircase_reversal,staircase_reversal_num,threshold_low1_mask_low,threshold_low2_mask_low,threshold_low3_mask_low,threshold_low1_mask_high,threshold_low2_mask_high,threshold_low3_mask_high,threshold_high1_mask_low,threshold_high2_mask_low,threshold_high3_mask_low,threshold_high1_mask_high,threshold_high2_mask_high,threshold_high3_mask_high,threshold_med1_mask_low,threshold_med2_mask_low,threshold_med3_mask_low,threshold_med1_mask_high,threshold_med2_mask_high,threshold_med3_mask_high,frame_rate,participant,psychopyVersion,frame_rate_detected
0,"['med', 3, 'high']",3,white,0.12163178,45,left,up,med,high,black_high_45-black_high_135-white_high_135-white_high_135,white_med_45_up,black_med_135_up,8,1.569495372,0.2485411,left,0.2115025,1,8,0,None,0,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1,"['high', 3, 'low']",3,white,0.709662861,45,left,up,high,low,black_low_135-white_low_45-black_low_45-white_low_135,white_high_45_up,black_high_135_up,8,1.649316668,0.2485295,left,0.4863749,1,8,0,None,0,1,1,TRUE,FALSE,high_3_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
2,"['low', 2, 'low']",2,black,0.668240035,45,right,up,low,low,white_low_45-white_low_135-black_low_45-black_low_135,black_low_45_up,white_low_135_up,3,1.688945704,0.2485427,left,0.2425882,0,3,0,None,0,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
3,"['med', 2, 'low']",2,white,0.687053471,135,right,down,med,low,black_low_135-white_low_45-black_low_45-white_low_135,white_med_135_down,black_med_45_down,8,1.875761646,0.2485429,right,0.2975187,1,8,0,None,0,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
4,"['high', 1, 'high']",1,black,0.075243165,45,right,down,high,high,white_high_135-white_high_135-black_high_135-black_high_45,black_high_45_down,white_high_135_down,12,1.317250416,0.2488053,right,0.5279758,1,12,0,None,0,1,1,TRUE,FALSE,high_1_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
5,"['high', 2, 'low']",2,black,0.008785049,135,left,down,high,low,black_low_45-black_low_135-white_low_135-white_low_45,black_high_135_down,white_high_45_down,8,1.60091911,0.2467213,left,0.7075896,1,8,0,None,0,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
6,"['low', 2, 'high']",2,white,0.674160295,135,right,up,low,high,white_high_135-white_high_135-black_high_45-black_high_135,white_low_135_up,black_low_45_up,3,1.009146125,0.2485525,right,0.9110416,1,3,0,None,0,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
7,"['high', 1, 'high']",1,black,0.18278158,135,left,up,high,high,black_high_135-white_high_135-white_high_135-black_high_45,black_high_135_up,white_high_45_up,11,1.190767824,0.2485575,right,0.5111885,0,11,1,1,0,1,1,TRUE,FALSE,high_1_mask_high,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
8,"['low', 1, 'low']",1,white,0.216330516,45,left,up,low,low,black_low_45-white_low_45-white_low_135-black_low_135,white_low_45_up,black_low_135_up,8,1.600315618,0.2467365,left,0.444595,1,8,0,None,0,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
9,"['high', 1, 'high']",1,white,0.721613686,135,right,down,high,high,black_high_135-black_high_45-white_high_135-white_high_135,white_high_135_down,black_high_45_down,14,1.348955639,0.2485532,right,1.5811272,1,14,2,0,0,1,1,TRUE,FALSE,high_1_mask_high,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
10,"['high', 2, 'low']",2,black,0.95193062,135,left,down,high,low,white_low_135-black_low_45-black_low_135-white_low_45,black_high_135_down,white_high_45_down,7,1.222640058,0.2485549,left,0.503569,1,7,1,1,0,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
11,"['high', 3, 'low']",3,white,0.301148395,135,right,down,high,low,black_low_45-white_low_45-white_low_135-black_low_135,white_high_135_down,black_high_45_down,7,1.257286013,0.2485417,left,0.4524317,0,7,1,1,0,1,1,TRUE,FALSE,high_3_mask_low,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
12,"['med', 1, 'high']",1,white,0.882517162,45,left,up,med,high,white_high_135-black_high_135-black_high_45-white_high_135,white_med_45_up,black_med_135_up,12,1.079907035,0.2485437,left,0.6672639,1,12,0,None,0,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
13,"['low', 2, 'low']",2,white,0.797435921,45,left,down,low,low,white_low_45-black_low_135-white_low_135-black_low_45,white_low_45_down,black_low_135_down,6,1.66407907,0.2503215,right,0.5522695,0,6,1,0,0,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
14,"['high', 3, 'low']",3,black,0.057613331,45,right,up,high,low,white_low_45-black_low_45-white_low_135-black_low_135,black_high_45_up,white_high_135_up,10,1.297485961,0.248551,left,0.6526166,0,10,2,0,0,1,1,TRUE,FALSE,high_3_mask_low,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
15,"['low', 3, 'high']",3,black,0.339234584,45,right,down,low,high,white_high_135-black_high_135-white_high_135-black_high_45,black_low_45_down,white_low_135_down,3,1.190676999,0.2485589,left,0.5861586,0,3,0,None,0,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
16,"['med', 2, 'low']",2,white,0.5366617,45,left,up,med,low,white_low_45-black_low_135-white_low_135-black_low_45,white_med_45_up,black_med_135_up,7,1.834885239,0.2467172,right,0.5278922,0,7,1,1,0,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
17,"['low', 1, 'low']",1,black,0.993569408,45,right,down,low,low,white_low_45-black_low_135-white_low_135-black_low_45,black_low_45_down,white_low_135_down,7,1.052471409,0.2485298,left,0.6424541,0,7,1,1,0,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
18,"['med', 2, 'low']",2,black,0.417863613,45,right,down,med,low,black_low_135-white_low_45-black_low_45-white_low_135,black_med_45_down,white_med_135_down,10,1.750751722,0.246739,right,0.3791129,1,10,2,0,0,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
19,"['high', 3, 'low']",3,black,0.020269965,45,right,down,high,low,white_low_135-white_low_45-black_low_135-black_low_45,black_high_45_down,white_high_135_down,13,1.92903258,0.2488209,right,1.2535076,1,13,3,0,0,1,1,TRUE,FALSE,high_3_mask_low,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
20,"['med', 2, 'high']",2,black,0.423696927,45,right,up,med,high,white_high_135-white_high_135-black_high_135-black_high_45,black_med_45_up,white_med_135_up,8,1.030213398,0.2485516,right,0.4997997,1,8,0,None,0,1,1,TRUE,FALSE,med_2_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
21,"['med', 1, 'low']",1,white,0.295987066,135,right,down,med,low,black_low_135-black_low_45-white_low_45-white_low_135,white_med_135_down,black_med_45_down,12,1.557786911,0.2467816,left,0.9367543,0,12,0,None,0,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
22,"['high', 3, 'low']",3,white,0.307723065,135,right,down,high,low,black_low_135-white_low_135-black_low_45-white_low_45,white_high_135_down,black_high_45_down,12,1.013430556,0.2502812,left,0.817043,0,12,4,1,0,1,1,TRUE,FALSE,high_3_mask_low,0.75,-1,3,TRUE,3,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
23,"['low', 2, 'high']",2,white,0.77890483,45,left,up,low,high,white_high_135-black_high_45-black_high_135-white_high_135,white_low_45_up,black_low_135_up,2,1.27236857,0.250293,right,0.505992,0,2,1,1,0,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
24,"['low', 1, 'high']",1,white,0.577243521,45,left,up,low,high,white_high_135-black_high_135-white_high_135-black_high_45,white_low_45_up,black_low_135_up,8,1.303202633,0.2485505,right,0.5051565,0,8,0,None,0,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
25,"['high', 2, 'low']",2,black,0.135815936,45,right,down,high,low,black_low_45-white_low_45-white_low_135-black_low_135,black_high_45_down,white_high_135_down,6,1.682992367,0.2470581,right,0.945225,1,6,2,1,0,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
26,"['med', 3, 'high']",3,black,0.444986771,45,right,down,med,high,white_high_135-black_high_45-white_high_135-black_high_135,black_med_45_down,white_med_135_down,7,1.919719145,0.2485448,right,0.7416847,1,7,1,1,0,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
27,"['med', 3, 'low']",3,white,0.861040067,45,left,down,med,low,white_low_135-black_low_45-black_low_135-white_low_45,white_med_45_down,black_med_135_down,8,1.44345673,0.2485565,left,0.3933243,1,8,0,None,0,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
28,"['low', 3, 'high']",3,black,0.970192398,135,left,up,low,high,white_high_135-white_high_135-black_high_45-black_high_135,black_low_135_up,white_low_45_up,6,1.15041464,0.2485512,right,0.7633117,0,6,1,0,0,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
29,"['low', 1, 'low']",1,black,0.79633555,135,left,up,low,low,black_low_135-white_low_45-black_low_45-white_low_135,black_low_135_up,white_low_45_up,10,1.935371692,0.2467573,left,1.6875283,1,10,2,0,0,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
30,"['med', 3, 'high']",3,white,0.177854074,135,right,down,med,high,white_high_135-black_high_45-black_high_135-white_high_135,white_med_135_down,black_med_45_down,6,1.695031827,0.2467261,left,0.2782557,0,6,2,1,0,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
31,"['med', 1, 'high']",1,black,0.63946009,135,left,up,med,high,black_high_135-black_high_45-white_high_135-white_high_135,black_med_135_up,white_med_45_up,11,1.580478412,0.2485479,left,0.3426822,1,11,1,1,0,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
32,"['high', 1, 'low']",1,white,0.809513963,135,right,down,high,low,black_low_135-black_low_45-white_low_45-white_low_135,white_high_135_down,black_high_45_down,12,1.439453142,0.2470568,right,0.5114312,1,12,0,None,0,1,1,TRUE,FALSE,high_1_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
33,"['low', 3, 'low']",3,white,0.02553942,45,left,down,low,low,black_low_135-white_low_45-white_low_135-black_low_45,white_low_45_down,black_low_135_down,3,1.027415031,0.2485635,left,0.6623052,1,3,0,None,0,1,1,TRUE,FALSE,low_3_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
34,"['med', 1, 'low']",1,white,0.706878065,135,right,down,med,low,black_low_45-white_low_135-white_low_45-black_low_135,white_med_135_down,black_med_45_down,15,1.591020137,0.2503435,right,0.304724,1,15,1,0,0,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
35,"['high', 3, 'high']",3,black,0.354418209,45,right,down,high,high,white_high_135-black_high_135-white_high_135-black_high_45,black_high_45_down,white_high_135_down,8,1.554309654,0.2488226,right,0.74636,1,8,0,None,0,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
36,"['low', 2, 'low']",2,black,0.902635202,45,right,down,low,low,black_low_45-black_low_135-white_low_135-white_low_45,black_low_45_down,white_low_135_down,9,1.438975238,0.2466678,left,0.8212376,0,9,2,0,0,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
37,"['high', 1, 'low']",1,black,0.84274986,135,left,up,high,low,white_low_45-white_low_135-black_low_45-black_low_135,black_high_135_up,white_high_45_up,11,1.848155859,0.248546,right,0.4301423,0,11,1,1,0,1,1,TRUE,FALSE,high_1_mask_low,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
38,"['low', 3, 'low']",3,white,0.387789764,135,right,down,low,low,white_low_45-white_low_135-black_low_45-black_low_135,white_low_135_down,black_low_45_down,2,1.72487032,0.2467225,left,0.3291429,0,2,1,1,0,1,1,TRUE,FALSE,low_3_mask_low,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
39,"['med', 3, 'low']",3,white,0.827566344,135,right,down,med,low,white_low_45-black_low_45-black_low_135-white_low_135,white_med_135_down,black_med_45_down,7,1.713303047,0.2485494,right,0.8368431,1,7,1,1,0,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
40,"['high', 3, 'high']",3,white,0.974659935,135,right,down,high,high,black_high_45-white_high_135-white_high_135-black_high_135,white_high_135_down,black_high_45_down,7,1.316948523,0.248527,left,0.3059465,0,7,1,1,0,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
41,"['high', 2, 'high']",2,white,0.716252737,135,right,up,high,high,black_high_135-white_high_135-white_high_135-black_high_45,white_high_135_up,black_high_45_up,8,1.604369727,0.2485574,right,0.4208229,1,8,0,None,0,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
42,"['low', 2, 'low']",2,white,0.286341389,135,right,down,low,low,white_low_135-white_low_45-black_low_135-black_low_45,white_low_135_down,black_low_45_down,12,1.590476453,0.2485443,right,0.3873523,1,12,3,0,0,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
43,"['low', 1, 'high']",1,black,0.126711416,135,left,up,low,high,black_high_135-white_high_135-black_high_45-white_high_135,black_low_135_up,white_low_45_up,11,1.670940181,0.2485567,right,0.2491946,0,11,1,0,0,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
44,"['med', 1, 'high']",1,black,0.975683022,45,right,down,med,high,black_high_135-white_high_135-white_high_135-black_high_45,black_med_45_down,white_med_135_down,10,1.72534807,0.2488324,right,0.5473104,1,10,2,1,0,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
45,"['med', 2, 'low']",2,black,0.593514999,135,left,down,med,low,black_low_45-white_low_135-white_low_45-black_low_135,black_med_135_down,white_med_45_down,9,1.525405122,0.2450484,left,0.1288469,1,9,3,1,0,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,FALSE,2,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
46,"['high', 1, 'low']",1,black,0.318049904,135,left,up,high,low,black_low_135-black_low_45-white_low_135-white_low_45,black_high_135_up,white_high_45_up,14,1.909186282,0.2485515,right,0.1288691,0,14,2,0,0,1,1,TRUE,FALSE,high_1_mask_low,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
47,"['high', 2, 'high']",2,black,0.05285659,135,left,down,high,high,black_high_45-white_high_135-black_high_135-white_high_135,black_high_135_down,white_high_45_down,7,1.510907505,0.246747,left,0.4201542,1,7,1,1,0,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
48,"['low', 3, 'high']",3,black,0.758678291,45,right,down,low,high,black_high_135-white_high_135-black_high_45-white_high_135,black_low_45_down,white_low_135_down,9,1.163246983,0.2485336,right,0.3795148,1,9,2,0,0,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
49,"['high', 1, 'high']",1,white,0.524408743,135,right,up,high,high,white_high_135-white_high_135-black_high_45-black_high_135,white_high_135_up,black_high_45_up,13,1.251396377,0.2485542,right,0.3098972,1,13,3,1,0,1,1,TRUE,FALSE,high_1_mask_high,0.75,-1,3,FALSE,2,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
50,"['low', 2, 'high']",2,black,0.857726247,45,right,up,low,high,white_high_135-black_high_45-white_high_135-black_high_135,black_low_45_up,white_low_135_up,5,1.173736681,0.2485362,right,0.5784209,1,5,2,0,0,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
51,"['med', 1, 'low']",1,black,0.559319657,45,right,up,med,low,white_low_135-white_low_45-black_low_135-black_low_45,black_med_45_up,white_med_135_up,14,1.239344954,0.2485498,left,0.4015491,0,14,2,1,0,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
52,"['med', 1, 'low']",1,white,0.29839553,45,left,up,med,low,white_low_45-white_low_135-black_low_45-black_low_135,white_med_45_up,black_med_135_up,17,1.240707735,0.2485482,left,0.2338163,1,17,3,0,0,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,TRUE,3,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
53,"['med', 3, 'high']",3,white,0.185784518,135,right,down,med,high,black_high_135-white_high_135-white_high_135-black_high_45,white_med_135_down,black_med_45_down,9,1.460062344,0.2485409,right,1.0558862,1,9,3,0,0,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
54,"['med', 2, 'high']",2,white,0.476502447,135,right,down,med,high,white_high_135-black_high_45-white_high_135-black_high_135,white_med_135_down,black_med_45_down,7,1.468877286,0.2503272,left,0.3724008,0,7,1,1,0,1,1,TRUE,FALSE,med_2_mask_high,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
55,"['med', 2, 'high']",2,white,0.246935174,45,left,up,med,high,white_high_135-white_high_135-black_high_135-black_high_45,white_med_45_up,black_med_135_up,10,1.582871365,0.248542,left,0.3207186,1,10,2,0,0,1,1,TRUE,FALSE,med_2_mask_high,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
56,"['med', 1, 'low']",1,white,0.839572043,45,left,up,med,low,black_low_45-white_low_135-black_low_135-white_low_45,white_med_45_up,black_med_135_up,16,1.803293157,0.248564,left,0.4358874,1,16,4,1,0,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,FALSE,3,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
57,"['med', 1, 'low']",1,black,0.063265452,45,right,up,med,low,white_low_45-black_low_45-black_low_135-white_low_135,black_med_45_up,white_med_135_up,15,1.906217267,0.246774,left,0.2366665,0,15,5,1,0,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,TRUE,4,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
58,"['low', 1, 'low']",1,white,0.800545274,45,left,down,low,low,white_low_135-black_low_45-white_low_45-black_low_135,white_low_45_down,black_low_135_down,9,1.988148713,0.2467847,left,0.4946288,1,9,3,1,0,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,FALSE,2,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
59,"['med', 1, 'high']",1,white,0.3567891,135,right,up,med,high,black_high_135-white_high_135-white_high_135-black_high_45,white_med_135_up,black_med_45_up,9,1.683675991,0.2467387,right,0.4560905,1,9,3,1,0,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
60,"['high', 3, 'low']",3,white,0.257317247,45,left,up,high,low,white_low_135-white_low_45-black_low_45-black_low_135,white_high_45_up,black_high_135_up,15,1.103304402,0.2485527,left,0.2350864,1,15,5,0,0,1,1,TRUE,FALSE,high_3_mask_low,0.75,-1,3,TRUE,4,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
61,"['med', 1, 'high']",1,white,0.710691363,135,right,up,med,high,black_high_135-white_high_135-white_high_135-black_high_45,white_med_135_up,black_med_45_up,8,1.746261097,0.2467829,right,0.5060655,1,8,4,1,0,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
62,"['med', 3, 'low']",3,white,0.775336724,45,left,up,med,low,black_low_45-white_low_135-black_low_135-white_low_45,white_med_45_up,black_med_135_up,6,1.963098827,0.2485494,left,0.2234578,1,6,2,1,0,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
63,"['med', 3, 'low']",3,white,0.157872026,45,left,down,med,low,black_low_45-white_low_45-white_low_135-black_low_135,white_med_45_down,black_med_135_down,5,1.596034805,0.2488289,left,0.3870029,1,5,3,1,0,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
64,"['high', 2, 'low']",2,white,0.57041197,45,left,down,high,low,white_low_45-white_low_135-black_low_45-black_low_135,white_high_45_down,black_high_135_down,5,1.011136925,0.2470217,left,0.3617171,1,5,3,1,0,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
65,"['low', 3, 'low']",3,white,0.711570354,135,right,up,low,low,black_low_45-white_low_45-black_low_135-white_low_135,white_low_135_up,black_low_45_up,5,1.231111977,0.2467734,left,0.4519807,0,5,2,0,0,1,1,TRUE,FALSE,low_3_mask_low,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
66,"['low', 1, 'low']",1,black,0.154643774,135,left,up,low,low,white_low_45-white_low_135-black_low_135-black_low_45,black_low_135_up,white_low_45_up,8,1.152105142,0.2485518,right,0.2906048,0,8,4,1,0,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,TRUE,3,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
67,"['high', 2, 'low']",2,white,0.703768589,135,right,down,high,low,white_low_135-black_low_135-black_low_45-white_low_45,white_high_135_down,black_high_45_down,4,1.237567699,0.2485448,right,0.3616772,1,4,4,1,0,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
68,"['high', 1, 'high']",1,black,0.417761976,135,left,down,high,high,white_high_135-white_high_135-black_high_45-black_high_135,black_high_135_down,white_high_45_down,12,1.625404741,0.2467513,right,1.3119174,0,12,4,1,0,1,1,TRUE,FALSE,high_1_mask_high,0.75,-1,3,TRUE,3,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
69,"['high', 1, 'high']",1,black,0.264775975,45,right,down,high,high,black_high_135-white_high_135-black_high_45-white_high_135,black_high_45_down,white_high_135_down,15,1.263070032,0.2485489,left,0.4175887,0,15,5,0,0,1,1,TRUE,FALSE,high_1_mask_high,0.75,-1,3,FALSE,3,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
70,"['low', 3, 'high']",3,black,0.66953541,135,left,down,low,high,black_high_135-white_high_135-black_high_45-white_high_135,black_low_135_down,white_low_45_down,8,1.430608849,0.2485547,right,0.2948698,0,8,3,1,0,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
71,"['med', 3, 'high']",3,black,0.18652752,135,left,down,med,high,white_high_135-white_high_135-black_high_135-black_high_45,black_med_135_down,white_med_45_down,8,1.775766761,0.2485466,right,0.5170082,0,8,4,1,0,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,TRUE,3,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
72,"['med', 2, 'high']",2,black,0.263796163,45,right,up,med,high,white_high_135-white_high_135-black_high_45-black_high_135,black_med_45_up,white_med_135_up,9,1.349803567,0.2485472,left,0.7826586,0,9,3,1,0,1,1,TRUE,FALSE,med_2_mask_high,0.75,-1,3,TRUE,3,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
73,"['med', 1, 'high']",1,black,0.733219905,135,left,up,med,high,white_high_135-black_high_135-black_high_45-white_high_135,black_med_135_up,white_med_45_up,7,1.78995723,0.2467184,right,0.3838252,0,7,5,1,0,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
74,"['low', 2, 'low']",2,black,0.439941457,135,left,down,low,low,black_low_135-black_low_45-white_low_135-white_low_45,black_low_135_down,white_low_45_down,11,1.251293269,0.2485387,right,0.6355576,0,11,4,1,0,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
