trial_number,trial_type,cycle_number,first_color,phase,first_orientation,correct_response,visual_field,spatial_frequency,mask_type,mask_images,first_stim,second_stim,stimulus_frame_duration,fixation_duration,mask_duration,answer,rt,accuracy,staircase_dv,staircase_trial_num,staircase_previous_correct,staircase_phase,staircase_step_size,staircase_powers_law,staircase_siam,staircase_over,staircase_name,staircase_conv_p,staircase_step_hit,staircase_step_miss,staircase_reversal,staircase_reversal_num,threshold_low1_mask_low,threshold_low2_mask_low,threshold_low3_mask_low,threshold_low1_mask_high,threshold_low2_mask_high,threshold_low3_mask_high,threshold_high1_mask_low,threshold_high2_mask_low,threshold_high3_mask_low,threshold_high1_mask_high,threshold_high2_mask_high,threshold_high3_mask_high,threshold_med1_mask_low,threshold_med2_mask_low,threshold_med3_mask_low,threshold_med1_mask_high,threshold_med2_mask_high,threshold_med3_mask_high,frame_rate,participant,psychopyVersion,frame_rate_detected
968,"['med', 3, 'low']",3,black,0.526212334,135,left,up,med,low,black_low_45-white_low_135-white_low_45-black_low_135,black_med_135_up,white_med_45_up,9,1.607061129,0.2485495,left,0.7432907,1,9,52,0,1,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,TRUE,22,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
969,"['high', 2, 'low']",2,black,0.667322506,135,left,up,high,low,black_low_45-white_low_135-white_low_45-black_low_135,black_high_135_up,white_high_45_up,13,1.069093178,0.248551,left,0.0730859,1,13,49,0,1,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,TRUE,20,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
970,"['low', 2, 'low']",2,black,0.22586599,135,left,up,low,low,black_low_45-white_low_135-black_low_135-white_low_45,black_low_135_up,white_low_45_up,10,1.941629318,0.2485499,left,0.4481123,1,10,53,1,1,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,FALSE,15,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
971,"['low', 1, 'low']",1,black,0.603725423,45,right,down,low,low,white_low_135-black_low_45-white_low_45-black_low_135,black_low_45_down,white_low_135_down,19,1.320285705,0.2485432,right,1.0871589,1,19,53,1,1,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,FALSE,24,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
972,"['med', 3, 'high']",3,black,0.749242496,45,right,down,med,high,black_high_45-black_high_135-white_high_135-white_high_135,black_med_45_down,white_med_135_down,7,1.329641757,0.2485482,right,0.2294604,1,7,53,1,1,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,FALSE,20,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
973,"['low', 2, 'high']",2,black,0.038883469,135,left,up,low,high,black_high_135-white_high_135-black_high_45-white_high_135,black_low_135_up,white_low_45_up,4,1.632759356,0.2485579,right,0.4028229,0,4,55,1,1,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,TRUE,25,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
974,"['low', 3, 'low']",3,white,0.013654022,135,right,up,low,low,black_low_135-white_low_45-black_low_45-white_low_135,white_low_135_up,black_low_45_up,7,1.122782298,0.2485477,right,0.4758433,1,7,56,0,1,1,1,TRUE,FALSE,low_3_mask_low,0.75,-1,3,TRUE,26,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
975,"['low', 1, 'high']",1,black,0.513234727,45,right,up,low,high,black_high_135-black_high_45-white_high_135-white_high_135,black_low_45_up,white_low_135_up,12,1.770182423,0.2485499,left,1.608259,0,12,44,1,1,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,TRUE,12,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
976,"['high', 1, 'low']",1,black,0.198372763,135,left,down,high,low,black_low_45-white_low_135-black_low_135-white_low_45,black_high_135_down,white_high_45_down,32,1.965626863,0.2485497,right,0.0722999,0,32,48,1,1,1,1,TRUE,FALSE,high_1_mask_low,0.75,-1,3,TRUE,27,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
977,"['high', 3, 'high']",3,white,0.283137413,45,left,down,high,high,white_high_135-black_high_45-black_high_135-white_high_135,white_high_45_down,black_high_135_down,9,1.260961772,0.2488191,right,0.3722673,0,9,55,1,1,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,TRUE,21,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
978,"['med', 2, 'low']",2,white,0.490751456,135,right,down,med,low,black_low_135-white_low_45-black_low_45-white_low_135,white_med_135_down,black_med_45_down,7,1.05668417,0.2467589,left,0.137964,0,7,57,1,1,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,TRUE,25,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
979,"['low', 3, 'low']",3,black,0.405627938,135,left,up,low,low,black_low_45-black_low_135-white_low_135-white_low_45,black_low_135_up,white_low_45_up,6,1.487771427,0.2502916,right,0.2955975,0,6,57,1,1,1,1,TRUE,FALSE,low_3_mask_low,0.75,-1,3,TRUE,27,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
980,"['med', 2, 'high']",2,black,0.039473668,45,right,down,med,high,black_high_45-black_high_135-white_high_135-white_high_135,black_med_45_down,white_med_135_down,1,1.384360131,0.2485393,right,0.0579961,1,1,57,1,1,1,1,TRUE,FALSE,med_2_mask_high,0.75,-1,3,FALSE,22,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
981,"['med', 3, 'high']",3,black,0.066662398,135,left,down,med,high,black_high_135-white_high_135-black_high_45-white_high_135,black_med_135_down,white_med_45_down,6,1.99828362,0.248544,left,0.3443398,1,6,54,1,1,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,FALSE,20,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
982,"['med', 2, 'low']",2,black,0.064752322,45,right,down,med,low,white_low_135-white_low_45-black_low_45-black_low_135,black_med_45_down,white_med_135_down,10,1.753266644,0.2485614,right,0.0727439,1,10,58,0,1,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,TRUE,26,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
983,"['med', 1, 'high']",1,black,0.656091405,135,left,up,med,high,black_high_45-black_high_135-white_high_135-white_high_135,black_med_135_up,white_med_45_up,17,1.092591382,0.2485387,right,0.0684263,0,17,63,1,1,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,TRUE,27,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
984,"['med', 3, 'low']",3,black,0.582205218,135,left,down,med,low,black_low_135-white_low_135-black_low_45-white_low_45,black_med_135_down,white_med_45_down,8,1.88758724,0.2485565,left,0.0531055,1,8,53,1,1,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,FALSE,22,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
985,"['med', 3, 'low']",3,black,0.856637924,45,right,down,med,low,black_low_45-black_low_135-white_low_135-white_low_45,black_med_45_down,white_med_135_down,7,1.780629159,0.2485398,right,0.6208294,1,7,54,1,1,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,FALSE,22,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
986,"['low', 1, 'low']",1,black,0.87129731,45,right,up,low,low,black_low_45-black_low_135-white_low_135-white_low_45,black_low_45_up,white_low_135_up,18,1.733566282,0.2485396,right,0.2550495,1,18,54,1,1,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,FALSE,24,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
987,"['low', 1, 'low']",1,black,0.113947306,45,right,down,low,low,black_low_45-white_low_135-black_low_135-white_low_45,black_low_45_down,white_low_135_down,17,1.084682156,0.2485472,left,1.5380243,0,17,55,1,1,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,TRUE,25,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
988,"['low', 2, 'low']",2,black,0.081678577,45,right,up,low,low,white_low_135-black_low_135-white_low_45-black_low_45,black_low_45_up,white_low_135_up,9,1.91184478,0.2485546,right,0.2912488,1,9,54,1,1,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,FALSE,15,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
989,"['med', 3, 'high']",3,black,0.67009479,135,left,up,med,high,white_high_135-white_high_135-black_high_135-black_high_45,black_med_135_up,white_med_45_up,5,1.594989207,0.2467724,left,0.3524805,1,5,55,1,1,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,FALSE,20,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
990,"['high', 1, 'low']",1,black,0.297287479,135,left,down,high,low,black_low_45-white_low_45-white_low_135-black_low_135,black_high_135_down,white_high_45_down,35,1.952634275,0.2485504,left,0.0319849,1,35,49,0,1,1,1,TRUE,FALSE,high_1_mask_low,0.75,-1,3,TRUE,28,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
991,"['low', 1, 'low']",1,black,0.106485358,135,left,down,low,low,black_low_45-white_low_135-black_low_135-white_low_45,black_low_135_down,white_low_45_down,20,1.139976794,0.2485358,right,0.0186371,0,20,56,0,1,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,FALSE,25,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
992,"['med', 3, 'high']",3,white,0.919328389,135,right,up,med,high,white_high_135-white_high_135-black_high_45-black_high_135,white_med_135_up,black_med_45_up,4,1.484745578,0.2467116,right,0.0822003,1,4,56,1,1,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,FALSE,20,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
993,"['low', 2, 'high']",2,black,0.978654684,45,right,up,low,high,white_high_135-black_high_135-black_high_45-white_high_135,black_low_45_up,white_low_135_up,7,1.141159067,0.2485555,right,0.2893082,1,7,56,0,1,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,TRUE,26,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
994,"['high', 1, 'low']",1,black,0.317811562,45,right,down,high,low,white_low_45-white_low_135-black_low_135-black_low_45,black_high_45_down,white_high_135_down,34,1.022911796,0.2485535,right,0.1223931,1,34,50,1,1,1,1,TRUE,FALSE,high_1_mask_low,0.75,-1,3,FALSE,28,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
995,"['low', 2, 'high']",2,black,0.699691289,45,right,up,low,high,white_high_135-black_high_135-black_high_45-white_high_135,black_low_45_up,white_low_135_up,6,1.068978999,0.2485497,right,0.026499,1,6,57,1,1,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,FALSE,26,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
996,"['high', 3, 'low']",3,black,0.320727519,135,left,down,high,low,black_low_135-white_low_45-white_low_135-black_low_45,black_high_135_down,white_high_45_down,13,1.548595716,0.2485482,left,0.4482255,1,13,59,0,1,1,1,TRUE,FALSE,high_3_mask_low,0.75,-1,3,TRUE,24,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
997,"['med', 3, 'high']",3,white,0.685646048,135,right,down,med,high,white_high_135-white_high_135-black_high_135-black_high_45,white_med_135_down,black_med_45_down,3,1.1604565,0.2485389,right,1.2202904,1,3,57,1,1,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,FALSE,20,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
998,"['high', 3, 'high']",3,black,0.536275637,135,left,down,high,high,black_high_45-white_high_135-black_high_135-white_high_135,black_high_135_down,white_high_45_down,12,1.10717505,0.2485554,left,0.0785245,1,12,56,0,1,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,TRUE,22,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
999,"['med', 1, 'high']",1,white,0.500085154,135,right,up,med,high,white_high_135-black_high_135-white_high_135-black_high_45,white_med_135_up,black_med_45_up,20,1.080402535,0.2485538,right,0.0606744,1,20,64,0,1,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,TRUE,28,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1000,"['med', 1, 'high']",1,black,0.696480692,45,right,up,med,high,black_high_135-white_high_135-black_high_45-white_high_135,black_med_45_up,white_med_135_up,19,1.88303007,0.2502774,right,0.7633769,1,19,65,1,1,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,FALSE,28,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1001,"['low', 2, 'low']",2,white,0.718237627,135,right,up,low,low,black_low_135-white_low_45-white_low_135-black_low_45,white_low_135_up,black_low_45_up,8,1.279368366,0.2485363,right,0.612223,1,8,55,1,1,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,FALSE,15,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1002,"['med', 1, 'high']",1,black,0.790969735,45,right,down,med,high,white_high_135-white_high_135-black_high_45-black_high_135,black_med_45_down,white_med_135_down,18,1.657285005,0.2485468,right,0.0698941,1,18,66,1,1,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,FALSE,28,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1003,"['low', 2, 'high']",2,black,0.09372654,45,right,down,low,high,black_high_45-white_high_135-black_high_135-white_high_135,black_low_45_down,white_low_135_down,5,1.860039074,0.2467206,left,0.3339449,0,5,58,1,1,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,TRUE,27,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1004,"['high', 1, 'low']",1,black,0.058796157,135,left,up,high,low,white_low_45-black_low_45-black_low_135-white_low_135,black_high_135_up,white_high_45_up,33,1.136603736,0.2485234,left,0.1274572,1,33,51,1,1,1,1,TRUE,FALSE,high_1_mask_low,0.75,-1,3,FALSE,28,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1005,"['med', 1, 'low']",1,black,0.18003456,45,right,down,med,low,black_low_45-black_low_135-white_low_135-white_low_45,black_med_45_down,white_med_135_down,22,1.29027111,0.248553,right,0.1414269,1,22,54,1,1,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,FALSE,19,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1006,"['low', 1, 'low']",1,white,0.126750366,135,right,up,low,low,black_low_45-white_low_45-white_low_135-black_low_135,white_low_135_up,black_low_45_up,23,1.08955139,0.2485418,right,0.1223808,1,23,57,0,1,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,TRUE,26,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1007,"['low', 2, 'high']",2,black,0.99522019,45,right,down,low,high,black_high_45-white_high_135-black_high_135-white_high_135,black_low_45_down,white_low_135_down,8,1.059516692,0.2485425,left,0.435356,0,8,59,0,1,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,FALSE,27,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1008,"['high', 2, 'high']",2,white,0.980693027,135,right,down,high,high,black_high_135-white_high_135-white_high_135-black_high_45,white_high_135_down,black_high_45_down,19,1.470172733,0.2467775,right,0.0979809,1,19,53,1,1,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,FALSE,26,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1009,"['high', 2, 'high']",2,white,0.518585054,135,right,down,high,high,white_high_135-black_high_135-black_high_45-white_high_135,white_high_135_down,black_high_45_down,18,1.042330308,0.2485559,right,0.1322753,1,18,54,1,1,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,FALSE,26,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1010,"['med', 3, 'high']",3,black,0.368103534,45,right,up,med,high,black_high_135-white_high_135-white_high_135-black_high_45,black_med_45_up,white_med_135_up,2,1.314208525,0.2485531,left,0.1800763,0,2,58,1,1,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,TRUE,21,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1011,"['low', 1, 'high']",1,black,0.866577481,45,right,down,low,high,black_high_135-white_high_135-white_high_135-black_high_45,black_low_45_down,white_low_135_down,15,1.765316071,0.2467574,left,1.3564639,0,15,45,0,1,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,FALSE,12,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1012,"['med', 3, 'low']",3,black,0.248459004,135,left,up,med,low,black_low_135-white_low_135-white_low_45-black_low_45,black_med_135_up,white_med_45_up,6,1.653140065,0.2485512,right,0.0332403,0,6,55,1,1,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,TRUE,23,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1013,"['low', 2, 'low']",2,black,0.419923638,135,left,up,low,low,white_low_45-white_low_135-black_low_45-black_low_135,black_low_135_up,white_low_45_up,7,1.513749723,0.2485541,left,0.1796047,1,7,56,1,1,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,FALSE,15,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1014,"['med', 1, 'low']",1,black,0.5552974,45,right,up,med,low,white_low_45-white_low_135-black_low_135-black_low_45,black_med_45_up,white_med_135_up,21,1.492606014,0.2485732,right,0.3912847,1,21,55,1,1,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,FALSE,19,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1015,"['med', 1, 'low']",1,white,0.647873433,45,left,up,med,low,white_low_45-black_low_45-white_low_135-black_low_135,white_med_45_up,black_med_135_up,20,1.447242709,0.2503281,left,0.3456879,1,20,56,1,1,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,FALSE,19,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1016,"['high', 2, 'high']",2,white,0.661526055,45,left,up,high,high,white_high_135-black_high_45-white_high_135-black_high_135,white_high_45_up,black_high_135_up,17,1.356745226,0.2485405,left,0.2370324,1,17,55,1,1,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,FALSE,26,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1017,"['low', 1, 'low']",1,black,0.027018465,45,right,down,low,low,black_low_135-white_low_45-white_low_135-black_low_45,black_low_45_down,white_low_135_down,22,1.730331374,0.2485471,left,0.4487884,0,22,58,1,1,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,TRUE,27,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1018,"['high', 3, 'high']",3,white,0.574719533,45,left,up,high,high,black_high_45-black_high_135-white_high_135-white_high_135,white_high_45_up,black_high_135_up,11,1.185914349,0.2502939,left,0.5258949,1,11,57,1,1,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,FALSE,22,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1019,"['high', 3, 'high']",3,white,0.239211399,45,left,up,high,high,black_high_45-white_high_135-white_high_135-black_high_135,white_high_45_up,black_high_135_up,10,1.616514226,0.2485428,left,0.3729313,1,10,58,1,1,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,FALSE,22,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1020,"['high', 3, 'low']",3,black,0.713892693,45,right,up,high,low,black_low_45-black_low_135-white_low_135-white_low_45,black_high_45_up,white_high_135_up,12,1.626658733,0.2485438,right,0.0226699,1,12,60,1,1,1,1,TRUE,FALSE,high_3_mask_low,0.75,-1,3,FALSE,24,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1021,"['med', 1, 'low']",1,white,0.342382072,135,right,down,med,low,white_low_45-black_low_45-white_low_135-black_low_135,white_med_135_down,black_med_45_down,19,1.921182529,0.2485458,right,0.1585662,1,19,57,1,1,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,FALSE,19,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1022,"['low', 2, 'low']",2,white,0.24554771,135,right,down,low,low,white_low_135-black_low_45-white_low_45-black_low_135,white_low_135_down,black_low_45_down,6,1.489393329,0.2485398,right,0.2885688,1,6,57,1,1,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,FALSE,15,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1023,"['high', 2, 'low']",2,black,0.391579249,135,left,down,high,low,black_low_135-white_low_45-black_low_45-white_low_135,black_high_135_down,white_high_45_down,12,1.059658988,0.2485474,right,0.3521549,0,12,50,1,1,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,TRUE,21,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1024,"['med', 2, 'high']",2,black,0.610141399,45,right,up,med,high,black_high_135-white_high_135-black_high_45-white_high_135,black_med_45_up,white_med_135_up,1,1.173157715,0.2485441,left,0.2177975,0,1,58,1,1,1,1,TRUE,FALSE,med_2_mask_high,0.75,-1,3,TRUE,23,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1025,"['high', 2, 'low']",2,black,0.555070601,135,left,up,high,low,black_low_135-white_low_135-black_low_45-white_low_45,black_high_135_up,white_high_45_up,15,1.029834141,0.2485472,right,0.0789865,0,15,51,0,1,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,FALSE,21,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1026,"['low', 3, 'low']",3,white,0.210938029,135,right,down,low,low,white_low_135-black_low_135-white_low_45-black_low_45,white_low_135_down,black_low_45_down,9,1.905496629,0.2485458,right,0.4630051,1,9,58,0,1,1,1,TRUE,FALSE,low_3_mask_low,0.75,-1,3,TRUE,28,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1027,"['low', 3, 'high']",3,white,0.888246614,45,left,down,low,high,white_high_135-black_high_135-black_high_45-white_high_135,white_low_45_down,black_low_135_down,5,1.11743974,0.2502926,left,0.1215933,1,5,54,1,1,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,FALSE,23,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1028,"['low', 3, 'high']",3,black,0.466303807,135,left,down,low,high,white_high_135-black_high_135-black_high_45-white_high_135,black_low_135_down,white_low_45_down,4,1.405046396,0.2485438,right,0.2350595,0,4,55,1,1,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,TRUE,24,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1029,"['high', 1, 'low']",1,black,0.731224142,135,left,up,high,low,black_low_45-white_low_45-white_low_135-black_low_135,black_high_135_up,white_high_45_up,32,1.630700721,0.2485457,left,0.1031827,1,32,52,1,1,1,1,TRUE,FALSE,high_1_mask_low,0.75,-1,3,FALSE,28,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1030,"['low', 2, 'high']",2,black,0.029788894,45,right,down,low,high,black_high_135-white_high_135-black_high_45-white_high_135,black_low_45_down,white_low_135_down,11,1.511819872,0.2485467,right,0.2341174,1,11,60,0,1,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,TRUE,28,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1031,"['med', 1, 'high']",1,white,0.22657815,45,left,up,med,high,black_high_135-white_high_135-black_high_45-white_high_135,white_med_45_up,black_med_135_up,17,1.684353244,0.2485434,left,0.2680201,1,17,67,1,1,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,FALSE,28,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1032,"['high', 3, 'high']",3,black,0.297555357,135,left,up,high,high,black_high_45-black_high_135-white_high_135-white_high_135,black_high_135_up,white_high_45_up,9,1.773651026,0.2485593,right,0.1974833,0,9,59,1,1,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,TRUE,23,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1033,"['low', 3, 'low']",3,white,0.02745504,135,right,up,low,low,white_low_135-white_low_45-black_low_45-black_low_135,white_low_135_up,black_low_45_up,8,1.823060904,0.2467283,right,0.1251837,1,8,59,1,1,1,1,TRUE,FALSE,low_3_mask_low,0.75,-1,3,FALSE,28,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1034,"['low', 3, 'low']",3,white,0.561432923,45,left,up,low,low,white_low_135-white_low_45-black_low_45-black_low_135,white_low_45_up,black_low_135_up,7,1.244558463,0.2485426,left,0.0726808,1,7,60,1,1,1,1,TRUE,FALSE,low_3_mask_low,0.75,-1,3,FALSE,28,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1035,"['low', 3, 'low']",3,white,0.826070228,45,left,up,low,low,white_low_135-black_low_135-white_low_45-black_low_45,white_low_45_up,black_low_135_up,6,1.021937646,0.2485487,left,0.0980214,1,6,61,1,1,1,1,TRUE,FALSE,low_3_mask_low,0.75,-1,3,FALSE,28,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1036,"['high', 2, 'low']",2,white,0.746623911,45,left,down,high,low,white_low_135-white_low_45-black_low_45-black_low_135,white_high_45_down,black_high_135_down,18,1.298902967,0.2503277,left,0.0416473,1,18,52,0,1,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,TRUE,22,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1037,"['high', 2, 'high']",2,black,0.032184538,135,left,up,high,high,white_high_135-white_high_135-black_high_45-black_high_135,black_high_135_up,white_high_45_up,16,1.950075725,0.2485378,left,3.8999442,1,16,56,1,1,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,FALSE,26,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1038,"['med', 1, 'low']",1,black,0.93089995,45,right,down,med,low,black_low_45-black_low_135-white_low_45-white_low_135,black_med_45_down,white_med_135_down,18,1.317223944,0.2500176,right,1.7796301,1,18,58,1,1,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,FALSE,19,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1039,"['med', 1, 'high']",1,black,0.771043377,45,right,down,med,high,black_high_135-white_high_135-black_high_45-white_high_135,black_med_45_down,white_med_135_down,16,1.700617813,0.246665,left,0.1680611,0,16,68,1,1,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,TRUE,29,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1040,"['low', 3, 'high']",3,white,0.040313561,135,right,down,low,high,black_high_45-white_high_135-white_high_135-black_high_135,white_low_135_down,black_low_45_down,7,1.319187405,0.2485537,right,0.7493977,1,7,56,0,1,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,TRUE,25,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1041,"['low', 3, 'high']",3,black,0.409961509,45,right,up,low,high,black_high_135-black_high_45-white_high_135-white_high_135,black_low_45_up,white_low_135_up,6,1.85808919,0.2485453,right,0.5161192,1,6,57,1,1,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,FALSE,25,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
1042,"['low', 1, 'low']",1,black,0.289080506,45,right,down,low,low,white_low_45-white_low_135-black_low_45-black_low_135,black_low_45_down,white_low_135_down,25,1.502493103,0.2485426,right,1.6019366,1,25,59,0,1,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,TRUE,28,,,,,,,,,,,,,,,,,,,165,5,3.2.2021,165.151948
