trial_number,trial_type,cycle_number,first_color,phase,first_orientation,correct_response,visual_field,spatial_frequency,mask_type,mask_images,first_stim,second_stim,stimulus_frame_duration,fixation_duration,mask_duration,answer,rt,accuracy,staircase_dv,staircase_trial_num,staircase_previous_correct,staircase_phase,staircase_step_size,staircase_powers_law,staircase_siam,staircase_over,staircase_name,staircase_conv_p,staircase_step_hit,staircase_step_miss,staircase_reversal,staircase_reversal_num,threshold_low1_mask_low,threshold_low2_mask_low,threshold_low3_mask_low,threshold_high1_mask_low,threshold_high2_mask_low,threshold_high3_mask_low,threshold_low1_mask_high,threshold_low2_mask_high,threshold_low3_mask_high,threshold_high1_mask_high,threshold_high2_mask_high,threshold_high3_mask_high,threshold_med1_mask_low,threshold_med2_mask_low,threshold_med3_mask_low,threshold_med1_mask_high,threshold_med2_mask_high,threshold_med3_mask_high,frame_rate,participant,psychopyVersion,frame_rate_detected
10,"['med', 3, 'high']",3,white,0.821454143,45,left,down,med,high,white_high_135-white_high_135-black_high_45-black_high_135,white_med_45_down,black_med_135_down,8,1.373070972,0.250316,right,0.23588,0,8,0,None,0,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
11,"['high', 3, 'low']",3,white,0.886014027,45,left,down,high,low,white_low_135-white_low_45-black_low_135-black_low_45,white_high_45_down,black_high_135_down,8,1.53404462,0.2485774,right,0.2262191,0,8,0,None,0,1,1,TRUE,FALSE,high_3_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
12,"['high', 2, 'low']",2,black,0.753103719,135,left,down,high,low,black_low_45-black_low_135-white_low_135-white_low_45,black_high_135_down,white_high_45_down,11,1.155038675,0.2488459,right,0.1409621,0,11,1,0,0,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
13,"['med', 1, 'low']",1,white,0.381239306,45,left,up,med,low,white_low_135-black_low_135-black_low_45-white_low_45,white_med_45_up,black_med_135_up,12,1.994890219,0.2485576,left,0.595422,1,12,0,None,0,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
14,"['high', 1, 'low']",1,white,0.05490098,135,right,up,high,low,black_low_45-black_low_135-white_low_45-white_low_135,white_high_135_up,black_high_45_up,12,1.44529607,0.2467635,right,0.1838182,1,12,0,None,0,1,1,TRUE,FALSE,high_1_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
15,"['high', 2, 'high']",2,white,0.927824942,45,left,down,high,high,black_high_45-black_high_135-white_high_135-white_high_135,white_high_45_down,black_high_135_down,11,1.100176048,0.2485544,left,0.2470925,1,11,1,0,0,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
16,"['low', 2, 'high']",2,black,0.597119967,45,right,up,low,high,white_high_135-black_high_45-white_high_135-black_high_135,black_low_45_up,white_low_135_up,1,1.853686543,0.2467732,right,0.3265758,1,1,2,1,0,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
17,"['low', 2, 'high']",2,white,0.207199699,135,right,down,low,high,white_high_135-black_high_45-black_high_135-white_high_135,white_low_135_down,black_low_45_down,1,1.342444158,0.2485356,right,0.2898633,1,1,3,1,0,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
18,"['med', 1, 'low']",1,black,0.436815006,45,right,down,med,low,black_low_45-white_low_45-black_low_135-white_low_135,black_med_45_down,white_med_135_down,11,1.31353121,0.2488385,right,0.1347772,1,11,1,1,0,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
19,"['high', 1, 'high']",1,black,0.468610659,45,right,down,high,high,white_high_135-white_high_135-black_high_45-black_high_135,black_high_45_down,white_high_135_down,12,1.965712808,0.2485454,right,0.337407,1,12,0,None,0,1,1,TRUE,FALSE,high_1_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
20,"['high', 2, 'low']",2,white,0.062993034,45,left,up,high,low,black_low_45-white_low_45-white_low_135-black_low_135,white_high_45_up,black_high_135_up,14,1.765692175,0.2485461,left,0.1595314,1,14,2,0,0,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
21,"['med', 1, 'low']",1,black,0.189708227,135,left,down,med,low,white_low_135-black_low_45-white_low_45-black_low_135,black_med_135_down,white_med_45_down,10,1.948909537,0.2485383,right,0.2268297,0,10,2,1,0,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
22,"['med', 2, 'low']",2,black,0.078640385,45,right,down,med,low,white_low_135-white_low_45-black_low_135-black_low_45,black_med_45_down,white_med_135_down,10,1.178510405,0.2485449,right,0.0762347,1,10,2,1,0,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
23,"['med', 1, 'low']",1,black,0.862359817,45,right,down,med,low,white_low_45-black_low_45-white_low_135-black_low_135,black_med_45_down,white_med_135_down,13,1.010601699,0.2485439,right,0.0886226,1,13,3,0,0,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
24,"['low', 1, 'low']",1,white,0.919992105,135,right,up,low,low,black_low_45-white_low_135-black_low_135-white_low_45,white_low_135_up,black_low_45_up,8,1.268228347,0.2485387,right,0.3040068,1,8,0,None,0,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
25,"['med', 3, 'high']",3,white,0.420471391,45,left,up,med,high,black_high_45-black_high_135-white_high_135-white_high_135,white_med_45_up,black_med_135_up,11,1.399010241,0.2485508,left,0.057623,1,11,1,0,0,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
26,"['high', 2, 'high']",2,white,0.995116387,45,left,down,high,high,black_high_135-black_high_45-white_high_135-white_high_135,white_high_45_down,black_high_135_down,10,1.942910768,0.2485478,right,0.0364991,0,10,2,1,0,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
27,"['high', 3, 'high']",3,black,0.019337176,135,left,up,high,high,white_high_135-white_high_135-black_high_45-black_high_135,black_high_135_up,white_high_45_up,8,1.567585874,0.2485383,left,0.0736807,1,8,0,None,0,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
28,"['low', 3, 'high']",3,black,0.383690011,45,right,up,low,high,white_high_135-black_high_135-white_high_135-black_high_45,black_low_45_up,white_low_135_up,3,1.450771706,0.2467215,left,0.5341213,0,3,0,None,0,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
29,"['low', 1, 'high']",1,white,0.85952375,45,left,down,low,high,white_high_135-black_high_45-white_high_135-black_high_135,white_low_45_down,black_low_135_down,7,1.058221106,0.2485473,left,0.2379873,1,7,1,1,0,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
30,"['low', 1, 'high']",1,black,0.231190889,135,left,down,low,high,black_high_45-black_high_135-white_high_135-white_high_135,black_low_135_down,white_low_45_down,6,1.865928734,0.2467593,left,0.2350655,1,6,2,1,0,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
31,"['med', 3, 'low']",3,white,0.638513904,45,left,down,med,low,white_low_45-black_low_135-white_low_135-black_low_45,white_med_45_down,black_med_135_down,11,1.15217539,0.2485461,left,0.2496714,1,11,1,0,0,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
32,"['med', 1, 'low']",1,white,0.757011234,135,right,up,med,low,black_low_135-white_low_135-white_low_45-black_low_45,white_med_135_up,black_med_45_up,12,1.279689652,0.248847,left,0.2552666,0,12,4,1,0,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,TRUE,3,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
33,"['low', 1, 'low']",1,black,0.202843257,135,left,down,low,low,white_low_45-black_low_135-white_low_135-black_low_45,black_low_135_down,white_low_45_down,7,1.607479671,0.2467247,left,0.2469147,1,7,1,1,0,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
34,"['high', 2, 'low']",2,black,0.714151915,135,left,up,high,low,black_low_135-white_low_135-black_low_45-white_low_45,black_high_135_up,white_high_45_up,13,1.741119828,0.2467736,left,0.2286827,1,13,3,1,0,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
35,"['med', 1, 'high']",1,white,0.304335553,45,left,up,med,high,black_high_135-white_high_135-black_high_45-white_high_135,white_med_45_up,black_med_135_up,12,1.514628976,0.2485381,left,0.2622162,1,12,0,None,0,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
36,"['high', 3, 'low']",3,black,0.377198875,135,left,up,high,low,black_low_45-white_low_135-black_low_135-white_low_45,black_high_135_up,white_high_45_up,11,1.674975526,0.2485511,left,0.2759534,1,11,1,0,0,1,1,TRUE,FALSE,high_3_mask_low,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
37,"['low', 2, 'high']",2,white,0.945820812,45,left,up,low,high,black_high_45-white_high_135-white_high_135-black_high_135,white_low_45_up,black_low_135_up,1,1.551672255,0.2485429,left,0.6248942,1,1,4,1,0,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
38,"['low', 1, 'high']",1,black,0.920598161,45,right,down,low,high,white_high_135-black_high_45-white_high_135-black_high_135,black_low_45_down,white_low_135_down,5,1.599075298,0.2467375,right,0.1207139,1,5,3,1,0,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
39,"['med', 2, 'low']",2,black,0.160976365,135,left,down,med,low,white_low_45-white_low_135-black_low_135-black_low_45,black_med_135_down,white_med_45_down,9,1.301876107,0.2485457,right,0.4732005,0,9,3,1,0,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
40,"['high', 3, 'low']",3,black,0.501167605,45,right,down,high,low,white_low_135-black_low_45-black_low_135-white_low_45,black_high_45_down,white_high_135_down,10,1.760335545,0.2485484,left,0.3229252,0,10,2,1,0,1,1,TRUE,FALSE,high_3_mask_low,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
41,"['high', 1, 'low']",1,white,0.542811721,135,right,down,high,low,black_low_45-black_low_135-white_low_135-white_low_45,white_high_135_down,black_high_45_down,11,1.876526472,0.2488412,right,0.2006512,1,11,1,1,0,1,1,TRUE,FALSE,high_1_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
42,"['low', 3, 'high']",3,white,0.745006102,135,right,down,low,high,black_high_135-black_high_45-white_high_135-white_high_135,white_low_135_down,black_low_45_down,6,1.497685319,0.2485521,right,0.1112447,1,6,1,0,0,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
43,"['low', 1, 'high']",1,white,0.619153845,135,right,down,low,high,white_high_135-black_high_45-white_high_135-black_high_135,white_low_135_down,black_low_45_down,4,1.506122544,0.2485508,right,0.2883236,1,4,4,1,0,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
44,"['high', 1, 'low']",1,black,0.455093338,135,left,down,high,low,black_low_135-white_low_45-white_low_135-black_low_45,black_high_135_down,white_high_45_down,10,1.353575919,0.2467442,right,0.1292879,0,10,2,1,0,1,1,TRUE,FALSE,high_1_mask_low,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
45,"['low', 1, 'high']",1,black,0.761320379,45,right,down,low,high,white_high_135-white_high_135-black_high_135-black_high_45,black_low_45_down,white_low_135_down,3,1.054106677,0.2485049,right,0.303282,1,3,5,1,0,1,1,TRUE,FALSE,low_1_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
46,"['med', 1, 'low']",1,black,0.633905902,45,right,down,med,low,white_low_45-white_low_135-black_low_135-black_low_45,black_med_45_down,white_med_135_down,15,1.428090614,0.2503217,right,0.1960828,1,15,5,0,0,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,TRUE,4,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
47,"['high', 2, 'high']",2,black,0.655352082,135,left,up,high,high,white_high_135-white_high_135-black_high_135-black_high_45,black_high_135_up,white_high_45_up,13,1.753992898,0.2485668,left,0.4741701,1,13,3,0,0,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,TRUE,3,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
48,"['low', 2, 'high']",2,black,0.154867913,135,left,up,low,high,black_high_135-white_high_135-white_high_135-black_high_45,black_low_135_up,white_low_45_up,1,1.345814793,0.2466871,left,0.9795085,1,1,5,1,0,1,1,TRUE,FALSE,low_2_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
49,"['high', 2, 'low']",2,white,0.43944849,45,left,down,high,low,white_low_45-white_low_135-black_low_45-black_low_135,white_high_45_down,black_high_135_down,12,1.841592231,0.2485465,left,0.037869,1,12,4,1,0,1,1,TRUE,FALSE,high_2_mask_low,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
50,"['high', 1, 'high']",1,black,0.810122365,45,right,down,high,high,white_high_135-black_high_135-black_high_45-white_high_135,black_high_45_down,white_high_135_down,11,1.683909942,0.2502903,right,0.0833526,1,11,1,1,0,1,1,TRUE,FALSE,high_1_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
51,"['med', 3, 'low']",3,white,0.83150813,45,left,up,med,low,white_low_135-white_low_45-black_low_135-black_low_45,white_med_45_up,black_med_135_up,10,1.639409421,0.2467706,left,0.3899756,1,10,2,1,0,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
52,"['high', 1, 'low']",1,white,0.605226688,135,right,up,high,low,black_low_45-white_low_135-white_low_45-black_low_135,white_high_135_up,black_high_45_up,13,1.645515871,0.2485378,left,1.5508985,0,13,3,0,0,1,1,TRUE,FALSE,high_1_mask_low,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
53,"['high', 3, 'high']",3,white,0.777918549,45,left,up,high,high,black_high_135-white_high_135-white_high_135-black_high_45,white_high_45_up,black_high_135_up,7,1.570951253,0.2485703,left,0.0779962,1,7,1,1,0,1,1,TRUE,FALSE,high_3_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
54,"['high', 3, 'low']",3,black,0.717015755,135,left,down,high,low,white_low_45-black_low_45-black_low_135-white_low_135,black_high_135_down,white_high_45_down,13,1.309402193,0.2485516,right,0.4578986,0,13,3,0,0,1,1,TRUE,FALSE,high_3_mask_low,0.75,-1,3,FALSE,2,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
55,"['med', 1, 'high']",1,black,0.390753717,135,left,down,med,high,black_high_45-white_high_135-white_high_135-black_high_135,black_med_135_down,white_med_45_down,11,1.126350183,0.2485435,left,0.2403875,1,11,1,1,0,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
56,"['med', 2, 'low']",2,black,0.926715467,135,left,down,med,low,white_low_45-black_low_45-black_low_135-white_low_135,black_med_135_down,white_med_45_down,12,1.748821165,0.2485314,left,0.2828383,1,12,4,0,0,1,1,TRUE,FALSE,med_2_mask_low,0.75,-1,3,TRUE,3,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
57,"['med', 1, 'high']",1,white,0.787273907,135,right,up,med,high,white_high_135-black_high_45-black_high_135-white_high_135,white_med_135_up,black_med_45_up,10,1.680357959,0.2485425,right,0.1559773,1,10,2,1,0,1,1,TRUE,FALSE,med_1_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
58,"['low', 3, 'high']",3,white,0.793186823,135,right,up,low,high,white_high_135-black_high_45-white_high_135-black_high_135,white_low_135_up,black_low_45_up,5,1.0051821,0.2485387,left,0.2330395,0,5,2,1,0,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,TRUE,2,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
59,"['low', 2, 'low']",2,black,0.964006329,135,left,up,low,low,black_low_45-white_low_135-white_low_45-black_low_135,black_low_135_up,white_low_45_up,3,1.018107582,0.2485539,left,0.2213704,1,3,0,None,0,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
60,"['med', 2, 'high']",2,black,0.895708112,45,right,down,med,high,black_high_135-white_high_135-black_high_45-white_high_135,black_med_45_down,white_med_135_down,7,1.555205506,0.2471089,right,0.0448825,1,7,1,1,0,1,1,TRUE,FALSE,med_2_mask_high,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
61,"['med', 3, 'low']",3,white,0.657606418,45,left,up,med,low,black_low_45-white_low_135-black_low_135-white_low_45,white_med_45_up,black_med_135_up,9,1.827469187,0.2502859,left,0.4395403,1,9,3,1,0,1,1,TRUE,FALSE,med_3_mask_low,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
62,"['low', 3, 'high']",3,black,0.854760071,45,right,up,low,high,black_high_135-white_high_135-black_high_45-white_high_135,black_low_45_up,white_low_135_up,8,1.465921936,0.2467688,left,0.1409769,0,8,3,0,0,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,FALSE,2,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
63,"['low', 1, 'low']",1,black,0.001613259,135,left,up,low,low,black_low_45-white_low_45-black_low_135-white_low_135,black_low_135_up,white_low_45_up,6,1.093650094,0.2485503,left,0.2262175,1,6,2,1,0,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
64,"['low', 3, 'low']",3,white,0.848301273,45,left,down,low,low,black_low_135-white_low_45-black_low_45-white_low_135,white_low_45_down,black_low_135_down,2,1.458839719,0.2485346,left,0.2933453,1,2,1,1,0,1,1,TRUE,FALSE,low_3_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
65,"['high', 1, 'low']",1,black,0.999512776,45,right,down,high,low,black_low_135-black_low_45-white_low_45-white_low_135,black_high_45_down,white_high_135_down,16,1.256456542,0.2485453,left,0.3432006,0,16,4,0,0,1,1,TRUE,FALSE,high_1_mask_low,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
66,"['high', 2, 'high']",2,black,0.716958105,135,left,up,high,high,white_high_135-black_high_45-white_high_135-black_high_135,black_high_135_up,white_high_45_up,12,1.313250408,0.2503186,left,0.2820392,1,12,4,1,0,1,1,TRUE,FALSE,high_2_mask_high,0.75,-1,3,FALSE,3,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
67,"['low', 1, 'low']",1,white,0.003367442,135,right,up,low,low,white_low_45-black_low_135-white_low_135-black_low_45,white_low_135_up,black_low_45_up,5,1.3353881,0.2485438,right,0.2552461,1,5,3,1,0,1,1,TRUE,FALSE,low_1_mask_low,0.75,-1,3,FALSE,0,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
68,"['med', 1, 'low']",1,black,0.569688848,135,left,up,med,low,white_low_45-black_low_45-black_low_135-white_low_135,black_med_135_up,white_med_45_up,14,1.867900978,0.2485411,left,0.2787196,1,14,6,1,0,1,1,TRUE,FALSE,med_1_mask_low,0.75,-1,3,FALSE,4,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
69,"['low', 3, 'low']",3,black,0.319703138,45,right,up,low,low,black_low_135-white_low_135-white_low_45-black_low_45,black_low_45_up,white_low_135_up,1,1.497620447,0.2485232,left,0.2467631,0,1,2,1,0,1,1,TRUE,FALSE,low_3_mask_low,0.75,-1,3,TRUE,1,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
70,"['low', 3, 'high']",3,white,0.615270065,45,left,down,low,high,white_high_135-white_high_135-black_high_45-black_high_135,white_low_45_down,black_low_135_down,11,1.902641873,0.2485461,left,0.154238,1,11,4,0,0,1,1,TRUE,FALSE,low_3_mask_high,0.75,-1,3,TRUE,3,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
71,"['med', 3, 'high']",3,white,0.199849676,135,right,down,med,high,white_high_135-white_high_135-black_high_45-black_high_135,white_med_135_down,black_med_45_down,10,1.18522109,0.2485487,right,0.1145778,1,10,2,1,0,1,1,TRUE,FALSE,med_3_mask_high,0.75,-1,3,FALSE,1,,,,,,,,,,,,,,,,,,,165,11,3.2.2021,164.9514465
