trial_number,trial_type,cycle_number,first_color,phase,first_orientation,correct_response,visual_field,spatial_frequency,mask_type,mask_images,first_stim,second_stim,stimulus_frame_duration,fixation_duration,mask_duration,answer,rt,accuracy,staircase_dv,staircase_trial_num,staircase_previous_correct,staircase_phase,staircase_step_size,staircase_powers_law,staircase_siam,staircase_over,staircase_name,staircase_conv_p,staircase_step_hit,staircase_step_miss,staircase_reversal,staircase_reversal_num,threshold_low1_mask_low,threshold_low2_mask_low,threshold_low3_mask_low,threshold_high1_mask_low,threshold_high2_mask_low,threshold_high3_mask_low,threshold_low1_mask_high,threshold_low2_mask_high,threshold_low3_mask_high,threshold_high1_mask_high,threshold_high2_mask_high,threshold_high3_mask_high,threshold_med1_mask_low,threshold_med2_mask_low,threshold_med3_mask_low,threshold_med1_mask_high,threshold_med2_mask_high,threshold_med3_mask_high,frame_rate,participant,psychopyVersion,frame_rate_detected
1392,"['high', 1, 'high']",1,black,0.665706713,45,right,up,high,high,black_high_135-white_high_135-white_high_135-black_high_45,black_high_45_up,white_high_135_up,21,1.02130106,0.2467691,left,0.1520699,0,21,75,0,1,1,1,TRUE,TRUE,high_1_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,4,3.2.2021,166.000176
1393,"['low', 3, 'high']",3,black,0.42172941,135,left,down,low,high,white_high_135-black_high_135-white_high_135-black_high_45,black_low_135_down,white_low_45_down,4,1.013996698,0.2485503,left,0.0651366,1,4,64,1,1,1,1,TRUE,TRUE,low_3_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,4,3.2.2021,166.000176
1394,"['low', 2, 'low']",2,black,0.639592224,45,right,up,low,low,black_low_135-black_low_45-white_low_135-white_low_45,black_low_45_up,white_low_135_up,5,1.490378033,0.2485608,right,0.1334536,1,5,74,1,1,1,1,TRUE,FALSE,low_2_mask_low,0.75,-1,3,FALSE,29,,,,,,,,,,,,,,,,,,,165,4,3.2.2021,166.000176
1395,"['high', 3, 'high']",3,black,0.722489398,135,left,up,high,high,white_high_135-white_high_135-black_high_45-black_high_135,black_high_135_up,white_high_45_up,18,1.721107235,0.2485427,right,0.1827978,0,18,74,0,1,1,1,TRUE,TRUE,high_3_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,4,3.2.2021,166.000176
1396,"['high', 3, 'low']",3,black,0.862116341,45,right,down,high,low,white_low_45-white_low_135-black_low_135-black_low_45,black_high_45_down,white_high_135_down,15,1.023576719,0.2482759,right,0.3431418,1,15,65,1,1,1,1,TRUE,TRUE,high_3_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,4,3.2.2021,166.000176
1397,"['med', 2, 'low']",2,white,0.456621476,135,right,down,med,low,black_low_45-white_low_135-white_low_45-black_low_135,white_med_135_down,black_med_45_down,14,1.772245711,0.2485537,right,0.0789225,1,14,66,0,1,1,1,TRUE,TRUE,med_2_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,4,3.2.2021,166.000176
1398,"['high', 2, 'high']",2,white,0.38339528,45,left,down,high,high,white_high_135-black_high_135-black_high_45-white_high_135,white_high_45_down,black_high_135_down,25,1.237791847,0.2485458,left,0.0055105,1,25,67,0,1,1,1,TRUE,TRUE,high_2_mask_high,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,4,3.2.2021,166.000176
1399,"['high', 3, 'low']",3,white,0.275953065,45,left,down,high,low,white_low_135-black_low_45-white_low_45-black_low_135,white_high_45_down,black_high_135_down,15,1.877743291,0.24854,left,0.5507783,1,15,65,1,1,1,1,TRUE,TRUE,high_3_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,4,3.2.2021,166.000176
1400,"['med', 1, 'low']",1,black,0.604309159,135,left,up,med,low,black_low_135-white_low_135-white_low_45-black_low_45,black_med_135_up,white_med_45_up,27,1.689416067,0.24855,right,0.0541303,0,27,69,0,1,1,1,TRUE,TRUE,med_1_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,4,3.2.2021,166.000176
1401,"['low', 3, 'low']",3,black,0.807905386,45,right,up,low,low,black_low_45-white_low_135-white_low_45-black_low_135,black_low_45_up,white_low_135_up,5,1.974897145,0.248536,left,0.0860498,0,5,74,1,1,1,1,TRUE,TRUE,low_3_mask_low,0.75,-1,3,TRUE,30,,,,,,,,,,,,,,,,,,,165,4,3.2.2021,166.000176
